River;Hydropeaking river-type;Hydropeaking, residual flow, natural/near-natural;Reach (Untersuchungsstelle);Abiotic measured by;Date of survey;Transect;Sampling point;Time of survey;"Distance ""Wasseranschlaglinie"" [m]";Flow velocity [v60, cm/s];Category Flow velocity (5 Bewohnbarkeits-klasse);Water depth [cm];Category Water depth;Clogging (6 Klassen);Clogging (3 Klassen);Substrate type;"Algae cover (Bewuchsdichte; 5 Kategorien:1-5)";"Moos cover (Deckungsgrad; 6 Kategorien:0-5)";"CPOM cover (Deckungsgrad; 5 Kategorien:1-5)";RTK-GPS Nr.;MZB kick-net taken by;Varia;;River;Reach (Untersuchungsstelle);Abiotic measured by;Date of survey;Time of survey;pH;Conductivity [μs/s];Oxygen content [mg/l];Oxygen saturation [%];Turbidity [FNU];Temperature [°C];Discharge [m3/s];Water gauge [MüM];Gauging station;Varia
Saane;2a;Hydropeaking;SA2;Diego, Olivier;25.03.2022;1;3;13:35;10.30;47;5;56;;none;none;250 mm > x > 25 mm;3;0;1;1;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA2;Diego, Olivier;25.03.2022;2;1;14:15;0.90;3;1;12;;none;none;250 mm > x > 25 mm;3;0;1;6;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA2;Diego, Olivier;25.03.2022;2;2;14:10;6.90;57;5;63;;none;none;250 mm > x > 25 mm;3;0;1;5;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA2;Diego, Olivier;25.03.2022;2;3;14:00;13.70;75;4;62;;none;none;250 mm > x > 25 mm;2;0;1;4;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA2;Diego, Olivier;25.03.2022;3;1;15:00;1.30;1;1;11;;none;none;250 mm > x > 25 mm;3;0;1;9;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA2;Diego, Olivier;25.03.2022;3;2;14:45;5.35;82;4;38;;none;none;250 mm > x > 25 mm;3;0;1;8;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA2;Diego, Olivier;25.03.2022;3;3;14:40;8.25;122;4;56;;none;none;250 mm > x > 25 mm;2;0;1;7;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA2;Diego, Olivier;25.03.2022;4;1;15:35;1.00;13;3;11;;none;none;250 mm > x > 25 mm;2;0;1;12;Sarah;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA2;Diego, Olivier;25.03.2022;4;2;15:15;6.50;49;5;40;;none;none;250 mm > x > 25 mm;3;0;1;11;Sarah;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA2;Diego, Olivier;25.03.2022;4;3;15:10;10.75;55;5;59;;none;none;250 mm > x > 25 mm;3;0;1;10;Sarah;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA3;Diego, Bettina;26.03.2022;1;1;09:35;0.50;2;1;18;;none;none;250 mm > x > 25 mm;4;0;1;3;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA3;Diego, Bettina;26.03.2022;1;2;09:30;5.10;16;3;64;;none;none;250 mm > x > 25 mm;3;0;1;2;Diego;Die Sedimente lagen auf einem Untergrund aus Molasse;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA3;Diego, Bettina;26.03.2022;1;3;09:20;11.30;50;5;64;;none;none;250 mm > x > 25 mm;3;0;1;1;Diego;Die Sedimente lagen auf einem Untergrund aus Molasse;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA3;Diego, Bettina;26.03.2022;2;1;10:10;0.20;1;1;10;;none;none;250 mm > x > 25 mm;4;0;1;6;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA3;Diego, Bettina;26.03.2022;2;2;10:05;6.50;35;5;38;;none;none;250 mm > x > 25 mm;4;0;1;5;Diego;Die Sedimente lagen auf einem Untergrund aus Molasse;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA3;Diego, Bettina;26.03.2022;2;3;09:55;12.45;60;5;48;;none;none;250 mm > x > 25 mm;3;0;1;4;Diego;Die Sedimente lagen auf einem Untergrund aus Molasse;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA3;Diego, Bettina;26.03.2022;3;1;10:45;1.20;5;3;12;;none;none;250 mm > x > 25 mm;1;0;1;9;Diego;Schaum im Wasser;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA3;Diego, Bettina;26.03.2022;3;2;10:35;11.00;90;4;34;;none;none;250 mm > x > 25 mm;3;0;1;8;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA3;Diego, Bettina;26.03.2022;3;3;10:25;14.15;115;4;44;;none;none;250 mm > x > 25 mm;3;0;1;7;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA3;Diego, Bettina;26.03.2022;4;1;11:15;3.10;1;1;15;;none;none;250 mm > x > 25 mm;3;0;1;12;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA3;Diego, Bettina;26.03.2022;4;2;11:05;13.10;30;5;33;;none;none;250 mm > x > 25 mm;4;0;1;11;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA3;Diego, Bettina;26.03.2022;4;3;11:00;18.70;66;5;37;;none;none;250 mm > x > 25 mm;3;0;1;10;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA4;Diego, Olivier;26.03.2022;1;1;13:15;0.60;1;1;10;;none;none;250 mm > x > 25 mm;4;0;1;3;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA4;Diego, Olivier;26.03.2022;1;2;13:10;6.50;39;5;76;;none;none;250 mm > x > 25 mm;1;0;1;2;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA4;Diego, Olivier;26.03.2022;1;3;13:05;9.85;47;5;92;;none;none;250 mm > x > 25 mm;1;0;1;1;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA4;Diego, Olivier;26.03.2022;2;1;13:35;0.55;1;1;9;;none;none;250 mm > x > 25 mm;2;0;1;6;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA4;Diego, Olivier;26.03.2022;2;2;13:30;6.20;41;5;38;;none;none;250 mm > x > 25 mm;1;0;1;5;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA4;Diego, Olivier;26.03.2022;2;3;13:25;10.70;84;4;88;;none;none;250 mm > x > 25 mm;1;0;1;4;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA4;Diego, Olivier;26.03.2022;3;1;14:00;0.25;8;3;10;;none;none;250 mm > x > 25 mm;2;0;1;9;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA4;Diego, Olivier;26.03.2022;3;2;13:50;8.35;103;4;33;;none;none;250 mm > x > 25 mm;1;0;1;8;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA4;Diego, Olivier;26.03.2022;3;3;13:45;15.00;65;5;59;;none;none;250 mm > x > 25 mm;1;0;1;7;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA4;Diego, Olivier;26.03.2022;4;1;14:20;0.50;2;1;12;;none;none;250 mm > x > 25 mm;2;0;1;12;Olivier;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA4;Diego, Olivier;26.03.2022;4;2;14:15;7.65;77;4;60;;none;none;250 mm > x > 25 mm;1;0;1;11;Olivier;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA4;Diego, Olivier;26.03.2022;4;3;14:10;14.00;48;5;32;;none;none;250 mm > x > 25 mm;1;0;1;10;Olivier;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SA5;Diego, Olivier;26.03.2022;1;1;15:50;0.55;16;3;14;;none;none;250 mm > x > 25 mm;3;0;1;3;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SA5;Diego, Olivier;26.03.2022;1;2;15:45;4.30;31;5;36;;none;none;250 mm > x > 25 mm;4;0;1;2;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SA5;Diego, Olivier;26.03.2022;1;3;15:40;6.80;47;5;46;;none;none;250 mm > x > 25 mm;3;0;1;1;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SA5;Diego, Olivier;26.03.2022;2;1;16:10;0.30;11;3;7;;none;none;25 mm > x > 2.5 mm;3;0;1;6;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SA5;Diego, Olivier;26.03.2022;2;2;16:05;8.15;27;5;46;;none;none;250 mm > x > 25 mm;3;0;1;5;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SA5;Diego, Olivier;26.03.2022;2;3;16:00;11.85;69;5;40;;none;none;250 mm > x > 25 mm;4;0;1;4;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SA5;Diego, Olivier;26.03.2022;3;1;16:50;0.80;10;3;16;;none;none;250 mm > x > 25 mm;3;0;1;9;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SA5;Diego, Olivier;26.03.2022;3;2;16:35;12.75;106;4;42;;none;none;250 mm > x > 25 mm;4;0;1;8;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SA5;Diego, Olivier;26.03.2022;3;3;16:25;18.90;60;5;55;;none;none;250 mm > x > 25 mm;4;0;1;7;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SA5;Diego, Olivier;26.03.2022;4;1;17:25;1.75;10;3;15;;none;none;250 mm > x > 25 mm;4;0;1;12;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SA5;Diego, Olivier;26.03.2022;4;2;17:15;8.55;53;5;58;;none;none;250 mm > x > 25 mm;4;0;1;11;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SA5;Diego, Olivier;26.03.2022;4;3;17:05;13.90;52;5;49;;none;none;250 mm > x > 25 mm;4;0;1;10;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA6;Diego, Bettina;27.03.2022;1;1;10:00;0.90;1;1;11;;none;none;250 mm > x > 25 mm;2;0;1;3;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA6;Diego, Bettina;27.03.2022;1;2;09:50;10.50;26;5;29;;none;none;250 mm > x > 25 mm;2;0;1;2;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA6;Diego, Bettina;27.03.2022;1;3;09:45;17.55;55;5;85;;none;none;250 mm > x > 25 mm;1;0;1;1;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA6;Diego, Bettina;27.03.2022;2;1;10:15;1.05;1;1;10;;none;none;250 mm > x > 25 mm;2;0;1;6;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA6;Diego, Bettina;27.03.2022;2;2;10:10;11.70;47;5;61;;none;none;250 mm > x > 25 mm;2;0;1;5;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA6;Diego, Bettina;27.03.2022;2;3;10:05;16.00;58;5;88;;none;none;250 mm > x > 25 mm;2;0;1;4;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA6;Diego, Bettina;27.03.2022;3;1;10:50;1.20;7;3;9;;none;none;250 mm > x > 25 mm;2;0;1;9;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA6;Diego, Bettina;27.03.2022;3;2;10:40;13.80;85;4;44;;none;none;250 mm > x > 25 mm;2;0;1;8;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA6;Diego, Bettina;27.03.2022;3;3;10:25;20.30;117;4;76;;none;none;250 mm > x > 25 mm;3;0;1;7;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA6;Diego, Bettina;27.03.2022;4;1;11:20;1.80;28;5;25;;none;none;250 mm > x > 25 mm;3;0;1;12;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA6;Diego, Bettina;27.03.2022;4;2;11:10;11.60;90;4;44;;none;none;250 mm > x > 25 mm;1;0;1;11;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA6;Diego, Bettina;27.03.2022;4;3;11:05;20.40;90;4;59;;none;none;250 mm > x > 25 mm;1;0;1;10;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA7;Diego, Olivier;27.03.2022;1;1;13:50;0.75;1;1;10;;none;none;250 mm > x > 25 mm;2;0;1;3;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA7;Diego, Olivier;27.03.2022;1;2;13:40;12.40;15;3;54;;none;none;250 mm > x > 25 mm;3;0;1;2;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA7;Diego, Olivier;27.03.2022;1;3;13:35;17.75;45;5;92;;none;none;250 mm > x > 25 mm;3;0;1;1;Olivier;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA7;Diego, Olivier;27.03.2022;2;1;14:10;0.75;3;1;16;;none;none;250 mm > x > 25 mm;2;0;1;6;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA7;Diego, Olivier;27.03.2022;2;2;14:00;7.60;24;3;32;;none;none;250 mm > x > 25 mm;3;0;1;5;Olivier;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA7;Diego, Olivier;27.03.2022;2;3;13:55;13.50;69;5;74;;none;none;250 mm > x > 25 mm;2;0;1;4;Olivier;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA7;Diego, Olivier;27.03.2022;3;1;14:45;1.35;8;3;9;;none;none;250 mm > x > 25 mm;2;0;1;9;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA7;Diego, Olivier;27.03.2022;3;2;14:35;12.45;34;5;24;;none;none;250 mm > x > 25 mm;3;1;1;8;Olivier;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA7;Diego, Olivier;27.03.2022;3;3;14:25;20.25;94;4;40;;none;none;250 mm > x > 25 mm;2;1;1;7;Olivier;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA7;Diego, Olivier;27.03.2022;4;1;15:20;0.50;33;5;38;;none;none;250 mm > x > 25 mm;3;0;1;12;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA7;Diego, Olivier;27.03.2022;4;2;15:10;12.25;60;5;44;;none;none;250 mm > x > 25 mm;3;4;1;11;Olivier;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA7;Diego, Olivier;27.03.2022;4;3;15:00;21.60;85;4;49;;none;none;250 mm > x > 25 mm;3;4;1;10;Olivier;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L1;Diego, Denise;10.04.2022;1;1;13:20;3.00;50;5;30;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;3;Diego;"Mit Sand/Schluff& Kies; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L1;Diego, Denise;10.04.2022;1;2;13:05;4.60;80;4;55;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;2;Diego;"Mit Sand/Schluff& Kies; Kolmation schwer abzuschätzen, weil sehr trüb ";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L1;Diego, Denise;10.04.2022;1;3;13:00;6.40;63;5;44;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;1;Diego;"Mit Sand/Schluff& Kies; Kolmation schwer abzuschätzen, weil sehr trüb ";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L1;Diego, Denise;10.04.2022;2;1;14:05;1.50;44;5;32;;medium-strong;strong;> 250 mm;1;0;1;6;Diego;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L1;Diego, Denise;10.04.2022;2;2;13:50;2.80;48;5;53;;medium-strong;strong;> 250 mm;1;0;1;5;Diego;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L1;Diego, Denise;10.04.2022;2;3;13:40;3.20;78;4;63;;medium-strong;strong;> 250 mm;1;0;1;4;Diego;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L1;Diego, Denise;10.04.2022;3;1;14:40;1.20;69;5;30;;medium-strong;strong;> 250 mm;1;0;1;9;Diego;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L1;Diego, Denise;10.04.2022;3;2;14:30;2.10;44;5;28;;medium-strong;strong;> 250 mm;1;0;1;8;Diego;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L1;Diego, Denise;10.04.2022;3;3;14:20;4.20;73;5;57;;medium-strong;strong;> 250 mm;1;0;1;7;Diego;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L1;Diego, Denise;10.04.2022;4;1;15:10;1.60;55;5;43;;medium-strong;strong;25 mm > x > 2.5 mm;1;0;1;12;Denise;"Mit Sand/Schluff; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L1;Diego, Denise;10.04.2022;4;2;15:00;4.00;70;5;48;;medium-strong;strong;> 250 mm;1;0;1;11;Denise;"Mit Sand/Schluff & Kies; Kolmation schwer abzuschätzen, weil sehr trüb ";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L1;Diego, Denise;10.04.2022;4;3;14:50;6.20;74;5;48;;medium-strong;strong;> 250 mm;1;0;1;10;Denise;"Mit Sand/Schluff & Kies; Kolmation schwer abzuschätzen, weil sehr trüb ";;;;;;;;;;;;;;;;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;1;1;09:15;0.70;1;1;20;;none;none;250 mm > x > 25 mm;1;0;1;3;Diego;Mit Sand/Schluff& Kies;;;;;;;;;;;;;;;;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;1;2;09:05;2.60;44;5;56;;none;none;250 mm > x > 25 mm;1;0;1;2;Diego;;;;;;;;;;;;;;;;;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;1;3;09:00;4.90;55;5;58;;none;none;250 mm > x > 25 mm;1;0;1;1;Diego;Schwierig zu beproben;;;;;;;;;;;;;;;;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;2;1;09:45;1.20;1;1;16;;slight;slight-medium;250 mm > x > 25 mm;2;0;1;6;Diego;"Mit Sand/Schluff; mit CPOM im Substrat, an der Oberfläche nicht sichtbar";;;;;;;;;;;;;;;;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;2;2;09:40;3.10;35;5;58;;none;none;250 mm > x > 25 mm;1;0;1;5;Diego;Mit Sand/Schluff & Kies;;;;;;;;;;;;;;;;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;2;3;09:30;5.30;40;5;103;;none;none;250 mm > x > 25 mm;1;0;1;4;Diego;Mit Sand/Schluff & Kies;;;;;;;;;;;;;;;;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;3;1;10:35;0.55;42;5;27;;none;none;250 mm > x > 25 mm;3;0;1;9;Diego;;;;;;;;;;;;;;;;;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;3;2;10:25;4.25;54;5;44;;none;none;> 250 mm;1;0;1;8;Diego;;;;;;;;;;;;;;;;;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;3;3;10:20;6.10;96;4;58;;none;none;> 250 mm;3;0;1;7;Diego;Schwierig zu beproben;;;;;;;;;;;;;;;;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;4;1;11:00;2.10;21;3;22;;none;none;250 mm > x > 25 mm;1;0;1;12;Olivier;Mit Kies;;;;;;;;;;;;;;;;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;4;2;10:50;3.40;70;5;33;;none;none;> 250 mm;3;0;1;11;Olivier;;;;;;;;;;;;;;;;;
Landquart;;Residual flow;LR;Diego, Christa;11.04.2022;4;3;10:45;7.10;120;4;60;;none;none;250 mm > x > 25 mm;3;0;1;10;Olivier;Schwierig zu beproben;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;1;1;13:15;1.30;5;3;24;;none;none;250 mm > x > 25 mm;1;0;1;3;Diego;;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;1;2;13:05;7.10;38;5;51;;none;none;250 mm > x > 25 mm;3;0;1;2;Diego;;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;1;3;12:45;11.20;77;4;65;;none;none;250 mm > x > 25 mm;3;0;1;1;Diego;;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;2;1;13:45;1.60;2;1;30;;slight;slight-medium;250 mm > x > 25 mm;1;0;1;6;Diego;Mit Sand/Schluff & Kies;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;2;2;13:40;5.10;30;5;71;;none;none;250 mm > x > 25 mm;3;0;1;5;Diego;;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;2;3;13:30;7.70;50;5;72;;none;none;250 mm > x > 25 mm;3;0;1;4;Diego;;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;3;1;14:40;2.85;5;3;16;;none;none;> 250 mm;4;0;1;9;Olivier;;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;3;2;14:30;6.10;36;5;38;;none;none;250 mm > x > 25 mm;3;0;1;8;Olivier;;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;3;3;14:15;8.10;124;4;61;;none;none;> 250 mm;3;0;1;7;Olivier;Schwierig zu beproben;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;4;1;15:10;1.95;5;3;20;;slight;slight-medium;250 mm > x > 25 mm;1;0;1;12;Olivier;;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;4;2;15:00;5.65;49;5;55;;none;none;> 250 mm;3;0;1;11;Olivier;;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L2;Diego, Christa;11.04.2022;4;3;14:50;9.90;55;5;56;;none;none;> 250 mm;3;0;1;10;Olivier;Allogamus Nest in Strömungsschutz?;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L3;Diego, Christa;12.04.2022;1;1;13:50;2.55;2;1;71;;strong;strong;< 2.5 mm;1;0;1;3;Diego;Kolmation schwer abzuschätzen, weil sehr trüb;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L3;Diego, Christa;12.04.2022;1;2;13:45;3.90;63;5;90;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;2;Diego;"Schwierig zu beproben; Mit Sand; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L3;Diego, Christa;12.04.2022;1;3;13:40;4.60;49;5;87;;slight-medium;slight-medium;< 2.5 mm;1;0;1;1;Diego;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb; Fliessgeschw. tief, weil im Strömungsschatten von einem grossen Stein.";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L3;Diego, Christa;12.04.2022;2;1;14:20;1.65;20;3;41;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;5;Diego;"Mit Sand/Schluff; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L3;Diego, Christa;12.04.2022;2;2;14:10;2.55;61;5;49;;none;none;> 250 mm;1;0;1;4;Diego;Schwierig zu beproben;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L3;Diego, Christa;12.04.2022;2;3;14:05;3.60;19;3;76;;none;none;25 mm > x > 2.5 mm;1;0;1;;Diego;GPS Punkt nicht gemessen, weil sehr ungenau.;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L3;Diego, Christa;12.04.2022;3;1;14:45;1.80;29;5;16;;none;none;250 mm > x > 25 mm;1;0;1;8;Olivier;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L3;Diego, Christa;12.04.2022;3;2;14:40;4.40;72;5;35;;slight-medium;slight-medium;> 250 mm;3;0;1;7;Olivier;Kolmation schwer abzuschätzen, weil sehr trüb;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L3;Diego, Christa;12.04.2022;3;3;14:35;6.60;36;5;56;;slight-medium;slight-medium;> 250 mm;1;0;1;6;Olivier;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L3;Diego, Christa;12.04.2022;4;1;15:10;4.30;11;3;23;;slight-medium;slight-medium;> 250 mm;1;0;1;11;Olivier;Kolmation schwer abzuschätzen, weil sehr trüb;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L3;Diego, Christa;12.04.2022;4;2;15:05;8.90;23;3;47;;slight-medium;slight-medium;250 mm > x > 25 mm;3;0;1;10;Olivier;"Mit Sand/Schluff & Kies; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L3;Diego, Christa;12.04.2022;4;3;15:00;10.50;91;4;57;;none;none;250 mm > x > 25 mm;1;0;1;9;Olivier;Mit Sand/Schluff & Kies;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L4;Diego, Olivier;13.04.2022;1;1;12:50;1.70;21;3;40;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;3;Olivier;"Mit Sand/Schluff & Kies; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L4;Diego, Olivier;13.04.2022;1;2;12:45;3.90;115;4;30;;none;none;250 mm > x > 25 mm;1;0;1;2;Olivier;Mit Sand/Schluff & Kies;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L4;Diego, Olivier;13.04.2022;1;3;12:40;4.80;125;4;66;;none;none;250 mm > x > 25 mm;3;0;1;1;Olivier;"Schwierig zu beproben; mit CPOM im Substrat, an der Oberfläche nicht sichtbar";;;;;;;;;;;;;;;;
