River;Hydropeaking river-type;Hydropeaking, residual flow, natural/near-natural;Reach (Untersuchungsstelle);Abiotic measured by;Date of survey;Transect;Sampling point;Time of survey;"Distance ""Wasseranschlaglinie"" [m]";Flow velocity [v60, cm/s];Category Flow velocity (5 Bewohnbarkeits-klasse);Water depth [cm];Category Water depth;Clogging (6 Klassen);Clogging (3 Klassen);Substrate type;"Algae cover (Bewuchsdichte; 5 Kategorien:1-5)";"Moos cover (Deckungsgrad; 6 Kategorien:0-5)";"CPOM cover (Deckungsgrad; 5 Kategorien:1-5)";RTK-GPS Nr.;MZB kick-net taken by;Varia;;River;Reach (Untersuchungsstelle);Abiotic measured by;Date of survey;Time of survey;pH;Conductivity [μs/s];Oxygen content [mg/l];Oxygen saturation [%];Turbidity [FNU];Temperature [°C];Discharge [m3/s];Water gauge [MüM];Gauging station;Varia
Moesa;2b;Hydropeaking;M6;Diego, Manuel;05.03.2022;1;2;09:10;4.10;5;3;33;;none;none;250 mm > x > 25 mm;1;0;1;2;Diego;;;Saane;SA6;Diego, Bettina;27.03.2022;10:20;8.44;466.0;12.16;;1.80;6.0;18.000;480.71;Saane-Laupen;
Moesa;2b;Hydropeaking;M6;Diego, Manuel;05.03.2022;1;3;09:00;6.90;41;5;43;;none;none;250 mm > x > 25 mm;1;0;1;1;Diego;;;Saane;SA6;Diego, Bettina;27.03.2022;10:33;8.48;461.0;12.22;;1.95;6.9;18.000;480.71;Saane-Laupen;
Moesa;2b;Hydropeaking;M6;Diego, Manuel;05.03.2022;2;1;09:50;0.75;1;1;16;;none;none;250 mm > x > 25 mm;1;0;1;6;Denise;;;Saane;SA7;Diego, Olivier;27.03.2022;13:25;8.67;469.0;13.80;;2.32;8.4;18.000;480.70;Saane-Laupen;
Moesa;2b;Hydropeaking;M6;Diego, Manuel;05.03.2022;2;2;09:40;3.05;72;5;37;;none;none;250 mm > x > 25 mm;1;0;1;5;Diego;;;Saane;SA7;Diego, Olivier;27.03.2022;14:20;8.63;472.0;13.76;;1.69;9.0;18.000;480.70;Saane-Laupen;
Moesa;2b;Hydropeaking;M6;Diego, Manuel;05.03.2022;2;3;09:30;5.50;59;5;48;;none;none;250 mm > x > 25 mm;1;0;1;4;Denise;;;Saane;SA7;Diego, Olivier;27.03.2022;15:30;8.77;474.0;13.89;;1.86;9.7;18.000;480.70;Saane-Laupen;
Moesa;2b;Hydropeaking;M6;Diego, Manuel;05.03.2022;3;1;10:20;0.60;17;3;19;;none;none;250 mm > x > 25 mm;2;0;1;9;Diego;Algen auf vereinzelte Steine;;Landquart;L1;Diego, Denise;10.04.2022;12:50;8.34;292.0;11.32;;92.00;5.8;14.000;570.44;Landquart-Felsenbach;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Die 3 Probenahmepunkte der Transekte 2 und 3 liegen nah aneinander, weil nicht möglich mehr in der Flussmitte zu beproben. Alle 4 Transekte ""riffle-artig"". Viel Feinsediment im ganzen Untersuchungsstandort. Viel Schmelzwasser"
Moesa;2b;Hydropeaking;M6;Diego, Manuel;05.03.2022;3;2;10:10;1.75;72;5;35;;none;none;250 mm > x > 25 mm;2;0;1;8;Denise;Algen auf vereinzelte Steine;;Landquart;L1;Diego, Denise;10.04.2022;14:15;9.20;286.0;8.73;;123.00;7.5;13.000;570.43;Landquart-Felsenbach;
Moesa;2b;Hydropeaking;M6;Diego, Manuel;05.03.2022;3;3;10:00;3.80;79;4;43;;none;none;250 mm > x > 25 mm;1;0;1;7;Diego;;;Landquart;L1;Diego, Denise;10.04.2022;15:20;8.48;287.0;8.05;;187.00;9.0;12.000;570.42;Landquart-Felsenbach;
Moesa;2b;Hydropeaking;M6;Diego, Manuel;05.03.2022;4;1;10:30;1.40;24;3;13;;none;none;250 mm > x > 25 mm;1;0;1;12;Diego;;;Landquart;LR;Diego, Christa;11.04.2022;09:00;8.42;347.0;11.78;;3.12;3.80;2.888;1328.13;Landquart-Klosters,Pardenn;
Moesa;2b;Hydropeaking;M6;Diego, Manuel;05.03.2022;4;2;10:40;3.00;35;5;16;;none;none;250 mm > x > 25 mm;1;0;1;11;Denise;;;Landquart;LR;Diego, Christa;11.04.2022;09:55;8.42;345.0;11.22;;3.15;4.60;2.894;1328.13;Landquart-Klosters,Pardenn;
Moesa;2b;Hydropeaking;M6;Diego, Manuel;05.03.2022;4;3;10:50;4.00;37;5;18;;none;none;250 mm > x > 25 mm;1;0;1;10;Diego;;;Landquart;LR;Diego, Christa;11.04.2022;11:05;8.53;339.0;11.22;;4.23;6.30;2.901;1328.13;Landquart-Klosters,Pardenn;
Moesa;2b;Hydropeaking;M7;Diego, Manuel;05.03.2022;1;1;13:10;1.95;5;3;21;;none;none;250 mm > x > 25 mm;1;0;1;3;Diego;;;Landquart;L2;Diego, Christa;11.04.2022;12:45;8.33;239.0;11.46;;2.01;6.0;12.000;570.40;Landquart-Felsenbach;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig""."
Moesa;2b;Hydropeaking;M7;Diego, Manuel;05.03.2022;1;2;13:05;9.05;14;3;43;;none;none;250 mm > x > 25 mm;2;0;1;2;Diego;Algen auf vereinzelte Steine;;Landquart;L2;Diego, Christa;11.04.2022;13:50;8.39;240.0;11.13;;2.90;5.8;12.000;570.40;Landquart-Felsenbach;
Moesa;2b;Hydropeaking;M7;Diego, Manuel;05.03.2022;1;3;12:55;14.30;27;5;44;;none;none;250 mm > x > 25 mm;2;0;1;1;Diego;Algen auf vereinzelte Steine;;Landquart;L2;Diego, Christa;11.04.2022;15:20;8.43;256.0;11.29;;2.79;6.4;10.000;570.38;Landquart-Felsenbach;
Moesa;2b;Hydropeaking;M7;Diego, Manuel;05.03.2022;2;1;13:30;2.80;1;1;15;;none;none;250 mm > x > 25 mm;1;0;1;6;Diego;;;Landquart;L3;Diego, Christa;12.04.2022;13:30;8.43;298.0;10.97;;38.80;7.9;12.000;570.40;Landquart-Felsenbach;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Die 3 Probenahmepunkte der Transekte 1 und 2 liegen nah aneinander, weil nicht möglich mehr in der Flussmitte zu beproben. Alle 4 Transekte ""riffle-artig"". Viel Feinsediment im ganzen Untersuchungsstandort. Viele adulte Taeniopterygidae schon ""emergiert""."
Moesa;2b;Hydropeaking;M7;Diego, Manuel;05.03.2022;2;2;13:25;12.00;24;3;44;;none;none;250 mm > x > 25 mm;1;0;1;5;Diego;;;Landquart;L3;Diego, Christa;12.04.2022;14:50;8.42;301.0;10.68;;37.40;8.7;11.000;570.40;Landquart-Felsenbach;
Moesa;2b;Hydropeaking;M7;Diego, Manuel;05.03.2022;2;3;13:15;18.20;20;3;53;;none;none;250 mm > x > 25 mm;1;0;1;4;Diego;;;Landquart;L3;Diego, Christa;12.04.2022;15:25;8.41;300.0;10.57;;43.00;9.3;11.000;570.39;Landquart-Felsenbach;
Moesa;2b;Hydropeaking;M7;Diego, Manuel;05.03.2022;3;1;14:00;1.90;1;1;17;;none;none;250 mm > x > 25 mm;1;0;1;9;Diego;;;Landquart;L4;Diego, Olivier;13.04.2022;12:45;8.39;257.0;10.96;;139.00;8.8;17.000;570.50;Landquart-Felsenbach;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Die 3 Probenahmepunkte der Transekte 1 und 2 liegen nah aneinander, weil nicht möglich mehr in der Flussmitte zu beproben. Alle 4 Transekte ""riffle-artig"". Viel Feinsediment im ganzen Untersuchungsstandort. Viel Schmelzwasser. Transekt 3 und 4 viel trüber als whärend Beprobung von Transekt 1 und 2."
Moesa;2b;Hydropeaking;M7;Diego, Manuel;05.03.2022;3;2;13:50;10.40;20;3;33;;none;none;250 mm > x > 25 mm;1;0;1;8;Diego;;;Landquart;L4;Diego, Olivier;13.04.2022;13:10;8.41;253.0;10.86;;116.00;9.6;17.000;570.49;Landquart-Felsenbach;
Moesa;2b;Hydropeaking;M7;Diego, Manuel;05.03.2022;3;3;13:40;17.30;22;3;47;;none;none;250 mm > x > 25 mm;2;0;1;7;Diego;Algen auf vereinzelte Steine;;Landquart;L4;Diego, Olivier;13.04.2022;16:10;8.30;245.0;10.60;;> 1000;9.3;21.000;570.55;Landquart-Felsenbach;
Moesa;2b;Hydropeaking;M7;Diego, Manuel;05.03.2022;4;1;14:40;1.30;5;3;15;;none;none;250 mm > x > 25 mm;1;0;1;12;Denise;;;Plessur;PR;Diego, Christa;29.04.2022;10:20;8.57;316.0;10.55;;0.92;4.6;4.822;1234.06;Plessur-Arosa,Langwies;Alle Transekte Riffle-Pool Sequenzen.
Moesa;2b;Hydropeaking;M7;Diego, Manuel;05.03.2022;4;2;14:30;7.10;27;5;28;;none;none;250 mm > x > 25 mm;1;0;1;11;Denise;;;Plessur;PR;Diego, Christa;29.04.2022;11:30;8.53;312.0;10.26;;1.66;6.4;4.273;1234.03;Plessur-Arosa,Langwies;
Moesa;2b;Hydropeaking;M7;Diego, Manuel;05.03.2022;4;3;14:15;13.20;41;5;37;;none;none;250 mm > x > 25 mm;1;0;1;10;Denise;;;Plessur;PR;Diego, Christa;29.04.2022;12:40;8.45;318.0;9.96;;1.10;7.2;4.282;1234.03;Plessur-Arosa,Langwies;
Ticino;2a;Hydropeaking;T1;Diego, Manuel;05.03.2022;1;1;16:25;0.50;10;3;35;;none;none;250 mm > x > 25 mm;1;0;1;3;Denise;;;Plessur;P1;Diego, Christa;29.04.2022;13:15;8.63;292.0;10.75;;2.21;8.0;4.201;1234.03;Plessur-Arosa,Langwies;Alle Transekte Riffle-Pool Sequenzen.
Ticino;2a;Hydropeaking;T1;Diego, Manuel;05.03.2022;1;2;16:15;11.70;64;5;45;;none;none;250 mm > x > 25 mm;2;0;1;2;Diego;Algen auf vereinzelte Steine;;Plessur;P1;Diego, Christa;29.04.2022;14:00;8.62;293.0;10.42;;1.50;7.8;2.789;1233.94;Plessur-Arosa,Langwies;
Ticino;2a;Hydropeaking;T1;Diego, Manuel;05.03.2022;1;3;16:10;21.40;70;5;47;;none;none;> 250 mm;2;0;1;1;Diego;Algen auf vereinzelte Steine;;Plessur;P1;Diego, Christa;29.04.2022;15:05;8.65;296.0;10.53;;1.38;7.6;2.870;1233.95;Plessur-Arosa,Langwies;
Ticino;2a;Hydropeaking;T1;Diego, Manuel;05.03.2022;2;1;16:55;2.00;10;3;19;;none;none;250 mm > x > 25 mm;1;0;1;6;Denise;;;Plessur;P2;Diego, Olivier;29.04.2022;16:00;8.45;281.0;9.85;;24.60;9.5;3.108;1233.97;Plessur-Arosa,Langwies;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Alle 4 Transekte ""riffle-artig"". Viel Feinsediment im ganzen Untersuchungsstandort. Viel Schmelzwasser. Bei der letze Beprobung (17:15) kam der Schwall."
Ticino;2a;Hydropeaking;T1;Diego, Manuel;05.03.2022;2;2;16:40;6.00;55;5;49;;none;none;250 mm > x > 25 mm;1;0;1;5;Diego;;;Plessur;P2;Diego, Olivier;29.04.2022;16:35;8.51;276.0;9.80;;34.10;9.8;3.877;1234.01;Plessur-Arosa,Langwies;
Ticino;2a;Hydropeaking;T1;Diego, Manuel;05.03.2022;2;3;16:30;15.95;60;5;63;;none;none;250 mm > x > 25 mm;2;0;1;4;Diego;Algen auf vereinzelte Steine;;Plessur;P2;Diego, Olivier;29.04.2022;17:15;8.47;270.0;9.82;;55.10;10.1;4.984;1234.07;Plessur-Arosa,Langwies;
Ticino;2a;Hydropeaking;T1;Diego, Manuel;05.03.2022;3;1;17:20;3.60;14;3;34;;none;none;250 mm > x > 25 mm;1;0;1;9;Denise;;;Plessur;P3;Diego, Christa;30.04.2022;09:10;8.51;271.0;11.11;;37.30;4.7;3.275;1233.98;Plessur-Arosa,Langwies;"Probenahmepunkt 1 nicht ganz Ufernah beprobt, weil ganze Beprobung bei einem leichten Schwall (kein Sunkabfluss). Die 3 Probenahmepunkte der Transekte 1-4 liegen nah aneinander, weil nicht möglich mehr in der Flussmitte zu beproben. Alle 4 Transekte ""riffle-artig"". Viel Feinsediment im ganzen Untersuchungsstandort. Viel Schmelzwasser."
Ticino;2a;Hydropeaking;T1;Diego, Manuel;05.03.2022;3;2;17:10;9.05;62;5;49;;none;none;250 mm > x > 25 mm;2;0;1;8;Diego;Algen auf vereinzelte Steine;;Plessur;P3;Diego, Christa;30.04.2022;09:55;8.27;272.0;11.06;;21.80;4.7;3.108;1233.97;Plessur-Arosa,Langwies;
Ticino;2a;Hydropeaking;T1;Diego, Manuel;05.03.2022;3;3;17:00;17.40;72;5;83;;none;none;250 mm > x > 25 mm;2;0;1;7;Diego;Algen auf vereinzelte Steine;;Plessur;P3;Diego, Christa;30.04.2022;10:30;8.51;270.0;11.13;;26.00;4.7;3.117;1233.97;Plessur-Arosa,Langwies;
Ticino;2a;Hydropeaking;T1;Diego, Manuel;05.03.2022;4;1;17:45;0.70;5;3;27;;none;none;250 mm > x > 25 mm;1;0;1;12;Denise;;;Verzasca;VE2;Diego, Sarah;03.04.2023;09:10;6.72;28.8;11.51;101.4;0.29;6.9;2.300;488.89;Verzasca-Lavertezzo;"Keine eigentliche ""Kiesbank"", eher Sequenz an Habitate mit groben (Steine) Material; Fliessgeschw.-Messgerät M069, Multisonde M004"
Ticino;2a;Hydropeaking;T1;Diego, Manuel;05.03.2022;4;2;17:35;9.05;20;3;69;;none;none;250 mm > x > 25 mm;2;0;1;11;Diego;Algen auf vereinzelte Steine;;Verzasca;VE2;Diego, Sarah;03.04.2023;10:20;7.04;28.7;11.42;102.5;0.37;7.6;2.300;488.89;Verzasca-Lavertezzo;
Ticino;2a;Hydropeaking;T1;Diego, Manuel;05.03.2022;4;3;17:25;17.15;49;5;61;;none;none;250 mm > x > 25 mm;2;0;1;10;Diego;Algen auf vereinzelte Steine;;Verzasca;VE2;Diego, Sarah;03.04.2023;11:25;7.23;28.7;11.21;102.8;0.26;8.5;2.300;488.89;Verzasca-Lavertezzo;
Ticino;2a;Hydropeaking;T2;Diego, Manuel;06.03.2022;1;1;09:20;0.55;1;1;9;;none;none;250 mm > x > 25 mm;1;0;1;3;Diego;;;Verzasca;VE3;Diego, Sarah;03.04.2023;12:35;7.15;29.0;10.65;102.0;0.19;9.2;2.200;488.88;Verzasca-Lavertezzo;"""Kiesbank"" mit groben (Steine) Material; Fliessgeschw.-Messgerät M069, Multisonde M004"
Ticino;2a;Hydropeaking;T2;Diego, Manuel;06.03.2022;1;2;09:10;9.00;69;5;70;;none;none;250 mm > x > 25 mm;1;0;1;2;Diego;;;Verzasca;VE3;Diego, Sarah;03.04.2023;13:30;7.18;29.0;10.56;102.0;0.28;10.0;2.200;488.87;Verzasca-Lavertezzo;
Ticino;2a;Hydropeaking;T2;Diego, Manuel;06.03.2022;1;3;09:05;16.90;72;5;77;;none;none;250 mm > x > 25 mm;1;0;1;1;Diego;;;Verzasca;VE3;Diego, Sarah;03.04.2023;14:35;7.17;29.0;10.40;102.6;0.32;10.6;2.200;488.87;Verzasca-Lavertezzo;
Ticino;2a;Hydropeaking;T2;Diego, Manuel;06.03.2022;2;1;09:50;1.05;1;1;12;;none;none;250 mm > x > 25 mm;1;0;1;6;Diego;;;Verzasca;VE4;Diego, Sarah;02.04.2023;12:30;7.74;29.9;10.49;101.3;0.41;11.0;2.400;488.90;Verzasca-Lavertezzo;"""Kiesbank"" (eher Insel) mit groben (Steine) Material; Fliessgeschw.-Messgerät M069, Multisonde M004"
Ticino;2a;Hydropeaking;T2;Diego, Manuel;06.03.2022;2;2;09:40;6.35;19;3;53;;none;none;250 mm > x > 25 mm;1;0;1;5;Denise;;;Verzasca;VE4;Diego, Sarah;02.04.2023;14:05;7.15;29.1;10.51;101.8;0.41;9.8;2.400;488.90;Verzasca-Lavertezzo;
Ticino;2a;Hydropeaking;T2;Diego, Manuel;06.03.2022;2;3;09:30;10.10;45;5;90;;none;none;250 mm > x > 25 mm;1;0;1;4;Diego;;;Verzasca;VE4;Diego, Sarah;02.04.2023;15:15;7.34;29.3;10.34;101.8;0.49;10.4;2.400;488.91;Verzasca-Lavertezzo;
Ticino;2a;Hydropeaking;T2;Diego, Manuel;06.03.2022;3;1;10:45;1.15;17;3;13;;none;none;250 mm > x > 25 mm;1;0;1;9;Diego;;;Vorderrhein;VR1;Diego, Olivier;09.04.2023;08:00;8.15;316.0;11.55;98.7;2.90;5.5;9.500;690.78;Vorderrhein-Ilanz;"Noch etwas Schwall von Stufe Panix, ca. 3 m3/s, Probenahmepunkt 1 nicht ganz ufernah beprobt; Fliessgeschw.-Messgerät M069, Multisonde M004"
Ticino;2a;Hydropeaking;T2;Diego, Manuel;06.03.2022;3;2;10:40;13.90;139;4;42;;none;none;250 mm > x > 25 mm;1;0;1;8;Diego;;;Vorderrhein;VR1;Diego, Olivier;09.04.2023;08:45;8.27;331.0;11.71;99.4;3.89;5.5;8.400;690.75;Vorderrhein-Ilanz;
Ticino;2a;Hydropeaking;T2;Diego, Manuel;06.03.2022;3;3;10:30;31.50;135;4;36;;none;none;250 mm > x > 25 mm;1;0;1;7;Diego;;;Vorderrhein;VR1;Diego, Olivier;09.04.2023;09:35;8.30;333.0;11.84;100.7;3.37;5.8;26.000;691.09;Vorderrhein-Ilanz;
Ticino;2a;Hydropeaking;T2;Diego, Manuel;06.03.2022;4;1;11:15;0.70;1;1;16;;none;none;250 mm > x > 25 mm;2;0;1;12;Diego;Algen auf vereinzelte Steine;;Vorderrhein;VR2;Diego, Olivier;08.04.2023;15:55;8.55;347.0;11.57;105.7;3.65;8.1;4.600;690.63;Vorderrhein-Ilanz;"Noch etwas Schwall von Stufe Panix, ca. 3 m3/s, Probenahmepunkt 1 nicht ganz ufernah beprobt; Fliessgeschw.-Messgerät M069, Multisonde M004; flache Kiesbank mit sehr grosse Wasserwechselzone; sehr wenig Individuen"
Ticino;2a;Hydropeaking;T2;Diego, Manuel;06.03.2022;4;2;11:05;8.25;72;5;61;;none;none;250 mm > x > 25 mm;1;0;1;11;Diego;;;Vorderrhein;VR2;Diego, Olivier;08.04.2023;16:30;8.61;362.0;11.57;105.6;2.98;8.3;4.600;690.63;Vorderrhein-Ilanz;
Ticino;2a;Hydropeaking;T2;Diego, Manuel;06.03.2022;4;3;10:55;16.25;94;4;71;;none;none;250 mm > x > 25 mm;1;0;1;10;Diego;;;Vorderrhein;VR2;Diego, Olivier;08.04.2023;17:05;8.61;369.0;11.46;105.0;3.32;8.4;4.700;690.64;Vorderrhein-Ilanz;
Ticino;2a;Hydropeaking;T3;Manuel, Denise;06.03.2022;1;1;13:40;0.80;1;1;33;;none;none;250 mm > x > 25 mm;1;0;1;3;Diego;;;Vorderrhein;VR3;Diego, Olivier;07.04.2023;11:30;8.12;305.0;11.88;104.0;3.55;6.1;10.000;690.80;Vorderrhein-Ilanz;"Noch etwas Schwall von Stufe Panix, ca. 3-4 m3/s um 11:30, danach noch wenig Schwall; Fliessgeschw.-Messgerät M069, Multisonde M004"
Ticino;2a;Hydropeaking;T3;Manuel, Denise;06.03.2022;1;2;13:30;1.25;5;3;45;;none;none;250 mm > x > 25 mm;2;0;1;2;Diego;Algen auf vereinzelte Steine;;Vorderrhein;VR3;Diego, Olivier;07.04.2023;12:45;8.58;307.0;11.78;103.8;2.99;6.4;5.900;690.67;Vorderrhein-Ilanz;
Ticino;2a;Hydropeaking;T3;Manuel, Denise;06.03.2022;1;3;13:25;2.05;27;5;83;;none;none;> 250 mm;2;0;1;1;Diego;"Algen auf vereinzelte Steine; Schwierig zu beproben";;Vorderrhein;VR3;Diego, Olivier;07.04.2023;13:30;8.36;328.0;11.74;103.9;3.49;6.6;4.900;690.64;Vorderrhein-Ilanz;
Ticino;2a;Hydropeaking;T3;Manuel, Denise;06.03.2022;2;1;14:10;0.45;17;3;14;;none;none;250 mm > x > 25 mm;1;0;1;6;Diego;;;Vorderrhein;VR4;Diego, Olivier;07.04.2023;14:35;8.57;244.0;11.31;103.2;2.47;7.6;4.600;690.63;Vorderrhein-Ilanz;Fliessgeschw.-Messgerät M069, Multisonde M004
Ticino;2a;Hydropeaking;T3;Manuel, Denise;06.03.2022;2;2;14:00;7.35;91;4;21;;none;none;250 mm > x > 25 mm;2;0;1;5;Diego;Algen auf vereinzelte Steine;;Vorderrhein;VR4;Diego, Olivier;07.04.2023;15:25;8.49;244.0;11.31;102.3;2.62;7.4;20.000;691.01;Vorderrhein-Ilanz;
Ticino;2a;Hydropeaking;T3;Manuel, Denise;06.03.2022;2;3;13:50;11.95;154;2;30;;none;none;250 mm > x > 25 mm;2;0;1;4;Diego;Algen auf vereinzelte Steine;;Vorderrhein;VR4;Diego, Olivier;07.04.2023;16:25;8.47;244.0;11.39;102.8;2.76;7.3;4.800;690.64;Vorderrhein-Ilanz;
Ticino;2a;Hydropeaking;T3;Manuel, Denise;06.03.2022;3;1;14:40;0.55;1;1;10;;none;none;250 mm > x > 25 mm;1;0;1;9;Diego;;;Vorderrhein;VR5;Diego, Olivier;08.04.2023;08:55;8.15;216.6;11.79;102.1;3.44;5.6;9.800;690.79;Vorderrhein-Ilanz;"ARA Einleitung einige Meter flussaufwärts; Fliessgeschw.-Messgerät M069, Multisonde M004"
Ticino;2a;Hydropeaking;T3;Manuel, Denise;06.03.2022;3;2;14:30;9.95;10;3;24;;none;none;250 mm > x > 25 mm;1;0;1;8;Diego;;;Vorderrhein;VR5;Diego, Olivier;08.04.2023;09:30;8.26;221.0;11.81;102.5;2.59;5.7;9.600;690.78;Vorderrhein-Ilanz;
Ticino;2a;Hydropeaking;T3;Manuel, Denise;06.03.2022;3;3;14:20;25.50;41;5;31;;none;none;250 mm > x > 25 mm;1;0;1;7;Diego;;;Vorderrhein;VR5;Diego, Olivier;08.04.2023;10:20;8.30;220.0;11.75;103.3;2.12;6.3;11.000;690.83;Vorderrhein-Ilanz;
Ticino;2a;Hydropeaking;T3;Manuel, Denise;06.03.2022;4;1;15:10;0.40;1;1;12;;none;none;250 mm > x > 25 mm;1;0;1;12;Diego;Andere Kiesbank flussaufärts um zusätzliches flaches langsames Bereich zu beproben (was auf die Kiesbank von T1-T3 nicht möglich gewesen wäre, weil zu tief);;Vorderrhein;VR6;Diego, Olivier;08.04.2023;11:55;8.30;220.0;11.64;102.3;3.03;6.0;37.000;691.23;Vorderrhein-Ilanz;"Keine ""typische Kiesbank"", T1 & T2 noch ""riffelig"", T1 & T2 ziemlich nah; Fliessgeschw.-Messgerät M069, Multisonde M004"
Ticino;2a;Hydropeaking;T3;Manuel, Denise;06.03.2022;4;2;15:05;3.70;14;3;42;;none;none;250 mm > x > 25 mm;1;0;1;11;Diego;;;Vorderrhein;VR6;Diego, Olivier;08.04.2023;12:40;8.30;219.4;11.55;102.0;1.98;6.3;6.800;690.70;Vorderrhein-Ilanz;
Ticino;2a;Hydropeaking;T3;Manuel, Denise;06.03.2022;4;3;15:00;6.15;20;3;63;;none;none;250 mm > x > 25 mm;1;0;1;10;Diego;;;Vorderrhein;VR6;Diego, Olivier;08.04.2023;13:40;8.35;219.6;11.38;101.7;2.02;6.7;4.600;690.63;Vorderrhein-Ilanz;
Sitter;2b;Hydropeaking;S1;Diego, Manuel;21.03.2022;1;1;11:50;0.75;1;1;13;;none;none;25 mm > x > 2.5 mm;3;0;1;3;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Untere Glenner;GL1;Diego, Olivier;09.04.2023;11:20;8.41;488.0;11.46;101.6;7.88;6.7;2.500;693.47;Glenner-Castrisch;Fliessgeschw.-Messgerät M069, Multisonde M004
Sitter;2b;Hydropeaking;S1;Diego, Manuel;21.03.2022;1;2;11:40;5.65;1;1;73;;none;none;250 mm > x > 25 mm;1;0;1;2;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Untere Glenner;GL1;Diego, Olivier;09.04.2023;12:00;8.37;489.0;11.44;102.3;6.33;7.0;2.600;693.48;Glenner-Castrisch;
Sitter;2b;Hydropeaking;S1;Diego, Manuel;21.03.2022;1;3;11:30;10.40;19;3;106;;none;none;250 mm > x > 25 mm;1;0;1;1;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Untere Glenner;GL1;Diego, Olivier;09.04.2023;12:55;8.41;489.0;12.24;102.4;5.11;7.8;2.600;693.48;Glenner-Castrisch;
Sitter;2b;Hydropeaking;S1;Diego, Manuel;21.03.2022;2;1;12:20;0.85;1;1;16;;none;none;250 mm > x > 25 mm;2;1;1;6;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Untere Glenner;GL2;Diego, Olivier;09.04.2023;14:00;8.40;483.0;10.66;100.2;6.02;8.7;2.500;693.47;Glenner-Castrisch;"Transekt 4 ""Riffle"" (kein Übergangsbereich vorhanden); Transekt 1 & 2 sehr nah, kein wirklich ruihiges Bereich alles ziemlich ""rifflig""; Fliessgeschw.-Messgerät M069, Multisonde M004"
Sitter;2b;Hydropeaking;S1;Diego, Manuel;21.03.2022;2;2;12:15;5.20;38;5;53;;none;none;250 mm > x > 25 mm;2;0;1;5;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Untere Glenner;GL2;Diego, Olivier;09.04.2023;14:40;8.41;483.0;10.77;101.4;5.44;9.0;2.400;693.47;Glenner-Castrisch;
Sitter;2b;Hydropeaking;S1;Diego, Manuel;21.03.2022;2;3;12:05;7.95;69;5;61;;none;none;250 mm > x > 25 mm;1;0;1;4;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Untere Glenner;GL2;Diego, Olivier;09.04.2023;15:40;8.49;485.0;10.59;100.6;5.64;9.2;2.400;693.47;Glenner-Castrisch;
Sitter;2b;Hydropeaking;S1;Diego, Manuel;21.03.2022;3;1;13:10;0.35;16;3;19;;none;none;250 mm > x > 25 mm;2;0;1;9;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Untere Glenner;GL3;Diego, Olivier;10.04.2023;10:45;8.27;485.0;12.33;102.7;1.95;4.0;2.400;693.47;Glenner-Castrisch;Fliessgeschw.-Messgerät M069, Multisonde M004
Sitter;2b;Hydropeaking;S1;Diego, Manuel;21.03.2022;3;2;13:00;5.10;69;5;37;;none;none;250 mm > x > 25 mm;3;0;1;8;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Untere Glenner;GL3;Diego, Olivier;10.04.2023;11:20;8.27;486.0;12.30;103.4;1.90;4.3;2.300;693.47;Glenner-Castrisch;
Sitter;2b;Hydropeaking;S1;Diego, Manuel;21.03.2022;3;3;12:45;7.85;120;4;55;;none;none;250 mm > x > 25 mm;2;0;1;7;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Untere Glenner;GL3;Diego, Olivier;10.04.2023;12:05;8.27;482.0;12.12;103.6;2.18;5.0;2.300;693.47;Glenner-Castrisch;
Sitter;2b;Hydropeaking;S1;Diego, Manuel;21.03.2022;4;1;13:30;0.70;1;1;11;;none;none;250 mm > x > 25 mm;3;0;1;12;Diego;;;Untere Glenner;GL4;Diego, Olivier;10.04.2023;08:35;8.29;473.0;12.52;102.0;1.68;3.3;2.500;693.47;Glenner-Castrisch;Fliessgeschw.-Messgerät M069, Multisonde M004
Sitter;2b;Hydropeaking;S1;Diego, Manuel;21.03.2022;4;2;13:20;8.05;27;5;53;;none;none;250 mm > x > 25 mm;2;0;1;11;Diego;;;Untere Glenner;GL4;Diego, Olivier;10.04.2023;09:10;8.33;472.0;12.52;102.0;3.05;3.2;2.400;693.47;Glenner-Castrisch;
