"","Reach_Untersuchungsstelle","Transect","Sampling_point","Time_of_survey","DIstance_Wasseranschlaglinie_m","Flow_velocity_v60_cm/s","Category_Flow_velocity_5_Bewohnbarkeits-klasse","Water_depth_cm","Category_Water_depth","Clogging_6_Klassen","Clogging_3_Klassen","Substrate_type","Algae_cover_Bewuchsdichte_5_Kategorien_1-5","Moos_cover_Deckungsgrad_6_Kategorien_0-5","CPOM_cover_Deckungsgrad_5_Kategorien_1-5","RTK-GPS_Nr","MZB_kick-net_taken_by","Oxygen_saturation_%_before","Oxygen_saturation_%_during","Oxygen_saturation_%_after","x","y","z","Sampling_site","lab$EPT_Taxa","k_index"
"135","SAR",1,3,09:15:00,8.5,45,5,33,NA,"none","none","25 mm > x > 2.5 mm",3,0,1,1,"Diego",NA,NA,NA,2575578.339,1179876.145,567.787,"SAR",0,0.518466258260088
"136","SAR",2,1,09:55:00,0.45,9,3,18,NA,"none","none","250 mm > x > 25 mm",3,0,1,6,"Sarah",NA,NA,NA,2575585.106,1179862.167,567.867,"SAR",0,0.435477590636213
"137","SAR",2,2,09:50:00,5.1,30,5,29,NA,"none","none","250 mm > x > 25 mm",2,0,1,5,"Diego",NA,NA,NA,2575580.608,1179862.545,567.77,"SAR",0,0.49325407639913
"138","SAR",2,3,09:40:00,8.9,47,5,51,NA,"none","none","250 mm > x > 25 mm",3,0,1,4,"Diego",NA,NA,NA,2575576.93,1179862.779,567.575,"SAR",0,0.504846596621726
"139","SAR",3,1,10:35:00,1.25,18,3,13,NA,"none","none","250 mm > x > 25 mm",2,0,1,9,"Diego",NA,NA,NA,2575584.319,1179828.756,568.357,"SAR",0,0.558913478208114
"140","SAR",3,2,10:25:00,6.9,65,5,30,NA,"none","none","> 250 mm",5,3,1,8,"Diego",NA,NA,NA,2575579.283,1179827.781,568.214,"SAR",1,0.647899152102484
"141","SAR",3,3,10:15:00,10.3,75,4,53,NA,"none","none","250 mm > x > 25 mm",4,0,1,7,"Diego",NA,NA,NA,2575575.53,1179827.201,568.042,"SAR",1,0.586794772095441
"142","SAR",4,1,11:30:00,1,2,1,11,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Sarah",NA,NA,NA,2575595.907,1179795.386,568.778,"SAR",0,0.275690793294655
"143","SAR",4,2,11:05:00,8.1,42,5,24,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Sarah",NA,NA,NA,2575589.22,1179793.153,568.631,"SAR",0,0.453565783087922
"144","SAR",4,3,10:55:00,14.3,50,5,49,NA,"none","none","250 mm > x > 25 mm",3,0,1,10,"Sarah",NA,NA,NA,2575583.262,1179791.392,568.459,"SAR",0,0.579564691587003
"145","SA2",1,1,13:50:00,1.8,11,3,11,NA,"none","none","250 mm > x > 25 mm",3,0,1,3,"Diego",NA,NA,NA,2579336.846,1183787.912,531.094,"SA2",0,0.471819236475301
"146","SA2",1,2,13:40:00,7.75,42,5,28,NA,"none","none","250 mm > x > 25 mm",3,0,1,2,"Diego",NA,NA,NA,2579340.226,1183791.609,530.934,"SA2",0,0.506963287488009
"147","SA2",1,3,13:35:00,10.3,47,5,56,NA,"none","none","250 mm > x > 25 mm",3,0,1,1,"Diego",NA,NA,NA,2579342.199,1183794.07,530.716,"SA2",0,0.513691357621344
"148","SA2",2,1,14:15:00,0.9,3,1,12,NA,"none","none","250 mm > x > 25 mm",3,0,1,6,"Diego",NA,NA,NA,2579351.752,1183778.359,531.113,"SA2",0,0.481652461458842
"149","SA2",2,2,14:10:00,6.9,57,5,63,NA,"none","none","250 mm > x > 25 mm",3,0,1,5,"Diego",NA,NA,NA,2579354.745,1183783.366,530.726,"SA2",0,0.592833636527419
"150","SA2",2,3,14:00:00,13.7,75,4,62,NA,"none","none","250 mm > x > 25 mm",2,0,1,4,"Diego",NA,NA,NA,2579360.786,1183787.509,530.7,"SA2",0,0.403420671989138
"151","SA2",3,1,15:00:00,1.3,1,1,11,NA,"none","none","250 mm > x > 25 mm",3,0,1,9,"Diego",NA,NA,NA,2579367.687,1183770.416,531.213,"SA2",0,0.473117642818861
"152","SA2",3,2,14:45:00,5.35,82,4,38,NA,"none","none","250 mm > x > 25 mm",3,0,1,8,"Diego",NA,NA,NA,2579371.137,1183772.907,530.898,"SA2",3,0.685164613228348
"153","SA2",3,3,14:40:00,8.25,122,4,56,NA,"none","none","250 mm > x > 25 mm",2,0,1,7,"Diego",NA,NA,NA,2579372.832,1183775.044,530.848,"SA2",1,0.575525202091473
"154","SA2",4,1,15:35:00,1,13,3,11,NA,"none","none","250 mm > x > 25 mm",2,0,1,12,"Sarah",NA,NA,NA,2579383.987,1183751.999,531.504,"SA2",0,0.488914408653332
"155","SA2",4,2,15:15:00,6.5,49,5,40,NA,"none","none","250 mm > x > 25 mm",3,0,1,11,"Sarah",NA,NA,NA,2579388.171,1183754.904,531.232,"SA2",0,0.452243803034554
"156","SA2",4,3,15:10:00,10.75,55,5,59,NA,"none","none","250 mm > x > 25 mm",3,0,1,10,"Sarah",NA,NA,NA,2579391.292,1183758.105,531.061,"SA2",1,0.628003495896641
"157","SA6",1,1,10:00:00,0.9,1,1,11,NA,"none","none","250 mm > x > 25 mm",2,0,1,3,"Diego",NA,NA,NA,2584537.727,1195810.863,479.429,"SA6",0,0.31074334509355
"158","SA6",1,2,09:50:00,10.5,26,5,29,NA,"none","none","250 mm > x > 25 mm",2,0,1,2,"Diego",NA,NA,NA,2584530.12,1195815.811,479.121,"SA6",0,0.333099137429748
"159","SA6",1,3,09:45:00,17.55,55,5,85,NA,"none","none","250 mm > x > 25 mm",1,0,1,1,"Diego",NA,NA,NA,2584524.207,1195819.134,478.59,"SA6",0,0.350429629934351
"160","SA6",2,1,10:15:00,1.05,1,1,10,NA,"none","none","250 mm > x > 25 mm",2,0,1,6,"Diego",NA,NA,NA,2584513.192,1195775.863,479.445,"SA6",0,0.445934825789658
"161","SA6",2,2,10:10:00,11.7,47,5,61,NA,"none","none","250 mm > x > 25 mm",2,0,1,5,"Diego",NA,NA,NA,2584504.443,1195781.462,478.927,"SA6",0,0.287371609202756
"162","SA6",2,3,10:05:00,16,58,5,88,NA,"none","none","250 mm > x > 25 mm",2,0,1,4,"Diego",NA,NA,NA,2584500.077,1195783.038,478.638,"SA6",0,0.344041383518917
"163","SA6",3,1,10:50:00,1.2,7,3,9,NA,"none","none","250 mm > x > 25 mm",2,0,1,9,"Diego",NA,NA,NA,2584473.553,1195684.182,479.633,"SA6",0,0.405090961140488
"164","SA6",3,2,10:40:00,13.8,85,4,44,NA,"none","none","250 mm > x > 25 mm",2,0,1,8,"Diego",NA,NA,NA,2584461.481,1195687.369,479.269,"SA6",0,0.315575478884092
"165","SA6",3,3,10:25:00,20.3,117,4,76,NA,"none","none","250 mm > x > 25 mm",3,0,1,7,"Diego",NA,NA,NA,2584454.101,1195687.627,478.998,"SA6",0,0.425381847029418
"166","SA6",4,1,11:20:00,1.8,28,5,25,NA,"none","none","250 mm > x > 25 mm",3,0,1,12,"Diego",NA,NA,NA,2584458.622,1195527.602,480.143,"SA6",3,0.806182583026068
"167","SA6",4,2,11:10:00,11.6,90,4,44,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Diego",NA,NA,NA,2584449.091,1195526.948,479.937,"SA6",0,0.356020146170707
"168","SA6",4,3,11:05:00,20.4,90,4,59,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Diego",NA,NA,NA,2584440.652,1195522.977,479.816,"SA6",0,0.333718546046114
"169","L1",1,1,13:20:00,3,50,5,30,NA,"medium-strong","strong","250 mm > x > 25 mm",1,0,1,3,"Diego",NA,NA,NA,2768906.248,1204831.73,610.593,"L1",0,0.356884980683855
"170","L1",1,2,13:05:00,4.6,80,4,55,NA,"medium-strong","strong","250 mm > x > 25 mm",1,0,1,2,"Diego",NA,NA,NA,2768905.497,1204830.735,610.445,"L1",0,0.368691367587632
"171","L1",1,3,13:00:00,6.4,63,5,44,NA,"medium-strong","strong","250 mm > x > 25 mm",1,0,1,1,"Diego",NA,NA,NA,2768905.85,1204829.234,610.584,"L1",0,0.501712678936605
"172","L1",2,1,14:05:00,1.5,44,5,32,NA,"medium-strong","strong","> 250 mm",1,0,1,6,"Diego",NA,NA,NA,2768943.691,1204811.905,610.932,"L1",0,0.307348982649244
"173","L1",2,2,13:50:00,2.8,48,5,53,NA,"medium-strong","strong","> 250 mm",1,0,1,5,"Diego",NA,NA,NA,2768943.608,1204810.593,610.741,"L1",0,0.245941519972582
"174","L1",2,3,13:40:00,3.2,78,4,63,NA,"medium-strong","strong","> 250 mm",1,0,1,4,"Diego",NA,NA,NA,2768943.348,1204810.366,610.69,"L1",0,0.41736406966344
"175","L1",3,1,14:40:00,1.2,69,5,30,NA,"medium-strong","strong","> 250 mm",1,0,1,9,"Diego",NA,NA,NA,2769001.048,1204795.94,611.831,"L1",0,0.287955181563898
"176","L1",3,2,14:30:00,2.1,44,5,28,NA,"medium-strong","strong","> 250 mm",1,0,1,8,"Diego",NA,NA,NA,2769000.714,1204794.901,611.912,"L1",0,0.296623143958823
"177","L1",3,3,14:20:00,4.2,73,5,57,NA,"medium-strong","strong","> 250 mm",1,0,1,7,"Diego",NA,NA,NA,2768999.514,1204793.262,611.574,"L1",0,0.275582402522559
"178","L1",4,1,15:10:00,1.6,55,5,43,NA,"medium-strong","strong","25 mm > x > 2.5 mm",1,0,1,12,"Denise",NA,NA,NA,2769032.368,1204797.63,612.127,"L1",0,0.300593950677754
"179","L1",4,2,15:00:00,4,70,5,48,NA,"medium-strong","strong","> 250 mm",1,0,1,11,"Denise",NA,NA,NA,2769032.741,1204795.186,612.027,"L1",0,0.275480335598205
"180","L1",4,3,14:50:00,6.2,74,5,48,NA,"medium-strong","strong","> 250 mm",1,0,1,10,"Denise",NA,NA,NA,2769032.84,1204792.808,612.063,"L1",0,0.267535736222612
"181","LR",1,1,09:15:00,0.7,1,1,20,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Diego",NA,NA,NA,2779182.3,1198269.231,831.842,"LR",0,0.237424614725229
"182","LR",1,2,09:05:00,2.6,44,5,56,NA,"none","none","250 mm > x > 25 mm",1,0,1,2,"Diego",NA,NA,NA,2779181.994,1198271.096,831.552,"LR",1,0.30573293757332
"183","LR",1,3,09:00:00,4.9,55,5,58,NA,"none","none","250 mm > x > 25 mm",1,0,1,1,"Diego",NA,NA,NA,2779182.708,1198273.396,831.399,"LR",2,0.390978848217527
"184","LR",2,1,09:45:00,1.2,1,1,16,NA,"slight","slight-medium","250 mm > x > 25 mm",2,0,1,6,"Diego",NA,NA,NA,2779193.191,1198267.261,831.82,"LR",1,0.466610339912667
"185","LR",2,2,09:40:00,3.1,35,5,58,NA,"none","none","250 mm > x > 25 mm",1,0,1,5,"Diego",NA,NA,NA,2779193.201,1198269.117,831.444,"LR",0,0.294163217157398
"186","LR",2,3,09:30:00,5.3,40,5,103,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Diego",NA,NA,NA,2779193.912,1198271.505,831.121,"LR",0,0.378283384865185
"187","LR",3,1,10:35:00,0.55,42,5,27,NA,"none","none","250 mm > x > 25 mm",3,0,1,9,"Diego",NA,NA,NA,2779242.354,1198237.924,833.223,"LR",1,0.486609683826309
"188","LR",3,2,10:25:00,4.25,54,5,44,NA,"none","none","> 250 mm",1,0,1,8,"Diego",NA,NA,NA,2779244.929,1198240.804,833.06,"LR",0,0.451563374651491
"189","LR",3,3,10:20:00,6.1,96,4,58,NA,"none","none","> 250 mm",3,0,1,7,"Diego",NA,NA,NA,2779245.431,1198242.753,832.812,"LR",0,0.375238497076646
"190","LR",4,1,11:00:00,2.1,21,3,22,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Olivier",NA,NA,NA,2779255.123,1198228.793,833.699,"LR",3,0.47933872641637
"191","LR",4,2,10:50:00,3.4,70,5,33,NA,"none","none","> 250 mm",3,0,1,11,"Olivier",NA,NA,NA,2779257.195,1198229.449,833.609,"LR",0,0.340232216918384
"192","LR",4,3,10:45:00,7.1,120,4,60,NA,"none","none","250 mm > x > 25 mm",3,0,1,10,"Olivier",NA,NA,NA,2779257.728,1198232.786,833.432,"LR",0,0.381178254420857
"193","L2",1,1,13:15:00,1.3,5,3,24,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Diego",NA,NA,NA,2777147.747,1198394.052,793.509,"L2",1,0.453950648837991
"194","L2",1,2,13:05:00,7.1,38,5,51,NA,"none","none","250 mm > x > 25 mm",3,0,1,2,"Diego",NA,NA,NA,2777148.101,1198399.737,793.231,"L2",1,0.458072499100141
"195","L2",1,3,12:45:00,11.2,77,4,65,NA,"none","none","250 mm > x > 25 mm",3,0,1,1,"Diego",NA,NA,NA,2777149.204,1198403.709,793.118,"L2",1,0.51530350027564
"196","L2",2,1,13:45:00,1.6,2,1,30,NA,"slight","slight-medium","250 mm > x > 25 mm",1,0,1,6,"Diego",NA,NA,NA,2777156.023,1198393.293,793.551,"L2",0,0.199245210026932
"197","L2",2,2,13:40:00,5.1,30,5,71,NA,"none","none","250 mm > x > 25 mm",3,0,1,5,"Diego",NA,NA,NA,2777154.81,1198396.691,793.156,"L2",0,0.368630538322591
"198","L2",2,3,13:30:00,7.7,50,5,72,NA,"none","none","250 mm > x > 25 mm",3,0,1,4,"Diego",NA,NA,NA,2777154.859,1198399.161,793.028,"L2",1,0.481770965538582
"199","L2",3,1,14:40:00,2.85,5,3,16,NA,"none","none","> 250 mm",4,0,1,9,"Olivier",NA,NA,NA,2777279.658,1198345.041,796.061,"L2",1,0.459851524336535
"200","L2",3,2,14:30:00,6.1,36,5,38,NA,"none","none","250 mm > x > 25 mm",3,0,1,8,"Olivier",NA,NA,NA,2777281.145,1198348.68,795.86,"L2",1,0.447078192127968
"201","L2",3,3,14:15:00,8.1,124,4,61,NA,"none","none","> 250 mm",3,0,1,7,"Olivier",NA,NA,NA,2777282.005,1198352.954,795.618,"L2",2,0.508924524858993
"202","L2",4,1,15:10:00,1.95,5,3,20,NA,"slight","slight-medium","250 mm > x > 25 mm",1,0,1,12,"Olivier",NA,NA,NA,2777292.361,1198338.701,796.325,"L2",1,0.406230406938676
"203","L2",4,2,15:00:00,5.65,49,5,55,NA,"none","none","> 250 mm",3,0,1,11,"Olivier",NA,NA,NA,2777292.592,1198342.706,796.019,"L2",2,0.536399733187976
"204","L2",4,3,14:50:00,9.9,55,5,56,NA,"none","none","> 250 mm",3,0,1,10,"Olivier",NA,NA,NA,2777294.528,1198346.603,795.932,"L2",2,0.518336847601986
"205","PR",1,1,10:45:00,0.45,17,3,12,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,3,"Diego",NA,NA,NA,2773062.092,1185658.309,1398.551,"PR",2,0.564960814320213
"206","PR",1,2,10:35:00,2.2,55,5,21,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,2,"Diego",NA,NA,NA,2773060.541,1185658.536,1398.577,"PR",3,0.706325875945696
"207","PR",1,3,10:20:00,3.7,24,3,40,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,1,"Diego",NA,NA,NA,2773058.967,1185658.432,1398.494,"PR",2,0.60449768652936
"208","PR",2,1,11:15:00,1.6,10,3,24,NA,"none","none","25 mm > x > 2.5 mm",1,0,1,6,"Diego",NA,NA,NA,2773064.408,1185647.677,1398.935,"PR",2,0.587428548206846
"209","PR",2,2,11:05:00,2.4,30,5,33,NA,"slight-medium","slight-medium","> 250 mm",1,0,1,5,"Diego",NA,NA,NA,2773063.811,1185647.147,1398.75,"PR",0,0.417836924606039
"210","PR",2,3,11:00:00,3.1,85,4,45,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,4,"Diego",NA,NA,NA,2773063.333,1185646.883,1398.754,"PR",3,0.681719779020026
"211","PR",3,1,11:45:00,0.8,27,5,22,NA,"none","none","25 mm > x > 2.5 mm",1,0,1,9,"Diego",NA,NA,NA,2773068.977,1185639.551,1399.342,"PR",3,0.634051126343536
"212","PR",3,2,11:35:00,1.8,52,5,41,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,8,"Diego",NA,NA,NA,2773068.303,1185638.873,1399.181,"PR",2,0.636163762212205
"213","PR",3,3,11:25:00,4.1,35,5,21,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,7,"Diego",NA,NA,NA,2773066.053,1185638.238,1399.476,"PR",2,0.663469504406562
"214","PR",4,1,12:25:00,0.7,11,3,23,NA,"none","none","25 mm > x > 2.5 mm",1,0,1,12,"Diego",NA,NA,NA,2773072.626,1185633.592,1399.847,"PR",1,0.451902735826058
"215","PR",4,2,12:15:00,1.45,10,3,28,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,11,"Diego",NA,NA,NA,2773071.878,1185633.424,1399.671,"PR",2,0.551898330594543
"216","PR",4,3,12:05:00,2.55,55,5,37,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,10,"Diego",NA,NA,NA,2773071.054,1185632.662,1399.656,"PR",2,0.5606079741999
"217","P1",1,1,13:30:00,0.7,2,1,23,NA,"slight-medium","slight-medium","25 mm > x > 2.5 mm",2,0,1,3,"Diego",NA,NA,NA,2773014.557,1186021.291,1381.343,"P1",0,0.388816108840459
"218","P1",1,2,13:20:00,2.4,81,4,48,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",4,0,1,2,"Diego",NA,NA,NA,2773012.586,1186021.08,1380.992,"P1",3,0.581394346434327
"219","P1",1,3,13:15:00,3.6,63,5,44,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",4,0,1,1,"Diego",NA,NA,NA,2773011.689,1186020.789,1381.154,"P1",2,0.548793140368639
"220","P1",2,1,13:55:00,0.6,90,4,43,NA,"slight-medium","slight-medium","> 250 mm",4,0,1,6,"Diego",NA,NA,NA,2773017.035,1186011.474,1381.372,"P1",1,0.548344150727685
"221","P1",2,2,13:50:00,1.75,65,5,43,NA,"slight-medium","slight-medium","> 250 mm",4,0,1,5,"Diego",NA,NA,NA,2773016.202,1186011.035,1381.3,"P1",2,0.586965039633837
"222","P1",2,3,13:40:00,2.3,45,5,45,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",4,0,1,4,"Diego",NA,NA,NA,2773015.04,1186010.438,1381.443,"P1",0,0.41511482539152
"223","P1",3,1,14:25:00,0.5,25,5,18,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",3,0,1,9,"Diego",NA,NA,NA,2773022.819,1185998.212,1382.19,"P1",2,0.578044617849175
"224","P1",3,2,14:15:00,1.95,20,3,35,NA,"slight-medium","slight-medium","> 250 mm",4,2,1,8,"Diego",NA,NA,NA,2773021.465,1185998.007,1381.944,"P1",3,0.581633850363648
"225","P1",3,3,14:10:00,3.7,35,5,23,NA,"slight-medium","slight-medium","> 250 mm",4,2,1,7,"Diego",NA,NA,NA,2773019.962,1185997.167,1381.984,"P1",0,0
"226","P1",4,1,14:50:00,0.85,21,3,15,NA,"none","none","25 mm > x > 2.5 mm",2,0,1,12,"Diego",NA,NA,NA,2773034.839,1185982.543,1382.814,"P1",1,0.444145544900519
"227","P1",4,2,14:40:00,3.2,48,5,30,NA,"slight-medium","slight-medium","> 250 mm",4,2,1,11,"Diego",NA,NA,NA,2773034.254,1185980.078,1382.665,"P1",3,0.578366753674499
"228","P1",4,3,14:30:00,5.9,65,5,40,NA,"slight-medium","slight-medium","> 250 mm",4,2,1,10,"Diego",NA,NA,NA,2773032.65,1185978.414,1382.56,"P1",0,0
"229","GL1",1,1,11:35:00,0.8,22,3,37,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,NA,"Olivier",102.7,103.4,103.6,2735248.432,1180524.176,707.537,"GL1",1,0.38403608149997
"230","GL1",1,2,11:25:00,2.9,115,4,42,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,NA,"Olivier",102.7,103.4,103.6,2735246.433,1180523.339,707.505,"GL1",1,0.338446191226488
"231","GL1",1,3,11:20:00,5.7,102,4,38,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,NA,"Olivier",102.7,103.4,103.6,2735243.729,1180522.417,707.595,"GL1",1,0.319129024910444
"232","GL1",2,1,11:50:00,0.6,73,5,41,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,NA,"Olivier",102.7,103.4,103.6,2735262.993,1180489.925,707.722,"GL1",1,0.316997776676184
"233","GL1",2,2,11:45:00,2.5,90,4,38,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,NA,"Olivier",102.7,103.4,103.6,2735260.913,1180489.709,707.699,"GL1",1,0.354724522296304
"234","GL1",2,3,11:40:00,5,131,4,43,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,NA,"Olivier",102.7,103.4,103.6,2735258.67,1180488.861,707.719,"GL1",1,0.324558017483188
"235","GL1",3,1,12:20:00,0.7,35,5,16,NA,"slight-medium","slight-medium","> 250 mm",1,0,1,NA,"Olivier",102.7,103.4,103.6,2735319.698,1180423.025,708.968,"GL1",1,0.30737635586948
"236","GL1",3,2,12:10:00,2.9,220,2,38,NA,"slight-medium","slight-medium","> 250 mm",3,0,1,NA,"Olivier",102.7,103.4,103.6,2735317.244,1180421.737,708.714,"GL1",0,0.357121077638745
"237","GL1",3,3,12:05:00,4.6,172,2,37,NA,"slight-medium","slight-medium","> 250 mm",3,0,1,NA,"Olivier",102.7,103.4,103.6,2735316.334,1180419.489,708.713,"GL1",1,0.448014039640863
"238","GL1",4,1,12:45:00,0.4,64,5,43,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,NA,"Olivier",102.7,103.4,103.6,2735341.645,1180406.044,709.027,"GL1",1,0.347847344915234
"239","GL1",4,2,12:35:00,2.3,118,4,40,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,NA,"Olivier",102.7,103.4,103.6,2735336.819,1180407.799,708.948,"GL1",1,0.340891943007425
"240","GL1",4,3,12:30:00,5.55,108,4,31,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,NA,"Olivier",102.7,103.4,103.6,2735334.931,1180405.092,709.107,"GL1",1,0.350394752185878
"241","GL2",1,1,14:20:00,1.5,32,5,22,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,3,"Olivier",102,102,102,2735745.309,1179055.153,737.32,"GL2",0,0.252693393093647
"242","GL2",1,2,14:15:00,3.9,74,5,34,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,2,"Olivier",102,102,102,2735746.741,1179056.386,737.068,"GL2",1,0.299418123122613
"243","GL2",1,3,14:10:00,7.2,125,4,52,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,1,"Olivier",102,102,102,2735749.743,1179057.946,736.973,"GL2",1,0.342935426031329
"244","GL2",2,1,14:35:00,0.75,1,1,11,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,6,"Olivier",102,102,102,2735754.012,1179045.269,737.329,"GL2",0,0.200349828420275
"245","GL2",2,2,14:30:00,3.4,22,3,23,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,2,5,"Olivier",102,102,102,2735755.207,1179047.492,737.227,"GL2",0,0.306157091203757
"246","GL2",2,3,14:25:00,6.65,97,4,66,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,4,"Olivier",102,102,102,2735757.467,1179049.76,736.766,"GL2",1,0.289926684802965
"247","GL2",3,1,14:55:00,0.5,44,5,16,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,2,9,"Olivier",102,102,102,2735773.042,1179011.872,738.126,"GL2",2,0.430045408668951
"248","GL2",3,2,14:50:00,2.4,91,4,23,NA,"slight-medium","slight-medium","> 250 mm",1,0,1,8,"Olivier",102,102,102,2735774.299,1179012.999,738.008,"GL2",1,0.390617944500027
"249","GL2",3,3,14:45:00,4.7,133,4,48,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,7,"Olivier",102,102,102,2735776.987,1179012.916,737.771,"GL2",1,0.336842957783759
"250","GL2",4,1,15:25:00,0.35,51,5,10,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,12,"Olivier",102,102,102,2735805.85,1178897.721,740.071,"GL2",1,0.328126994187878
"251","GL2",4,2,15:15:00,3,93,4,24,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",3,0,1,11,"Olivier",102,102,102,2735802.55,1178897.816,739.9,"GL2",2,0.418034552808621
"252","GL2",4,3,15:10:00,6.35,63,5,20,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,10,"Olivier",102,102,102,2735800.157,1178896.735,739.953,"GL2",1,0.278125585638043
"253","GL5",1,1,10:40:00,0.75,27,5,14,NA,"slight-medium","slight-medium","25 mm > x > 2.5 mm",1,0,1,3,"Diego",NA,NA,NA,2728888.154,1170387.293,1144.508,"GL5",0,0.37406715475584
"254","GL5",1,2,10:35:00,2.75,72,5,23,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,2,"Diego",NA,NA,NA,2728890.032,1170387.063,1144.441,"GL5",1,0.434252712351915
"255","GL5",1,3,10:25:00,5.2,63,5,32,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,1,"Diego",NA,NA,NA,2728892.753,1170387.007,1144.341,"GL5",0,0.427712689360746
"256","GL5",2,1,11:00:00,0.95,16,3,34,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,6,"Diego",NA,NA,NA,2728883.182,1170373.25,1144.454,"GL5",0,0.428010906354738
"257","GL5",2,2,10:55:00,2.1,48,5,69,NA,"strong","strong","250 mm > x > 25 mm",1,0,1,5,"Diego",NA,NA,NA,2728884.638,1170372.897,1144.412,"GL5",0,0.461571121570024
"258","GL5",2,3,10:45:00,4.25,63,5,43,NA,"medium-strong","strong","250 mm > x > 25 mm",1,0,1,4,"Diego",NA,NA,NA,2728885.663,1170371.933,1148.079,"GL5",0,0.355247876265143
"259","GL5",3,1,11:35:00,0.9,52,5,28,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",3,0,1,9,"Diego",NA,NA,NA,2728759.408,1170328.68,1149.014,"GL5",1,0.492768703843813
"260","GL5",3,2,11:25:00,2.95,158,2,35,NA,"slight-medium","slight-medium","250 mm > x > 25 mm",3,0,1,8,"Diego",NA,NA,NA,2728760.321,1170326.768,1148.801,"GL5",1,0.52103031725313
"261","GL5",3,3,11:15:00,4.05,130,4,52,NA,"slight-medium","slight-medium","> 250 mm",3,0,1,7,"Diego",NA,NA,NA,2728761.36,1170326.232,1148.827,"GL5",0,0.401021436120864
"262","GL5",4,1,11:55:00,1.1,16,3,16,NA,"slight-medium","slight-medium","< 2.5 mm",1,0,1,12,"Diego",NA,NA,NA,2728750.883,1170303.562,1149.435,"GL5",0,0.361274573309023
"263","GL5",4,2,11:50:00,3.05,69,5,50,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Diego",NA,NA,NA,2728752.901,1170303.499,1149.28,"GL5",0,0.381099733256019
"264","GL5",4,3,11:45:00,4.3,69,5,50,NA,"none-light","none","> 250 mm",1,0,1,10,"Diego",NA,NA,NA,2728753.806,1170304.289,1149.151,"GL5",1,0.468173547922857
