"z","froude","Reach_Untersuchungsstelle","shear_stress","stream_power","velocity","alg_cover","wd_m","clog_3_class_int","dist_w","clog_6_class_int","sub_type_int","cat_velocity","moos_cover","cpom_cover"
0.109388445958192,0.109257658036883,0.100873480151872,0.0984101111847975,0.0981566570326786,0.0817010667407899,0.0755621268990928,0.0676336774982129,0.0659166967302512,0.0637064160042291,0.0604946875778419,0.0332212082604516,0.0303747020366447,0.00549424348711451,-0.000191177599050631
0.162127765482807,0.137663803891397,0.13032386201861,0.119391668045666,0.116373896114199,0.0969112950817507,0.0554067259385121,0.0484130465942407,0.0426427042672485,0.0359917086707634,0.0282695372874982,0.0196879197645606,0.00458582187095874,0.0019513413791285,0.00025890359265985
0.182554706778725,0.123252037219235,0.11624307030541,0.111588957680024,0.0930605734279616,0.0813879345909836,0.0675494900302755,0.0552227546175209,0.0514926134908634,0.0442046083718964,0.0417161091251817,0.0210801433790952,0.00490835002115955,0.0032150760052263,0.0025235749564422
0.125699979648115,0.109427367781628,0.101080022316668,0.0988422089490645,0.0955469533055529,0.090567905567191,0.0817738786529632,0.073562729887227,0.0660955397587451,0.0604858091368668,0.0596541213411308,0.0209497017295515,0.0141496036671609,0.00334496588579679,-0.00118078762766065
