"Feature","Gain","Cover","Frequency","model","index"
"velocity",1,1,1,"model w/o coordinates","k_index"
"velocity",1,1,1,"model w/o coordinates","shannon"
"velocity",1,1,1,"model w/o coordinates","abundance"
"velocity",1,1,1,"model w/o coordinates","rel_abundance"
