"x","y","k_index","study_area","ID"
2735038.438,1129614.000875,0.603200972080231,"M1_pers",1
2735038.938,1129614.000875,0.592636227607727,"M1_pers",2
2735037.938,1129613.500875,0.601880013942719,"M1_pers",3
2735038.438,1129613.500875,0.602265954017639,"M1_pers",4
2735038.938,1129613.500875,0.602360725402832,"M1_pers",5
2735039.438,1129613.500875,0.591491401195526,"M1_pers",6
2735039.938,1129613.500875,0.590485095977783,"M1_pers",7
2735038.438,1129613.000875,0.604971051216125,"M1_pers",8
2735038.938,1129613.000875,0.602360725402832,"M1_pers",9
2735039.438,1129613.000875,0.591491401195526,"M1_pers",10
2735039.938,1129613.000875,0.591418325901031,"M1_pers",11
2735040.438,1129613.000875,0.592851936817169,"M1_pers",12
2735040.938,1129613.000875,0.591737329959869,"M1_pers",13
2735037.938,1129612.500875,0.601880013942719,"M1_pers",14
2735038.438,1129612.500875,0.594903767108917,"M1_pers",15
2735038.938,1129612.500875,0.604625582695007,"M1_pers",16
2735039.438,1129612.500875,0.602954745292664,"M1_pers",17
2735039.938,1129612.500875,0.592851936817169,"M1_pers",18
2735040.438,1129612.500875,0.594436049461365,"M1_pers",19
2735040.938,1129612.500875,0.591737329959869,"M1_pers",20
2735041.438,1129612.500875,0.591737329959869,"M1_pers",21
2735041.938,1129612.500875,0.593198239803314,"M1_pers",22
2735038.938,1129612.000875,0.590723633766174,"M1_pers",23
2735039.438,1129612.000875,0.592636227607727,"M1_pers",24
2735039.938,1129612.000875,0.592636227607727,"M1_pers",25
2735040.438,1129612.000875,0.591359198093414,"M1_pers",26
2735040.938,1129612.000875,0.589997172355652,"M1_pers",27
2735041.438,1129612.000875,0.590723633766174,"M1_pers",28
2735041.938,1129612.000875,0.593198239803314,"M1_pers",29
2735042.438,1129612.000875,0.590723633766174,"M1_pers",30
2735042.938,1129612.000875,0.574626684188843,"M1_pers",31
2735038.438,1129611.500875,0.590723633766174,"M1_pers",32
2735038.938,1129611.500875,0.590723633766174,"M1_pers",33
2735039.438,1129611.500875,0.590485095977783,"M1_pers",34
2735039.938,1129611.500875,0.592524945735931,"M1_pers",35
2735040.438,1129611.500875,0.592524945735931,"M1_pers",36
2735040.938,1129611.500875,0.591418325901031,"M1_pers",37
2735041.438,1129611.500875,0.575542211532593,"M1_pers",38
2735041.938,1129611.500875,0.590723633766174,"M1_pers",39
2735042.438,1129611.500875,0.574626684188843,"M1_pers",40
2735042.938,1129611.500875,0.573895514011383,"M1_pers",41
2735043.438,1129611.500875,0.565209627151489,"M1_pers",42
2735043.938,1129611.500875,0.553037822246552,"M1_pers",43
2735038.938,1129611.000875,0.604625582695007,"M1_pers",44
2735039.438,1129611.000875,0.590485095977783,"M1_pers",45
2735039.938,1129611.000875,0.591359198093414,"M1_pers",46
2735040.438,1129611.000875,0.591491401195526,"M1_pers",47
2735040.938,1129611.000875,0.591418325901031,"M1_pers",48
2735041.438,1129611.000875,0.594436049461365,"M1_pers",49
2735041.938,1129611.000875,0.593198239803314,"M1_pers",50
2735042.438,1129611.000875,0.561291694641113,"M1_pers",51
2735042.938,1129611.000875,0.573895514011383,"M1_pers",52
2735043.438,1129611.000875,0.582830846309662,"M1_pers",53
2735043.938,1129611.000875,0.544922113418579,"M1_pers",54
2735044.438,1129611.000875,0.506156802177429,"M1_pers",55
2735044.938,1129611.000875,0.49348109960556,"M1_pers",56
2735038.938,1129610.500875,0.592524945735931,"M1_pers",57
2735039.438,1129610.500875,0.596790254116058,"M1_pers",58
2735039.938,1129610.500875,0.592214226722717,"M1_pers",59
2735040.438,1129610.500875,0.592524945735931,"M1_pers",60
2735040.938,1129610.500875,0.592524945735931,"M1_pers",61
2735041.438,1129610.500875,0.590485095977783,"M1_pers",62
2735041.938,1129610.500875,0.589997172355652,"M1_pers",63
2735042.438,1129610.500875,0.575542211532593,"M1_pers",64
2735042.938,1129610.500875,0.56224799156189,"M1_pers",65
2735043.438,1129610.500875,0.554835677146912,"M1_pers",66
2735043.938,1129610.500875,0.554835677146912,"M1_pers",67
2735044.438,1129610.500875,0.501167058944702,"M1_pers",68
2735044.938,1129610.500875,0.49348109960556,"M1_pers",69
2735045.438,1129610.500875,0.49348109960556,"M1_pers",70
2735045.938,1129610.500875,0.49348109960556,"M1_pers",71
2735039.438,1129610.000875,0.604297578334808,"M1_pers",72
2735039.938,1129610.000875,0.604625582695007,"M1_pers",73
2735040.438,1129610.000875,0.604625582695007,"M1_pers",74
2735040.938,1129610.000875,0.603507578372955,"M1_pers",75
2735041.438,1129610.000875,0.592851936817169,"M1_pers",76
2735041.938,1129610.000875,0.591359198093414,"M1_pers",77
2735042.438,1129610.000875,0.575542211532593,"M1_pers",78
2735042.938,1129610.000875,0.56224799156189,"M1_pers",79
