"x","y","k_index","study_area","ID"
2776982.72,1198463.61,0.458353042602539,"L2_base",1
2776983.22,1198463.61,0.472022503614426,"L2_base",2
2776982.72,1198463.11,0.45906600356102,"L2_base",3
2776983.22,1198463.11,0.459036469459534,"L2_base",4
2776983.72,1198463.11,0.459036469459534,"L2_base",5
2776984.22,1198463.11,0.459030300378799,"L2_base",6
2776982.22,1198462.61,0.459468871355057,"L2_base",7
2776982.72,1198462.61,0.459468871355057,"L2_base",8
2776983.22,1198462.61,0.459036469459534,"L2_base",9
2776983.72,1198462.61,0.459977090358734,"L2_base",10
2776984.22,1198462.61,0.459977090358734,"L2_base",11
2776984.72,1198462.61,0.458353042602539,"L2_base",12
2776981.72,1198462.11,0.455239772796631,"L2_base",13
2776982.22,1198462.11,0.462037295103073,"L2_base",14
2776982.72,1198462.11,0.451066434383392,"L2_base",15
2776983.22,1198462.11,0.455489605665207,"L2_base",16
2776983.72,1198462.11,0.455489605665207,"L2_base",17
2776984.22,1198462.11,0.459977090358734,"L2_base",18
2776984.72,1198462.11,0.458353042602539,"L2_base",19
2776981.22,1198461.61,0.455239772796631,"L2_base",20
2776981.72,1198461.61,0.455239772796631,"L2_base",21
2776982.22,1198461.61,0.454238653182983,"L2_base",22
2776982.72,1198461.61,0.451066434383392,"L2_base",23
2776983.22,1198461.61,0.451066434383392,"L2_base",24
2776983.72,1198461.61,0.455489605665207,"L2_base",25
2776984.22,1198461.61,0.456363558769226,"L2_base",26
2776984.72,1198461.61,0.459012359380722,"L2_base",27
2776985.22,1198461.61,0.459012359380722,"L2_base",28
2776985.72,1198461.61,0.465557277202606,"L2_base",29
2776986.22,1198461.61,0.465557277202606,"L2_base",30
2776981.22,1198461.11,0.462076216936111,"L2_base",31
2776981.72,1198461.11,0.454238653182983,"L2_base",32
2776982.22,1198461.11,0.451722383499146,"L2_base",33
2776982.72,1198461.11,0.451156616210938,"L2_base",34
2776983.22,1198461.11,0.451156616210938,"L2_base",35
2776983.72,1198461.11,0.456363558769226,"L2_base",36
2776984.22,1198461.11,0.456363558769226,"L2_base",37
2776984.72,1198461.11,0.460078656673431,"L2_base",38
2776985.22,1198461.11,0.459012359380722,"L2_base",39
2776985.72,1198461.11,0.465557277202606,"L2_base",40
2776980.72,1198460.61,0.466221541166306,"L2_base",41
2776981.22,1198460.61,0.466221541166306,"L2_base",42
2776981.72,1198460.61,0.443436950445175,"L2_base",43
2776982.22,1198460.61,0.454349994659424,"L2_base",44
2776982.72,1198460.61,0.451156616210938,"L2_base",45
2776983.22,1198460.61,0.451156616210938,"L2_base",46
2776983.72,1198460.61,0.460358202457428,"L2_base",47
