"x","y","GL1_min","study_area","scenario","ID"
2735210.76298928,1180654.98103033,0.537343859672546,"GL1","min",41
2735211.26298928,1180654.98103033,0.537343859672546,"GL1","min",42
2735211.76298928,1180654.98103033,0.490469813346863,"GL1","min",43
2735212.26298928,1180654.98103033,0.458395302295685,"GL1","min",44
2735212.76298928,1180654.98103033,0.458395302295685,"GL1","min",45
2735213.26298928,1180654.98103033,0.46220600605011,"GL1","min",46
2735196.26298928,1180654.48103033,0.477183192968369,"GL1","min",47
2735196.76298928,1180654.48103033,0.509642243385315,"GL1","min",48
2735197.26298928,1180654.48103033,0.560836374759674,"GL1","min",49
2735197.76298928,1180654.48103033,0.541743397712708,"GL1","min",50
2735198.26298928,1180654.48103033,0.559436619281769,"GL1","min",51
2735198.76298928,1180654.48103033,0.557554006576538,"GL1","min",52
2735199.26298928,1180654.48103033,0.559436619281769,"GL1","min",53
2735199.76298928,1180654.48103033,0.558358073234558,"GL1","min",54
2735200.26298928,1180654.48103033,0.554241895675659,"GL1","min",55
2735200.76298928,1180654.48103033,0.555333018302917,"GL1","min",56
2735201.26298928,1180654.48103033,0.555333018302917,"GL1","min",57
2735201.76298928,1180654.48103033,0.556056082248688,"GL1","min",58
2735202.26298928,1180654.48103033,0.556056082248688,"GL1","min",59
2735202.76298928,1180654.48103033,0.479649066925049,"GL1","min",60
2735203.26298928,1180654.48103033,0.479649066925049,"GL1","min",61
2735203.76298928,1180654.48103033,0.477183192968369,"GL1","min",62
2735204.26298928,1180654.48103033,0.459241837263107,"GL1","min",63
2735204.76298928,1180654.48103033,0.459241837263107,"GL1","min",64
2735205.26298928,1180654.48103033,0.470559120178223,"GL1","min",65
2735206.26298928,1180654.48103033,0.455376118421555,"GL1","min",66
2735206.76298928,1180654.48103033,0.460387259721756,"GL1","min",67
2735207.26298928,1180654.48103033,0.471674412488937,"GL1","min",68
2735207.76298928,1180654.48103033,0.471674412488937,"GL1","min",69
2735208.26298928,1180654.48103033,0.55625593662262,"GL1","min",70
2735208.76298928,1180654.48103033,0.55625593662262,"GL1","min",71
2735209.26298928,1180654.48103033,0.556943953037262,"GL1","min",72
2735209.76298928,1180654.48103033,0.558601856231689,"GL1","min",73
2735210.26298928,1180654.48103033,0.516607105731964,"GL1","min",74
2735210.76298928,1180654.48103033,0.516607105731964,"GL1","min",75
2735211.26298928,1180654.48103033,0.490469813346863,"GL1","min",76
2735211.76298928,1180654.48103033,0.495330482721329,"GL1","min",77
2735212.26298928,1180654.48103033,0.470782876014709,"GL1","min",78
2735212.76298928,1180654.48103033,0.46220600605011,"GL1","min",79
2735196.26298928,1180653.98103033,0.471571505069733,"GL1","min",80
2735196.76298928,1180653.98103033,0.477103441953659,"GL1","min",81
2735197.26298928,1180653.98103033,0.560836374759674,"GL1","min",82
2735197.76298928,1180653.98103033,0.541743397712708,"GL1","min",83
2735198.26298928,1180653.98103033,0.538093030452728,"GL1","min",84
2735198.76298928,1180653.98103033,0.537605583667755,"GL1","min",85
2735199.26298928,1180653.98103033,0.527771711349487,"GL1","min",86
2735199.76298928,1180653.98103033,0.551450192928314,"GL1","min",87
2735200.26298928,1180653.98103033,0.561850428581238,"GL1","min",88
2735200.76298928,1180653.98103033,0.561850428581238,"GL1","min",89
2735201.26298928,1180653.98103033,0.554446995258331,"GL1","min",90
2735201.76298928,1180653.98103033,0.555998504161835,"GL1","min",91
2735202.26298928,1180653.98103033,0.558735132217407,"GL1","min",92
2735202.76298928,1180653.98103033,0.479649066925049,"GL1","min",93
2735203.26298928,1180653.98103033,0.51230800151825,"GL1","min",94
2735203.76298928,1180653.98103033,0.468725562095642,"GL1","min",95
2735204.26298928,1180653.98103033,0.458395302295685,"GL1","min",96
2735204.76298928,1180653.98103033,0.458395302295685,"GL1","min",97
2735205.26298928,1180653.98103033,0.470559120178223,"GL1","min",98
2735206.26298928,1180653.98103033,0.46220600605011,"GL1","min",99
2735206.76298928,1180653.98103033,0.460387259721756,"GL1","min",100
2735207.26298928,1180653.98103033,0.471160918474197,"GL1","min",101
2735207.76298928,1180653.98103033,0.4980129301548,"GL1","min",102
2735208.26298928,1180653.98103033,0.4980129301548,"GL1","min",103
2735208.76298928,1180653.98103033,0.560986757278442,"GL1","min",104
2735209.26298928,1180653.98103033,0.556943953037262,"GL1","min",105
2735209.76298928,1180653.98103033,0.558601856231689,"GL1","min",106
2735210.26298928,1180653.98103033,0.516960561275482,"GL1","min",107
2735210.76298928,1180653.98103033,0.510837256908417,"GL1","min",108
2735211.26298928,1180653.98103033,0.509665250778198,"GL1","min",109
2735211.76298928,1180653.98103033,0.507455825805664,"GL1","min",110
2735212.26298928,1180653.98103033,0.495135128498077,"GL1","min",111
2735212.76298928,1180653.98103033,0.460838079452515,"GL1","min",112
2735196.26298928,1180653.48103033,0.46352356672287,"GL1","min",113
2735196.76298928,1180653.48103033,0.477103441953659,"GL1","min",114
2735197.26298928,1180653.48103033,0.556920945644379,"GL1","min",115
2735197.76298928,1180653.48103033,0.560721933841705,"GL1","min",116
2735198.26298928,1180653.48103033,0.553028464317322,"GL1","min",117
2735198.76298928,1180653.48103033,0.553028464317322,"GL1","min",118
2735199.26298928,1180653.48103033,0.538093030452728,"GL1","min",119
2735199.76298928,1180653.48103033,0.538093030452728,"GL1","min",120
2735200.26298928,1180653.48103033,0.557554006576538,"GL1","min",121
2735200.76298928,1180653.48103033,0.557068824768066,"GL1","min",122
2735201.26298928,1180653.48103033,0.556056082248688,"GL1","min",123
2735201.76298928,1180653.48103033,0.556056082248688,"GL1","min",124
2735202.26298928,1180653.48103033,0.558735132217407,"GL1","min",125
2735202.76298928,1180653.48103033,0.558735132217407,"GL1","min",126
2735203.26298928,1180653.48103033,0.518648386001587,"GL1","min",127
2735203.76298928,1180653.48103033,0.471674412488937,"GL1","min",128
2735204.26298928,1180653.48103033,0.47107806801796,"GL1","min",129
2735204.76298928,1180653.48103033,0.458395302295685,"GL1","min",130
2735205.26298928,1180653.48103033,0.470559120178223,"GL1","min",131
2735206.26298928,1180653.48103033,0.460478574037552,"GL1","min",132
2735206.76298928,1180653.48103033,0.471524119377136,"GL1","min",133
2735207.26298928,1180653.48103033,0.468725562095642,"GL1","min",134
2735207.76298928,1180653.48103033,0.49357795715332,"GL1","min",135
2735208.26298928,1180653.48103033,0.49357795715332,"GL1","min",136
2735208.76298928,1180653.48103033,0.560728251934052,"GL1","min",137
2735209.26298928,1180653.48103033,0.561101198196411,"GL1","min",138
2735209.76298928,1180653.48103033,0.560242593288422,"GL1","min",139
2735210.26298928,1180653.48103033,0.561101198196411,"GL1","min",140
2735210.76298928,1180653.48103033,0.561101198196411,"GL1","min",141
2735211.26298928,1180653.48103033,0.509665250778198,"GL1","min",142
2735211.76298928,1180653.48103033,0.501403033733368,"GL1","min",143
2735212.26298928,1180653.48103033,0.495135128498077,"GL1","min",144
2735212.76298928,1180653.48103033,0.476192444562912,"GL1","min",145
2735196.26298928,1180652.98103033,0.47152915596962,"GL1","min",146
2735196.76298928,1180652.98103033,0.561101198196411,"GL1","min",147
2735197.26298928,1180652.98103033,0.561101198196411,"GL1","min",148
2735197.76298928,1180652.98103033,0.560721933841705,"GL1","min",149
2735198.26298928,1180652.98103033,0.537669897079468,"GL1","min",150
2735198.76298928,1180652.98103033,0.537669897079468,"GL1","min",151
2735199.26298928,1180652.98103033,0.538093030452728,"GL1","min",152
2735199.76298928,1180652.98103033,0.537605583667755,"GL1","min",153
2735200.26298928,1180652.98103033,0.53791069984436,"GL1","min",154
2735200.76298928,1180652.98103033,0.557554006576538,"GL1","min",155
2735201.26298928,1180652.98103033,0.556056082248688,"GL1","min",156
2735201.76298928,1180652.98103033,0.558735132217407,"GL1","min",157
2735202.26298928,1180652.98103033,0.558735132217407,"GL1","min",158
2735202.76298928,1180652.98103033,0.558735132217407,"GL1","min",159
2735203.26298928,1180652.98103033,0.558735132217407,"GL1","min",160
2735203.76298928,1180652.98103033,0.465026587247849,"GL1","min",161
2735204.26298928,1180652.98103033,0.471524119377136,"GL1","min",162
2735204.76298928,1180652.98103033,0.463086873292923,"GL1","min",163
2735205.26298928,1180652.98103033,0.470559120178223,"GL1","min",164
2735205.76298928,1180652.98103033,0.460388004779816,"GL1","min",165
2735206.26298928,1180652.98103033,0.460388004779816,"GL1","min",166
2735206.76298928,1180652.98103033,0.471571505069733,"GL1","min",167
2735207.26298928,1180652.98103033,0.471571505069733,"GL1","min",168
2735207.76298928,1180652.98103033,0.4980129301548,"GL1","min",169
2735208.26298928,1180652.98103033,0.520221889019012,"GL1","min",170
2735208.76298928,1180652.98103033,0.560728251934052,"GL1","min",171
2735209.26298928,1180652.98103033,0.561101198196411,"GL1","min",172
2735209.76298928,1180652.98103033,0.560242593288422,"GL1","min",173
2735210.26298928,1180652.98103033,0.536970973014832,"GL1","min",174
2735210.76298928,1180652.98103033,0.560728251934052,"GL1","min",175
2735211.26298928,1180652.98103033,0.520221889019012,"GL1","min",176
2735211.76298928,1180652.98103033,0.494816541671753,"GL1","min",177
2735212.26298928,1180652.98103033,0.469451487064362,"GL1","min",178
2735212.76298928,1180652.98103033,0.469226717948914,"GL1","min",179
2735196.26298928,1180652.48103033,0.470181554555893,"GL1","min",180
2735196.76298928,1180652.48103033,0.461237460374832,"GL1","min",181
2735197.26298928,1180652.48103033,0.510846674442291,"GL1","min",182
2735197.76298928,1180652.48103033,0.510846674442291,"GL1","min",183
2735198.26298928,1180652.48103033,0.509590029716492,"GL1","min",184
2735198.76298928,1180652.48103033,0.508162498474121,"GL1","min",185
2735199.26298928,1180652.48103033,0.498027473688126,"GL1","min",186
2735199.76298928,1180652.48103033,0.498027473688126,"GL1","min",187
2735200.26298928,1180652.48103033,0.528631508350372,"GL1","min",188
2735200.76298928,1180652.48103033,0.551450192928314,"GL1","min",189
2735201.26298928,1180652.48103033,0.558422088623047,"GL1","min",190
2735201.76298928,1180652.48103033,0.558735132217407,"GL1","min",191
2735202.26298928,1180652.48103033,0.558620750904083,"GL1","min",192
2735202.76298928,1180652.48103033,0.558735132217407,"GL1","min",193
2735203.26298928,1180652.48103033,0.534557700157166,"GL1","min",194
2735203.76298928,1180652.48103033,0.46352356672287,"GL1","min",195
2735204.26298928,1180652.48103033,0.463086873292923,"GL1","min",196
2735204.76298928,1180652.48103033,0.463086873292923,"GL1","min",197
2735205.26298928,1180652.48103033,0.470559120178223,"GL1","min",198
2735205.76298928,1180652.48103033,0.460885882377625,"GL1","min",199
2735206.26298928,1180652.48103033,0.460885882377625,"GL1","min",200
2735206.76298928,1180652.48103033,0.470909714698792,"GL1","min",201
2735207.26298928,1180652.48103033,0.470909714698792,"GL1","min",202
2735207.76298928,1180652.48103033,0.493929922580719,"GL1","min",203
2735208.26298928,1180652.48103033,0.560242593288422,"GL1","min",204
2735208.76298928,1180652.48103033,0.560242593288422,"GL1","min",205
2735209.26298928,1180652.48103033,0.560242593288422,"GL1","min",206
2735209.76298928,1180652.48103033,0.536208987236023,"GL1","min",207
2735210.26298928,1180652.48103033,0.536970973014832,"GL1","min",208
2735210.76298928,1180652.48103033,0.536208987236023,"GL1","min",209
2735211.26298928,1180652.48103033,0.520221889019012,"GL1","min",210
2735211.76298928,1180652.48103033,0.469451487064362,"GL1","min",211
2735212.26298928,1180652.48103033,0.500006318092346,"GL1","min",212
2735212.76298928,1180652.48103033,0.479649066925049,"GL1","min",213
2735196.26298928,1180651.98103033,0.470181554555893,"GL1","min",214
2735196.76298928,1180651.98103033,0.461237460374832,"GL1","min",215
2735197.26298928,1180651.98103033,0.461237460374832,"GL1","min",216
2735197.76298928,1180651.98103033,0.473497539758682,"GL1","min",217
2735198.26298928,1180651.98103033,0.509590029716492,"GL1","min",218
2735198.76298928,1180651.98103033,0.498179703950882,"GL1","min",219
2735199.26298928,1180651.98103033,0.493780583143234,"GL1","min",220
2735199.76298928,1180651.98103033,0.495341092348099,"GL1","min",221
2735200.26298928,1180651.98103033,0.497033178806305,"GL1","min",222
2735200.76298928,1180651.98103033,0.558157324790955,"GL1","min",223
2735201.26298928,1180651.98103033,0.557563543319702,"GL1","min",224
2735201.76298928,1180651.98103033,0.556056082248688,"GL1","min",225
2735202.26298928,1180651.98103033,0.558620750904083,"GL1","min",226
2735202.76298928,1180651.98103033,0.558620750904083,"GL1","min",227
2735203.26298928,1180651.98103033,0.558735132217407,"GL1","min",228
2735203.76298928,1180651.98103033,0.46352356672287,"GL1","min",229
2735204.26298928,1180651.98103033,0.472091436386108,"GL1","min",230
2735204.76298928,1180651.98103033,0.456906229257584,"GL1","min",231
2735205.26298928,1180651.98103033,0.456906229257584,"GL1","min",232
2735205.76298928,1180651.98103033,0.456906229257584,"GL1","min",233
2735206.26298928,1180651.98103033,0.458179265260696,"GL1","min",234
2735206.76298928,1180651.98103033,0.471491694450378,"GL1","min",235
2735207.26298928,1180651.98103033,0.473711222410202,"GL1","min",236
2735207.76298928,1180651.98103033,0.478643387556076,"GL1","min",237
2735208.26298928,1180651.98103033,0.504009366035461,"GL1","min",238
2735208.76298928,1180651.98103033,0.513881504535675,"GL1","min",239
2735209.26298928,1180651.98103033,0.504009366035461,"GL1","min",240
2735209.76298928,1180651.98103033,0.536208987236023,"GL1","min",241
2735210.26298928,1180651.98103033,0.520221889019012,"GL1","min",242
2735210.76298928,1180651.98103033,0.536208987236023,"GL1","min",243
2735211.26298928,1180651.98103033,0.520221889019012,"GL1","min",244
2735211.76298928,1180651.98103033,0.518590807914734,"GL1","min",245
2735212.26298928,1180651.98103033,0.518590807914734,"GL1","min",246
2735212.76298928,1180651.98103033,0.479649066925049,"GL1","min",247
2735213.26298928,1180651.98103033,0.479649066925049,"GL1","min",248
2735196.26298928,1180651.48103033,0.461061745882034,"GL1","min",249
2735196.76298928,1180651.48103033,0.461061745882034,"GL1","min",250
2735197.26298928,1180651.48103033,0.438638120889664,"GL1","min",251
2735197.76298928,1180651.48103033,0.434482336044312,"GL1","min",252
2735198.26298928,1180651.48103033,0.506602764129639,"GL1","min",253
2735198.76298928,1180651.48103033,0.498179703950882,"GL1","min",254
2735199.26298928,1180651.48103033,0.49953019618988,"GL1","min",255
2735199.76298928,1180651.48103033,0.499984860420227,"GL1","min",256
2735200.26298928,1180651.48103033,0.538093030452728,"GL1","min",257
2735200.76298928,1180651.48103033,0.538093030452728,"GL1","min",258
2735201.26298928,1180651.48103033,0.558422088623047,"GL1","min",259
2735201.76298928,1180651.48103033,0.556056082248688,"GL1","min",260
2735202.26298928,1180651.48103033,0.558735132217407,"GL1","min",261
2735202.76298928,1180651.48103033,0.558735132217407,"GL1","min",262
2735203.26298928,1180651.48103033,0.505882322788239,"GL1","min",263
2735203.76298928,1180651.48103033,0.470997363328934,"GL1","min",264
2735204.26298928,1180651.48103033,0.465026587247849,"GL1","min",265
2735204.76298928,1180651.48103033,0.461387008428574,"GL1","min",266
2735205.26298928,1180651.48103033,0.463086873292923,"GL1","min",267
2735205.76298928,1180651.48103033,0.467879623174667,"GL1","min",268
2735206.26298928,1180651.48103033,0.460387259721756,"GL1","min",269
2735206.76298928,1180651.48103033,0.471571505069733,"GL1","min",270
2735207.26298928,1180651.48103033,0.473711222410202,"GL1","min",271
2735207.76298928,1180651.48103033,0.468768954277039,"GL1","min",272
2735208.26298928,1180651.48103033,0.477101534605026,"GL1","min",273
2735208.76298928,1180651.48103033,0.471781015396118,"GL1","min",274
2735209.26298928,1180651.48103033,0.495330482721329,"GL1","min",275
2735209.76298928,1180651.48103033,0.491340130567551,"GL1","min",276
2735210.26298928,1180651.48103033,0.504009366035461,"GL1","min",277
2735210.76298928,1180651.48103033,0.515016376972198,"GL1","min",278
2735211.26298928,1180651.48103033,0.520221889019012,"GL1","min",279
2735211.76298928,1180651.48103033,0.512250423431396,"GL1","min",280
2735212.26298928,1180651.48103033,0.488745033740997,"GL1","min",281
2735212.76298928,1180651.48103033,0.474210351705551,"GL1","min",282
2735196.26298928,1180650.98103033,0.458477407693863,"GL1","min",283
2735196.76298928,1180650.98103033,0.458477407693863,"GL1","min",284
2735197.26298928,1180650.98103033,0.454871416091919,"GL1","min",285
2735197.76298928,1180650.98103033,0.440064668655396,"GL1","min",286
2735198.26298928,1180650.98103033,0.506616413593292,"GL1","min",287
2735198.76298928,1180650.98103033,0.500837445259094,"GL1","min",288
2735199.26298928,1180650.98103033,0.500837445259094,"GL1","min",289
2735199.76298928,1180650.98103033,0.537605583667755,"GL1","min",290
2735200.26298928,1180650.98103033,0.537605583667755,"GL1","min",291
2735200.76298928,1180650.98103033,0.538093030452728,"GL1","min",292
2735201.26298928,1180650.98103033,0.558471918106079,"GL1","min",293
2735201.76298928,1180650.98103033,0.556203484535217,"GL1","min",294
2735202.26298928,1180650.98103033,0.556203484535217,"GL1","min",295
2735202.76298928,1180650.98103033,0.511535167694092,"GL1","min",296
2735203.26298928,1180650.98103033,0.511535167694092,"GL1","min",297
2735203.76298928,1180650.98103033,0.470997363328934,"GL1","min",298
2735204.26298928,1180650.98103033,0.470997363328934,"GL1","min",299
2735204.76298928,1180650.98103033,0.461387008428574,"GL1","min",300
2735205.26298928,1180650.98103033,0.461387008428574,"GL1","min",301
2735205.76298928,1180650.98103033,0.472091436386108,"GL1","min",302
2735206.26298928,1180650.98103033,0.467879623174667,"GL1","min",303
2735206.76298928,1180650.98103033,0.469549208879471,"GL1","min",304
2735207.26298928,1180650.98103033,0.469549208879471,"GL1","min",305
2735207.76298928,1180650.98103033,0.470837146043777,"GL1","min",306
2735208.26298928,1180650.98103033,0.471781015396118,"GL1","min",307
2735208.76298928,1180650.98103033,0.471781015396118,"GL1","min",308
2735209.26298928,1180650.98103033,0.46978348493576,"GL1","min",309
2735209.76298928,1180650.98103033,0.470360934734344,"GL1","min",310
2735210.26298928,1180650.98103033,0.46978348493576,"GL1","min",311
2735210.76298928,1180650.98103033,0.48554652929306,"GL1","min",312
2735211.26298928,1180650.98103033,0.48554652929306,"GL1","min",313
2735211.76298928,1180650.98103033,0.4886454641819,"GL1","min",314
2735212.26298928,1180650.98103033,0.474210351705551,"GL1","min",315
2735212.76298928,1180650.98103033,0.474210351705551,"GL1","min",316
2735195.76298928,1180650.48103033,0.470559120178223,"GL1","min",317
2735196.76298928,1180650.48103033,0.461674004793167,"GL1","min",318
2735197.26298928,1180650.48103033,0.454871416091919,"GL1","min",319
2735197.76298928,1180650.48103033,0.436226308345795,"GL1","min",320
2735198.26298928,1180650.48103033,0.436226308345795,"GL1","min",321
2735198.76298928,1180650.48103033,0.508162498474121,"GL1","min",322
2735199.26298928,1180650.48103033,0.508162498474121,"GL1","min",323
2735199.76298928,1180650.48103033,0.528444766998291,"GL1","min",324
2735200.26298928,1180650.48103033,0.528444766998291,"GL1","min",325
2735200.76298928,1180650.48103033,0.503197968006134,"GL1","min",326
2735201.26298928,1180650.48103033,0.551842212677002,"GL1","min",327
2735201.76298928,1180650.48103033,0.560118675231934,"GL1","min",328
2735202.26298928,1180650.48103033,0.562536299228668,"GL1","min",329
2735202.76298928,1180650.48103033,0.465342402458191,"GL1","min",330
2735203.26298928,1180650.48103033,0.468854606151581,"GL1","min",331
2735203.76298928,1180650.48103033,0.471491694450378,"GL1","min",332
2735204.26298928,1180650.48103033,0.464542657136917,"GL1","min",333
2735204.76298928,1180650.48103033,0.458922654390335,"GL1","min",334
2735205.26298928,1180650.48103033,0.465026587247849,"GL1","min",335
2735205.76298928,1180650.48103033,0.465026587247849,"GL1","min",336
2735206.26298928,1180650.48103033,0.486458897590637,"GL1","min",337
2735206.76298928,1180650.48103033,0.50582480430603,"GL1","min",338
2735207.26298928,1180650.48103033,0.469549208879471,"GL1","min",339
2735207.76298928,1180650.48103033,0.47780042886734,"GL1","min",340
2735208.26298928,1180650.48103033,0.47780042886734,"GL1","min",341
2735208.76298928,1180650.48103033,0.471089452505112,"GL1","min",342
2735209.26298928,1180650.48103033,0.469476759433746,"GL1","min",343
2735209.76298928,1180650.48103033,0.470690339803696,"GL1","min",344
2735210.26298928,1180650.48103033,0.46978348493576,"GL1","min",345
2735210.76298928,1180650.48103033,0.470224797725677,"GL1","min",346
2735211.26298928,1180650.48103033,0.48554652929306,"GL1","min",347
2735211.76298928,1180650.48103033,0.474788278341293,"GL1","min",348
2735212.26298928,1180650.48103033,0.479319512844086,"GL1","min",349
2735197.26298928,1180649.98103033,0.460107237100601,"GL1","min",350
2735197.76298928,1180649.98103033,0.555998504161835,"GL1","min",351
2735198.26298928,1180649.98103033,0.558422088623047,"GL1","min",352
2735198.76298928,1180649.98103033,0.558422088623047,"GL1","min",353
2735199.26298928,1180649.98103033,0.538093030452728,"GL1","min",354
2735199.76298928,1180649.98103033,0.559857249259949,"GL1","min",355
2735200.26298928,1180649.98103033,0.527016043663025,"GL1","min",356
2735200.76298928,1180649.98103033,0.503197968006134,"GL1","min",357
2735201.26298928,1180649.98103033,0.497033178806305,"GL1","min",358
2735201.76298928,1180649.98103033,0.562536299228668,"GL1","min",359
2735202.26298928,1180649.98103033,0.559747040271759,"GL1","min",360
2735202.76298928,1180649.98103033,0.559747040271759,"GL1","min",361
2735203.26298928,1180649.98103033,0.464926779270172,"GL1","min",362
2735203.76298928,1180649.98103033,0.472531527280807,"GL1","min",363
2735204.26298928,1180649.98103033,0.46352356672287,"GL1","min",364
2735204.76298928,1180649.98103033,0.46220600605011,"GL1","min",365
2735205.26298928,1180649.98103033,0.46220600605011,"GL1","min",366
2735205.76298928,1180649.98103033,0.47139447927475,"GL1","min",367
2735206.26298928,1180649.98103033,0.474210351705551,"GL1","min",368
2735206.76298928,1180649.98103033,0.521356761455536,"GL1","min",369
2735207.26298928,1180649.98103033,0.521356761455536,"GL1","min",370
2735207.76298928,1180649.98103033,0.473541736602783,"GL1","min",371
2735208.26298928,1180649.98103033,0.497968852519989,"GL1","min",372
2735208.76298928,1180649.98103033,0.471089452505112,"GL1","min",373
2735209.26298928,1180649.98103033,0.469476759433746,"GL1","min",374
2735209.76298928,1180649.98103033,0.470690339803696,"GL1","min",375
2735210.26298928,1180649.98103033,0.469386368989944,"GL1","min",376
2735210.76298928,1180649.98103033,0.46858337521553,"GL1","min",377
2735211.26298928,1180649.98103033,0.476406067609787,"GL1","min",378
2735211.76298928,1180649.98103033,0.474788278341293,"GL1","min",379
2735212.26298928,1180649.98103033,0.479319512844086,"GL1","min",380
2735197.26298928,1180649.48103033,0.558735132217407,"GL1","min",381
2735197.76298928,1180649.48103033,0.556056082248688,"GL1","min",382
2735198.26298928,1180649.48103033,0.557563543319702,"GL1","min",383
2735198.76298928,1180649.48103033,0.556056082248688,"GL1","min",384
2735199.26298928,1180649.48103033,0.557563543319702,"GL1","min",385
2735199.76298928,1180649.48103033,0.559857249259949,"GL1","min",386
2735200.26298928,1180649.48103033,0.557554006576538,"GL1","min",387
2735200.76298928,1180649.48103033,0.537605583667755,"GL1","min",388
2735201.26298928,1180649.48103033,0.502297282218933,"GL1","min",389
2735201.76298928,1180649.48103033,0.50199955701828,"GL1","min",390
2735202.26298928,1180649.48103033,0.449910849332809,"GL1","min",391
2735202.76298928,1180649.48103033,0.412632822990417,"GL1","min",392
2735203.26298928,1180649.48103033,0.412632822990417,"GL1","min",393
2735203.76298928,1180649.48103033,0.472531527280807,"GL1","min",394
2735204.26298928,1180649.48103033,0.46352356672287,"GL1","min",395
2735204.76298928,1180649.48103033,0.467879623174667,"GL1","min",396
2735205.26298928,1180649.48103033,0.470967292785645,"GL1","min",397
2735205.76298928,1180649.48103033,0.470909714698792,"GL1","min",398
2735206.26298928,1180649.48103033,0.471466571092606,"GL1","min",399
2735206.76298928,1180649.48103033,0.494816541671753,"GL1","min",400
2735207.26298928,1180649.48103033,0.494816541671753,"GL1","min",401
2735207.76298928,1180649.48103033,0.497968852519989,"GL1","min",402
2735208.26298928,1180649.48103033,0.497968852519989,"GL1","min",403
2735208.76298928,1180649.48103033,0.494100242853165,"GL1","min",404
2735209.26298928,1180649.48103033,0.48248279094696,"GL1","min",405
2735209.76298928,1180649.48103033,0.48248279094696,"GL1","min",406
2735210.26298928,1180649.48103033,0.481767177581787,"GL1","min",407
2735210.76298928,1180649.48103033,0.481767177581787,"GL1","min",408
2735211.26298928,1180649.48103033,0.472599357366562,"GL1","min",409
2735211.76298928,1180649.48103033,0.472599357366562,"GL1","min",410
2735212.26298928,1180649.48103033,0.472571015357971,"GL1","min",411
2735197.26298928,1180648.98103033,0.558735132217407,"GL1","min",412
2735197.76298928,1180648.98103033,0.558735132217407,"GL1","min",413
2735198.26298928,1180648.98103033,0.557563543319702,"GL1","min",414
2735198.76298928,1180648.98103033,0.556056082248688,"GL1","min",415
2735199.26298928,1180648.98103033,0.558049201965332,"GL1","min",416
2735199.76298928,1180648.98103033,0.56073659658432,"GL1","min",417
2735200.26298928,1180648.98103033,0.557554006576538,"GL1","min",418
2735200.76298928,1180648.98103033,0.528444766998291,"GL1","min",419
2735201.26298928,1180648.98103033,0.528444766998291,"GL1","min",420
2735201.76298928,1180648.98103033,0.498473137617111,"GL1","min",421
2735202.26298928,1180648.98103033,0.454848885536194,"GL1","min",422
