"x","y","k_index","study_area","ID"
2776986.72,1198467.11,0.472918927669525,"L2_peak",1
2776987.22,1198467.11,0.472022503614426,"L2_peak",2
2776987.72,1198467.11,0.472022503614426,"L2_peak",3
2776988.22,1198467.11,0.472022503614426,"L2_peak",4
2776988.72,1198467.11,0.472022503614426,"L2_peak",5
2776989.22,1198467.11,0.472739458084106,"L2_peak",6
2776986.22,1198466.61,0.472918927669525,"L2_peak",7
2776986.72,1198466.61,0.472918927669525,"L2_peak",8
2776987.22,1198466.61,0.472918927669525,"L2_peak",9
2776987.72,1198466.61,0.472022503614426,"L2_peak",10
2776988.22,1198466.61,0.472022503614426,"L2_peak",11
2776988.72,1198466.61,0.47181299328804,"L2_peak",12
2776989.22,1198466.61,0.472739458084106,"L2_peak",13
2776986.22,1198466.11,0.472918927669525,"L2_peak",14
2776986.72,1198466.11,0.472918927669525,"L2_peak",15
2776987.22,1198466.11,0.472918927669525,"L2_peak",16
2776987.72,1198466.11,0.47181299328804,"L2_peak",17
2776988.22,1198466.11,0.47181299328804,"L2_peak",18
2776988.72,1198466.11,0.47181299328804,"L2_peak",19
2776989.22,1198466.11,0.472739458084106,"L2_peak",20
2776989.72,1198466.11,0.472739458084106,"L2_peak",21
2776985.72,1198465.61,0.459499448537827,"L2_peak",22
2776986.22,1198465.61,0.459499448537827,"L2_peak",23
2776986.72,1198465.61,0.459499448537827,"L2_peak",24
2776987.22,1198465.61,0.459499448537827,"L2_peak",25
2776987.72,1198465.61,0.462432414293289,"L2_peak",26
2776988.22,1198465.61,0.462432414293289,"L2_peak",27
2776988.72,1198465.61,0.47181299328804,"L2_peak",28
2776989.22,1198465.61,0.472739458084106,"L2_peak",29
2776989.72,1198465.61,0.472739458084106,"L2_peak",30
2776990.22,1198465.61,0.472739458084106,"L2_peak",31
2776985.22,1198465.11,0.46337816119194,"L2_peak",32
2776985.72,1198465.11,0.453540354967117,"L2_peak",33
2776986.22,1198465.11,0.453540354967117,"L2_peak",34
2776986.72,1198465.11,0.459499448537827,"L2_peak",35
2776987.22,1198465.11,0.462432414293289,"L2_peak",36
2776987.72,1198465.11,0.462432414293289,"L2_peak",37
2776988.22,1198465.11,0.462432414293289,"L2_peak",38
2776988.72,1198465.11,0.469120889902115,"L2_peak",39
2776989.22,1198465.11,0.458602100610733,"L2_peak",40
2776989.72,1198465.11,0.458602100610733,"L2_peak",41
2776990.22,1198465.11,0.472739458084106,"L2_peak",42
2776991.72,1198465.11,0.45867845416069,"L2_peak",43
2776992.22,1198465.11,0.45867845416069,"L2_peak",44
2776984.72,1198464.61,0.420350193977356,"L2_peak",45
2776985.22,1198464.61,0.422599285840988,"L2_peak",46
2776985.72,1198464.61,0.453540354967117,"L2_peak",47
2776986.22,1198464.61,0.453540354967117,"L2_peak",48
2776986.72,1198464.61,0.456416368484497,"L2_peak",49
2776987.22,1198464.61,0.469120889902115,"L2_peak",50
2776987.72,1198464.61,0.469120889902115,"L2_peak",51
2776988.22,1198464.61,0.469120889902115,"L2_peak",52
2776988.72,1198464.61,0.45161446928978,"L2_peak",53
2776989.22,1198464.61,0.45161446928978,"L2_peak",54
2776989.72,1198464.61,0.458602100610733,"L2_peak",55
2776990.22,1198464.61,0.458602100610733,"L2_peak",56
2776990.72,1198464.61,0.459032893180847,"L2_peak",57
2776991.22,1198464.61,0.45867845416069,"L2_peak",58
2776991.72,1198464.61,0.45867845416069,"L2_peak",59
2776992.22,1198464.61,0.45867845416069,"L2_peak",60
2776992.72,1198464.61,0.458806157112122,"L2_peak",61
2776983.22,1198464.11,0.427071452140808,"L2_peak",62
2776983.72,1198464.11,0.423681437969208,"L2_peak",63
2776984.22,1198464.11,0.429989337921143,"L2_peak",64
2776984.72,1198464.11,0.414158850908279,"L2_peak",65
2776985.22,1198464.11,0.4178426861763,"L2_peak",66
2776985.72,1198464.11,0.420527547597885,"L2_peak",67
2776986.22,1198464.11,0.456416368484497,"L2_peak",68
2776986.72,1198464.11,0.461328536272049,"L2_peak",69
2776987.22,1198464.11,0.469120889902115,"L2_peak",70
2776987.72,1198464.11,0.469120889902115,"L2_peak",71
2776988.22,1198464.11,0.469120889902115,"L2_peak",72
2776988.72,1198464.11,0.45161446928978,"L2_peak",73
2776989.22,1198464.11,0.45161446928978,"L2_peak",74
2776989.72,1198464.11,0.458602100610733,"L2_peak",75
2776990.22,1198464.11,0.458602100610733,"L2_peak",76
2776990.72,1198464.11,0.459032893180847,"L2_peak",77
2776991.22,1198464.11,0.45867845416069,"L2_peak",78
2776991.72,1198464.11,0.45867845416069,"L2_peak",79
2776992.22,1198464.11,0.458806157112122,"L2_peak",80
2776992.72,1198464.11,0.458806157112122,"L2_peak",81
2776982.72,1198463.61,0.424576282501221,"L2_peak",82
2776983.22,1198463.61,0.425700694322586,"L2_peak",83
2776983.72,1198463.61,0.426112085580826,"L2_peak",84
2776984.22,1198463.61,0.423560500144958,"L2_peak",85
2776984.72,1198463.61,0.421017676591873,"L2_peak",86
2776985.22,1198463.61,0.42731100320816,"L2_peak",87
2776985.72,1198463.61,0.420305192470551,"L2_peak",88
2776986.22,1198463.61,0.452199220657349,"L2_peak",89
2776986.72,1198463.61,0.461328536272049,"L2_peak",90
2776987.22,1198463.61,0.450983017683029,"L2_peak",91
2776987.72,1198463.61,0.469120889902115,"L2_peak",92
2776988.22,1198463.61,0.45161446928978,"L2_peak",93
2776988.72,1198463.61,0.45161446928978,"L2_peak",94
2776989.22,1198463.61,0.45161446928978,"L2_peak",95
2776989.72,1198463.61,0.45161446928978,"L2_peak",96
2776990.22,1198463.61,0.459032893180847,"L2_peak",97
2776990.72,1198463.61,0.459032893180847,"L2_peak",98
2776991.22,1198463.61,0.459032893180847,"L2_peak",99
2776991.72,1198463.61,0.45867845416069,"L2_peak",100
2776992.22,1198463.61,0.458806157112122,"L2_peak",101
2776992.72,1198463.61,0.458806157112122,"L2_peak",102
2776982.72,1198463.11,0.446717798709869,"L2_peak",103
2776983.22,1198463.11,0.44607949256897,"L2_peak",104
2776983.72,1198463.11,0.444272607564926,"L2_peak",105
2776984.22,1198463.11,0.421334475278854,"L2_peak",106
2776984.72,1198463.11,0.426621288061142,"L2_peak",107
2776985.22,1198463.11,0.426621288061142,"L2_peak",108
2776985.72,1198463.11,0.469381272792816,"L2_peak",109
2776986.22,1198463.11,0.428817898035049,"L2_peak",110
2776986.72,1198463.11,0.423379480838776,"L2_peak",111
2776987.22,1198463.11,0.424941390752792,"L2_peak",112
2776987.72,1198463.11,0.42568227648735,"L2_peak",113
2776988.22,1198463.11,0.460506200790405,"L2_peak",114
2776988.72,1198463.11,0.460506200790405,"L2_peak",115
2776989.22,1198463.11,0.460506200790405,"L2_peak",116
2776989.72,1198463.11,0.460506200790405,"L2_peak",117
2776990.22,1198463.11,0.459032893180847,"L2_peak",118
2776990.72,1198463.11,0.459032893180847,"L2_peak",119
2776991.22,1198463.11,0.459032893180847,"L2_peak",120
2776991.72,1198463.11,0.45867845416069,"L2_peak",121
2776992.22,1198463.11,0.458806157112122,"L2_peak",122
2776992.72,1198463.11,0.458806157112122,"L2_peak",123
2776993.22,1198463.11,0.458806157112122,"L2_peak",124
2776982.22,1198462.61,0.455164134502411,"L2_peak",125
2776982.72,1198462.61,0.455164134502411,"L2_peak",126
2776983.22,1198462.61,0.444272607564926,"L2_peak",127
2776983.72,1198462.61,0.446901738643646,"L2_peak",128
2776984.22,1198462.61,0.446901738643646,"L2_peak",129
2776984.72,1198462.61,0.422506332397461,"L2_peak",130
2776985.22,1198462.61,0.424595952033997,"L2_peak",131
2776985.72,1198462.61,0.425247848033905,"L2_peak",132
2776986.22,1198462.61,0.425980091094971,"L2_peak",133
2776986.72,1198462.61,0.426305115222931,"L2_peak",134
2776987.22,1198462.61,0.42568227648735,"L2_peak",135
2776987.72,1198462.61,0.42568227648735,"L2_peak",136
2776988.22,1198462.61,0.460506200790405,"L2_peak",137
2776988.72,1198462.61,0.460506200790405,"L2_peak",138
2776989.22,1198462.61,0.460506200790405,"L2_peak",139
2776989.72,1198462.61,0.452726125717163,"L2_peak",140
2776990.22,1198462.61,0.452519506216049,"L2_peak",141
2776990.72,1198462.61,0.459949910640717,"L2_peak",142
2776991.22,1198462.61,0.459032893180847,"L2_peak",143
2776991.72,1198462.61,0.45867845416069,"L2_peak",144
2776992.22,1198462.61,0.458806157112122,"L2_peak",145
2776992.72,1198462.61,0.458806157112122,"L2_peak",146
2776993.22,1198462.61,0.458806157112122,"L2_peak",147
2776995.22,1198462.61,0.459036469459534,"L2_peak",148
2776995.72,1198462.61,0.459036469459534,"L2_peak",149
2776996.22,1198462.61,0.465557277202606,"L2_peak",150
2776981.72,1198462.11,0.453988879919052,"L2_peak",151
2776982.22,1198462.11,0.455539673566818,"L2_peak",152
2776982.72,1198462.11,0.454180538654327,"L2_peak",153
2776983.22,1198462.11,0.448758870363235,"L2_peak",154
2776983.72,1198462.11,0.448758870363235,"L2_peak",155
2776984.22,1198462.11,0.446901738643646,"L2_peak",156
2776984.72,1198462.11,0.422506332397461,"L2_peak",157
2776985.22,1198462.11,0.424595952033997,"L2_peak",158
2776985.72,1198462.11,0.424597144126892,"L2_peak",159
2776986.22,1198462.11,0.427708327770233,"L2_peak",160
2776986.72,1198462.11,0.423074156045914,"L2_peak",161
2776987.22,1198462.11,0.423319935798645,"L2_peak",162
2776987.72,1198462.11,0.426840394735336,"L2_peak",163
2776988.22,1198462.11,0.424941390752792,"L2_peak",164
2776988.72,1198462.11,0.460506200790405,"L2_peak",165
2776989.22,1198462.11,0.452726125717163,"L2_peak",166
2776989.72,1198462.11,0.452726125717163,"L2_peak",167
2776990.22,1198462.11,0.452519506216049,"L2_peak",168
2776990.72,1198462.11,0.459949910640717,"L2_peak",169
2776991.22,1198462.11,0.457137256860733,"L2_peak",170
2776991.72,1198462.11,0.457628846168518,"L2_peak",171
2776992.22,1198462.11,0.450736999511719,"L2_peak",172
2776992.72,1198462.11,0.450736999511719,"L2_peak",173
2776993.22,1198462.11,0.450736999511719,"L2_peak",174
2776993.72,1198462.11,0.459036469459534,"L2_peak",175
2776994.22,1198462.11,0.459036469459534,"L2_peak",176
2776994.72,1198462.11,0.459036469459534,"L2_peak",177
2776995.22,1198462.11,0.459036469459534,"L2_peak",178
2776995.72,1198462.11,0.465557277202606,"L2_peak",179
2776996.22,1198462.11,0.465557277202606,"L2_peak",180
2776981.22,1198461.61,0.453988879919052,"L2_peak",181
2776981.72,1198461.61,0.453988879919052,"L2_peak",182
2776982.22,1198461.61,0.454024225473404,"L2_peak",183
2776982.72,1198461.61,0.454180538654327,"L2_peak",184
2776983.22,1198461.61,0.454180538654327,"L2_peak",185
2776983.72,1198461.61,0.448758870363235,"L2_peak",186
2776984.22,1198461.61,0.444457679986954,"L2_peak",187
