"x","y","GL1_pers","study_area","ID"
2735211.76298928,1180655.98103033,0.494675010442734,"GL1_pers",1
2735205.26298928,1180655.48103033,0.558358073234558,"GL1_pers",2
2735205.76298928,1180655.48103033,0.560352504253387,"GL1_pers",3
2735206.26298928,1180655.48103033,0.557554006576538,"GL1_pers",4
2735206.76298928,1180655.48103033,0.53791069984436,"GL1_pers",5
2735207.26298928,1180655.48103033,0.551450192928314,"GL1_pers",6
2735207.76298928,1180655.48103033,0.527016043663025,"GL1_pers",7
2735208.26298928,1180655.48103033,0.492205142974854,"GL1_pers",8
2735208.76298928,1180655.48103033,0.494679033756256,"GL1_pers",9
2735209.26298928,1180655.48103033,0.49457573890686,"GL1_pers",10
2735209.76298928,1180655.48103033,0.494598835706711,"GL1_pers",11
2735210.26298928,1180655.48103033,0.494763791561127,"GL1_pers",12
2735210.76298928,1180655.48103033,0.494763791561127,"GL1_pers",13
2735211.26298928,1180655.48103033,0.494675010442734,"GL1_pers",14
2735211.76298928,1180655.48103033,0.49457573890686,"GL1_pers",15
2735212.26298928,1180655.48103033,0.49457573890686,"GL1_pers",16
2735198.76298928,1180654.98103033,0.491488814353943,"GL1_pers",17
2735199.26298928,1180654.98103033,0.49457573890686,"GL1_pers",18
2735199.76298928,1180654.98103033,0.492961406707764,"GL1_pers",19
2735200.26298928,1180654.98103033,0.494401007890701,"GL1_pers",20
2735200.76298928,1180654.98103033,0.492961406707764,"GL1_pers",21
2735201.26298928,1180654.98103033,0.494763791561127,"GL1_pers",22
2735201.76298928,1180654.98103033,0.496390968561172,"GL1_pers",23
2735202.26298928,1180654.98103033,0.528444766998291,"GL1_pers",24
2735202.76298928,1180654.98103033,0.558471918106079,"GL1_pers",25
2735203.26298928,1180654.98103033,0.558157324790955,"GL1_pers",26
2735203.76298928,1180654.98103033,0.559857249259949,"GL1_pers",27
2735204.26298928,1180654.98103033,0.558157324790955,"GL1_pers",28
2735204.76298928,1180654.98103033,0.557554006576538,"GL1_pers",29
2735205.26298928,1180654.98103033,0.558471918106079,"GL1_pers",30
2735205.76298928,1180654.98103033,0.560352504253387,"GL1_pers",31
2735206.26298928,1180654.98103033,0.557554006576538,"GL1_pers",32
2735206.76298928,1180654.98103033,0.53791069984436,"GL1_pers",33
2735207.26298928,1180654.98103033,0.527016043663025,"GL1_pers",34
2735207.76298928,1180654.98103033,0.499971210956573,"GL1_pers",35
2735208.26298928,1180654.98103033,0.499971210956573,"GL1_pers",36
2735208.76298928,1180654.98103033,0.494415521621704,"GL1_pers",37
2735209.26298928,1180654.98103033,0.49457573890686,"GL1_pers",38
2735209.76298928,1180654.98103033,0.491488814353943,"GL1_pers",39
2735210.26298928,1180654.98103033,0.492961406707764,"GL1_pers",40
2735210.76298928,1180654.98103033,0.492961406707764,"GL1_pers",41
2735211.26298928,1180654.98103033,0.492961406707764,"GL1_pers",42
2735211.76298928,1180654.98103033,0.491488814353943,"GL1_pers",43
2735212.26298928,1180654.98103033,0.494763791561127,"GL1_pers",44
2735212.76298928,1180654.98103033,0.494763791561127,"GL1_pers",45
2735213.26298928,1180654.98103033,0.494763791561127,"GL1_pers",46
2735196.26298928,1180654.48103033,0.496390968561172,"GL1_pers",47
2735196.76298928,1180654.48103033,0.494763791561127,"GL1_pers",48
2735197.26298928,1180654.48103033,0.491488814353943,"GL1_pers",49
2735197.76298928,1180654.48103033,0.491488814353943,"GL1_pers",50
2735198.26298928,1180654.48103033,0.491488814353943,"GL1_pers",51
2735198.76298928,1180654.48103033,0.491488814353943,"GL1_pers",52
2735199.26298928,1180654.48103033,0.491488814353943,"GL1_pers",53
2735199.76298928,1180654.48103033,0.492961406707764,"GL1_pers",54
2735200.26298928,1180654.48103033,0.494401007890701,"GL1_pers",55
2735200.76298928,1180654.48103033,0.494598835706711,"GL1_pers",56
2735201.26298928,1180654.48103033,0.494598835706711,"GL1_pers",57
2735201.76298928,1180654.48103033,0.492205142974854,"GL1_pers",58
2735202.26298928,1180654.48103033,0.492205142974854,"GL1_pers",59
2735202.76298928,1180654.48103033,0.558358073234558,"GL1_pers",60
2735203.26298928,1180654.48103033,0.558358073234558,"GL1_pers",61
2735203.76298928,1180654.48103033,0.559436619281769,"GL1_pers",62
2735204.26298928,1180654.48103033,0.557554006576538,"GL1_pers",63
2735204.76298928,1180654.48103033,0.557554006576538,"GL1_pers",64
2735205.26298928,1180654.48103033,0.551842212677002,"GL1_pers",65
2735206.26298928,1180654.48103033,0.551450192928314,"GL1_pers",66
2735206.76298928,1180654.48103033,0.527016043663025,"GL1_pers",67
2735207.26298928,1180654.48103033,0.49953019618988,"GL1_pers",68
2735207.76298928,1180654.48103033,0.49953019618988,"GL1_pers",69
2735208.26298928,1180654.48103033,0.494760990142822,"GL1_pers",70
2735208.76298928,1180654.48103033,0.494760990142822,"GL1_pers",71
2735209.26298928,1180654.48103033,0.492961406707764,"GL1_pers",72
