SE3-new-1,,2593438.103,1192948.793,551.619
SE3-new-2,,2593430.906,1192942.477,551.833
SE3-new-3,,2593419.512,1192941.163,551.896
SE3-new-4,,2593459.257,1192920.619,551.640
SE3-new-5,,2593457.114,1192918.748,551.686
SE3-new-6,,2593455.692,1192916.222,551.961
SE3-new-7,,2593501.814,1192870.920,551.983
SE3-new-8,,2593498.188,1192870.334,552.144
SE3-new-9,,2593495.754,1192868.554,552.344
SE3-new-10,,2593523.038,1192818.953,552.787
SE3-new-11,,2593517.525,1192818.308,552.814
SE3-new-12,,2593513.082,1192817.350,552.867
