1,,2724220.552,1120103.389,237.213
2,,2724223.029,1120099.140,237.248
3,,2724226.173,1120092.836,237.470
4,,2724239.893,1120117.367,237.270
5,,2724242.675,1120111.849,237.281
6,,2724246.208,1120103.432,237.553
7,,2724262.863,1120129.571,237.292
8,,2724266.559,1120123.636,237.438
9,,2724271.197,1120116.325,237.601
10,l,2724296.812,1120139.032,237.423
11,l,2724299.362,1120133.875,237.405
12,l,2724301.635,1120128.501,237.623
