VR6-1,,2724030.937,1179671.366,775.288
VR6-2,,2724031.554,1179667.999,775.324
VR6-3,,2724032.757,1179666.371,775.621
VR6-4,,2724019.255,1179662.966,775.278
VR6-5,,2724020.474,1179662.020,775.311
VR6-6,,2724021.807,1179661.098,775.546
VR6-7,,2724013.766,1179641.575,776.211
VR6-8,,2724008.182,1179641.528,776.208
VR6-9,,2724005.212,1179642.673,776.286
VR6-10,,2723976.307,1179558.155,777.748
VR6-11,,2723967.743,1179559.955,777.867
VR6-12,,2723959.961,1179561.366,778.022
