"nse","r2","bias","rmse","mae","index","model","predictor","origin"
0.353150878153292,0.353939280370306,-8.21561690188962e-05,0.103232487814926,0.0741387577185741,"k_index","brt","velocity","training"
-0.0773206885865669,NA,-0.181615942610093,0.677920259009466,0.526315219013743,"shannon","brt","velocity","training"
-0.277299773925958,NA,361.450883506001,775.748510797361,647.114318847656,"abundance","brt","velocity","training"
-0.685900617184678,NA,0.144906151228017,0.227181106018136,0.199781311545035,"rel_abundance","brt","velocity","training"
0.610865919114202,0.835130569427896,-0.0164125301688841,0.0800690233942609,0.0613821733579045,"k_index","brt","wd","training"
0.910896818971549,0.929532017664295,-0.00282816554472633,0.19496323256551,0.129350668414408,"shannon","brt","wd","training"
0.555228317812759,0.737049670740298,-162.820253634798,457.765540845021,281.476988681849,"abundance","brt","wd","training"
0.610964828936827,0.739717509246933,0.0356204207373674,0.109131633957488,0.0855967251115245,"rel_abundance","brt","wd","training"
0.563544842191699,0.86782575957858,-0.0204327060249768,0.0847978248318197,0.0640728015966697,"k_index","brt","samp","training"
0.999787296795644,0.999806959741999,0.00016817605647002,0.00952561728900133,0.00271886511878117,"shannon","brt","samp","training"
0.400947143172435,0.859113837916573,-317.882585622262,531.259983805359,328.075887693875,"abundance","brt","samp","training"
0.999994754311958,0.99999494330279,1.68138617628783e-05,0.00040073516557874,0.000318460643121393,"rel_abundance","brt","samp","training"
0.999990441680785,0.999990866266371,-0.0429188063618402,0.00037416223068504,0.000277586440454671,"k_index","brt","all","training"
0.999999354237644,0.999999428739754,-0.229193338875779,0.000462188968204667,0.000324589850043005,"shannon","brt","all","training"
0.999999999999799,0.999999999999806,225.626805386511,0.000345335143668885,0.000245674222988339,"abundance","brt","all","training"
0.999995617761691,0.999996058186024,0.0575037750161319,0.000411364500118261,0.000292717801946425,"rel_abundance","brt","all","training"
0.213120704389078,0.887547774212632,-0.0869819176469017,0.107355238243378,0.0867937440226156,"k_index","brt","var","training"
0.99999958683703,0.999999606624743,-0.229203652665592,0.000369695281963789,0.000260987912278316,"shannon","brt","var","training"
0.999999999999768,0.999999999999782,225.626814372038,0.000371277817971456,0.000266533516855233,"abundance","brt","var","training"
0.520856064461838,0.94101135753496,0.284816031249178,0.136022831984876,0.121185599835383,"rel_abundance","brt","var","training"
