"nse","r2","bias","rmse","mae","index","model","predictor","origin"
-0.0614827918671956,0.0058116663428512,0.0239627202771666,0.124519460809012,0.101605329437364,"k_index","rf","v","measured"
-0.171603880654555,0.000196664269438086,0.124541125095622,0.563171710712977,0.446305046934585,"shannon","rf","v","measured"
-0.0158925596962487,0.0226006122599484,-15.6613853911136,714.714461780682,491.475795535714,"abundance","rf","v","measured"
-0.0162688729847997,0.0231588683095074,-0.00244315968857726,0.182219430070456,0.125320854318466,"rel_abundance","rf","v","measured"
-0.164349428913082,0.00460093199414944,0.0248867198786402,0.13041346070456,0.11033098742243,"k_index","rf","v + wd","measured"
-0.229293635098242,0.00729030684805111,0.119295272559837,0.576870388858573,0.45320173731127,"shannon","rf","v + wd","measured"
-0.110589015240636,0.00535962659353571,24.3692215277778,747.28345473424,532.633749305556,"abundance","rf","v + wd","measured"
-0.105354870472855,0.00572036933793137,0.00591133691159061,0.190038343692202,0.136191117303571,"rel_abundance","rf","v + wd","measured"
0.204752592813832,0.35411284293079,0.0247541440429822,0.10777843755014,0.0896175077682147,"k_index","rf","samp","measured"
-0.237619492851258,0.0520052010089868,0.152423021864004,0.578820629065391,0.449844558320743,"shannon","rf","samp","measured"
0.183682474715465,0.199235358851804,-18.6580075665012,640.67568251616,423.72389461054,"abundance","rf","samp","measured"
0.208201616987809,0.211583701189134,-0.00588214889850295,0.160841337979627,0.104862273761209,"rel_abundance","rf","samp","measured"
0.400605208664485,0.42593517441905,0.0136367947772708,0.0819365201077902,0.0701458972162994,"k_index","rf","all","measured"
0.182437886477902,0.215135154287775,0.054562591055996,0.402189146527322,0.31143853651139,"shannon","rf","all","measured"
0.214223000051039,0.215322616188521,-9.99888854264945,556.962105436275,409.190627920289,"abundance","rf","all","measured"
0.213104940693076,0.214070025939313,-0.00389151995740391,0.14207448565343,0.104201282271671,"rel_abundance","rf","all","measured"
0.399474842356278,0.419412903084707,0.0114474993422539,0.0820137435490424,0.0696804025420964,"k_index","rf","var","measured"
0.174758320465601,0.229880410755365,0.09763438710006,0.404073663206525,0.312721433486921,"shannon","rf","var","measured"
0.15235244394468,0.161574849282882,-60.3351723378482,578.473739514799,403.057789840765,"abundance","rf","var","measured"
0.177781386362398,0.17952400287307,-0.00167962118537954,0.145228327309015,0.104176280767531,"rel_abundance","rf","var","measured"
