th1_1,,2728345.096,1235428.392,639.852
th1_2,,2728347.229,1235429.058,640.016
th1_3,,2728349.102,1235430.698,640.279
th1_4,,2728376.846,1235388.473,640.004
th1_5,,2728376.898,1235389.343,640.194
th1_6,,2728377.393,1235390.712,640.450
th1_7,,2728408.985,1235362.289,640.462
th1_8,,2728407.369,1235364.171,640.561
th1_9,,2728405.699,1235366.800,640.662
th1_10,,2728419.381,1235361.560,640.556
th1_11,,2728415.330,1235368.705,640.728
th1_12,,2728410.633,1235376.047,640.910
