"reach","velocity","x","y","shannon","abundance","k_index","rel_abundance"
"GL1",0.64,2735341.645,1180406.044,1.90810529596907,465,0.429140935929435,0.118531735916391
"GL1",1.18,2735336.819,1180407.799,2.29561592859626,280,0.409644055962445,0.0713739485087943
"GL1",1.08,2735334.931,1180405.092,2.02075611024926,385,0.435466073356119,0.0981391791995922
"GL2",0.32,2735745.309,1179055.153,1.83406158266843,192,0.358844462882191,0.0489421361203161
"GL2",0.74,2735746.741,1179056.386,1.8491174056693,184,0.374044155832529,0.0469028804486362
"GL2",1.25,2735749.743,1179057.946,2.71408775021902,111,0.402610012250581,0.0282946724445577
"GL2",0.01,2735754.012,1179045.269,1.5859643944618,206,0.297225954962778,0.0525108335457558
"GL2",0.22,2735755.207,1179047.492,2.39025890516773,217,0.424821539618519,0.0553148100943156
"GL2",0.97,2735757.467,1179049.76,2.23616428075407,69,0.31274318332335,0.0175885801682386
"GL2",0.44,2735773.042,1179011.872,2.18404803429225,979,0.448446359460783,0.24955391282182
"GL2",0.91,2735774.299,1179012.999,2.13209791501354,764,0.472906440549453,0.194748916645424
"GL2",1.33,2735776.987,1179012.916,2.35346065617696,145,0.352658097799978,0.036961509049197
"GL2",0.51,2735805.85,1178897.721,1.57748144619652,566,0.368838943385624,0.144277338771348
"GL2",0.93,2735802.55,1178897.816,2.1522020531888,695,0.448598515462586,0.177160336477186
"GL2",0.63,2735800.157,1178896.735,1.57359734898985,318,0.308918749637908,0.0810604129492735
"GL5",0.27,2728888.154,1170387.293,3.29691238730684,130,0.475637720334527,0.0331379046647974
"GL5",0.72,2728890.032,1170387.063,3.28590514505205,126,0.537087800939347,0.0321182768289574
"GL5",0.63,2728892.753,1170387.007,3.54833424625605,109,0.537324652255292,0.0277848585266378
"GL5",0.16,2728883.182,1170373.25,3.36633791302211,162,0.549204129928246,0.0412949273515167
"GL5",0.48,2728884.638,1170372.897,3.70630221198085,112,0.597213967844614,0.0285495794035177
"GL5",0.63,2728885.663,1170371.933,3.1718741264152,50,0.444802100819024,0.012745347947999
"GL5",0.52,2728759.408,1170328.68,3.21190260794537,190,0.553433530254897,0.0484323222023961
"GL5",1.58,2728760.321,1170326.768,3.26381280887287,471,0.588492592387287,0.12006117767015
"GL5",1.3,2728761.36,1170326.232,2.54867142974396,581,0.504398966870277,0.148100943155748
"GL5",0.16,2728750.883,1170303.562,3.30783373739646,55,0.412167497207181,0.0140198827427989
"GL5",0.69,2728752.901,1170303.499,3.4739020672348,28,0.438095639590795,0.00713739485087943
"GL5",0.69,2728753.806,1170304.289,3.16594599653087,243,0.560431463576071,0.061942391027275
"SE2",0.38,2593850.705,1190565.933,2.49131863814006,333,0.465247365231357,0.0848840173336732
"SE2",0.99,2593847.625,1190567.317,2.62135778521447,163,0.402276751636776,0.0415498343104767
"SE2",1.02,2593843.894,1190567.701,2.69961677746584,143,0.455661340312104,0.0364516951312771
"SE2",0.27,2593841.635,1190520.588,2.1004650372074,1121,0.625302457415258,0.285750700994137
"SE2",0.72,2593839.389,1190521.154,2.357781083057,197,0.397858415341016,0.050216670915116
"SE2",1.27,2593836.966,1190521.493,2.58569753575489,109,0.388496360772445,0.0277848585266378
"SE2",0.34,2593853.866,1190468.077,1.90347594769208,1477,0.595011906651216,0.37649757838389
"SE2",0.96,2593849.455,1190459.648,2.67409865863274,857,0.626670793723145,0.218455263828703
"SE2",1.6,2593845.851,1190449.515,3.47872923995749,180,0.587276381138752,0.0458832526127963
"SE2",0.08,2593866.86,1190445.103,1.67827891061567,1324,0.493206140975658,0.337496813663013
"SE2",0.67,2593862.495,1190441.769,2.15927040015351,1120,0.552291385154891,0.285495794035177
"SE2",0.83,2593858.665,1190438.631,2.60765450839877,567,0.590303160542634,0.144532245730308
"SE3",0.23,2593419.512,1192941.163,2.22339651726701,548,0.522959916101974,0.139689013510069
"SE3",0.75,2593430.906,1192942.477,1.78596100430716,658,0.372378110114507,0.167728778995667
"SE3",1.15,2593438.103,1192948.793,3.13913840288203,462,0.661584421067821,0.117767015039511
"SE3",0.47,2593455.692,1192916.222,2.51178800804094,853,0.576189637943708,0.217435635992863
"SE3",0.93,2593457.114,1192918.748,2.25909113267598,206,0.41027223646442,0.0525108335457558
"SE3",1.25,2593459.257,1192920.619,2.37048248993066,105,0.352902351718395,0.0267652306907979
"SE3",0.44,2593495.754,1192868.554,2.19165631480011,1362,0.58943623645961,0.347183278103492
"SE3",1.24,2593498.188,1192870.334,3.23922625602124,465,0.687907809577723,0.118531735916391
"SE3",1.9,2593501.814,1192870.92,2.64824294749372,152,0.399462977295515,0.0387458577619169
"SE3",0.52,2593513.082,1192817.35,2.31477670266683,679,0.605209668465009,0.173081825133826
"SE3",0.42,2593517.525,1192818.308,2.45413669726547,1287,0.660323870619242,0.328065256181494
"SE3",0.72,2593523.038,1192818.953,2.32354326984466,523,0.442650593499029,0.133316339536069
"TH3",0.55,2723935.481,1248641.94,3.6228920609434,544,0.815273110943231,0.138669385674229
"TH3",0.72,2723935.274,1248640.253,3.86955569868316,460,0.768380619075975,0.117257201121591
"TH3",1.11,2723934.736,1248638.37,3.6696262852383,294,0.783799053649117,0.074942645934234
"TH3",0.02,2723957.039,1248641.044,2.36581546148875,639,0.603450083524443,0.162885546775427
"TH3",0.24,2723957.107,1248639.621,3.76565009298834,293,0.698568895690983,0.074687738975274
"TH3",1.26,2723955.193,1248636.637,3.39728645145083,381,0.717014854165669,0.0971195513637522
"TH3",0.6,2724015.401,1248641.172,2.06021777143125,924,0.573041534701186,0.235534030079021
"TH3",0.77,2724016.992,1248638.749,3.17800806283412,632,0.716887559515787,0.161101198062707
"TH3",1.55,2724023.199,1248636.945,3.19767539873945,524,0.672040869326523,0.133571246495029
"TH3",0.41,2724020.836,1248650.786,3.73138858318088,602,0.785783115388965,0.153453989293908
"TH3",0.83,2724023.707,1248646.714,0.867534916047372,2800,0.590144356862224,0.713739485087943
"TH3",1.66,2724030.473,1248642.325,0.985737694180643,820,0.393745576106725,0.209023706347183
"TH4",0.47,2723680.137,1251227.285,3.06178024167516,293,0.622264309144527,0.074687738975274
"TH4",0.86,2723678.595,1251230.192,3.28970902856491,347,0.635338180225066,0.0884527147591129
"TH4",1.38,2723679.53,1251233.764,2.28984793477539,118,0.391497435920639,0.0300790211572776
"TH4",0.05,2723714.396,1251218.53,3.73939503437609,178,0.664419718531269,0.0453734386948764
"TH4",0.36,2723714.528,1251220.822,3.11740651633625,141,0.530185514122141,0.0359418812133571
"TH4",0.97,2723714.807,1251224.231,2.8565070092788,183,0.5411524651938,0.0466479734896763
"TH4",0.77,2723758.413,1251202.765,2.1097781991074,639,0.530432188738932,0.162885546775427
"TH4",1.08,2723759.12,1251204.11,1.94742836774162,660,0.38964462460951,0.168238592913587
"TH4",1.83,2723762.152,1251206.974,2.83954211869184,293,0.547923268889923,0.074687738975274
"TH4",0.41,2723772.426,1251182.469,3.37491773719039,625,0.745615504850053,0.159316849349987
"TH4",1.16,2723774.21,1251188.505,2.60344462208699,646,0.577718624552916,0.164669895488147
"TH4",1.47,2723777.934,1251193.821,2.626451264192,378,0.55308318043141,0.0963548304868723
