"reach","z","x","y","velocity","wd_m","k_index","shannon","abundance","rel_abundance","ecomorph_class","biogeo_int","mean_diff_nitrogen","mean_diff_phosphor","nr_inhabitants","dom_ww_disch","geology_int"
"L1",612.127,2769032.368,1204797.63,0.55,0.43,0.373452424897713,2.66372752701666,57,0.0145296966607188,3,3,4.43,0.294043817,6704,29.1,2
"L1",612.027,2769032.741,1204795.186,0.7,0.48,0.352944322535919,2.39027289351184,49,0.012490440989039,3,3,4.43,0.294043817,6704,29.1,2
"L1",612.063,2769032.84,1204792.808,0.74,0.48,0.346268602968479,2.43381895487871,43,0.0109609992352791,3,3,4.43,0.294043817,6704,29.1,2
"LR",831.842,2779182.3,1198269.231,0.01,0.2,0.311109295919013,1.01778753089824,492,0.12541422380831,3,3,3.84,0.369476572,3616,15.69,2
"LR",831.552,2779181.994,1198271.096,0.44,0.56,0.347886517172836,0.698906472934483,1155,0.294417537598776,3,3,3.84,0.369476572,3616,15.69,2
"LR",831.399,2779182.708,1198273.396,0.55,0.58,0.439649075309,1.05657234845458,1649,0.420341575325006,3,3,3.84,0.369476572,3616,15.69,2
"LR",831.82,2779193.191,1198267.261,0.01,0.16,0.525235380719581,2.61595392432792,642,0.163650267652307,3,3,3.84,0.369476572,3616,15.69,2
"LR",831.444,2779193.201,1198269.117,0.35,0.58,0.431206814304522,2.25134655397311,134,0.0341575325006373,3,3,3.84,0.369476572,3616,15.69,2
"LR",831.121,2779193.912,1198271.505,0.4,1.03,0.488291650188561,2.66569643680063,196,0.049961763956156,3,3,3.84,0.369476572,3616,15.69,2
"LR",833.223,2779242.354,1198237.924,0.42,0.27,0.589238774294625,3.25073759263433,388,0.0989039000764721,3,3,3.84,0.369476572,3616,15.69,2
"LR",833.06,2779244.929,1198240.804,0.54,0.44,0.570423835327513,3.32935998256111,159,0.0405302064746368,3,3,3.84,0.369476572,3616,15.69,2
"LR",832.812,2779245.431,1198242.753,0.96,0.58,0.46795046932027,2.96596544819692,232,0.0591384144787153,3,3,3.84,0.369476572,3616,15.69,2
"LR",833.699,2779255.123,1198228.793,0.21,0.22,0.475709374566973,1.47115253574344,1651,0.420851389242926,3,3,3.84,0.369476572,3616,15.69,2
"LR",833.609,2779257.195,1198229.449,0.7,0.33,0.467890021729854,2.71827115647003,213,0.0542951822584757,3,3,3.84,0.369476572,3616,15.69,2
"LR",833.432,2779257.728,1198232.786,1.2,0.6,0.505302016776328,2.55142918049742,253,0.0644914606168748,3,3,3.84,0.369476572,3616,15.69,2
"L2",793.509,2777147.747,1198394.052,0.05,0.24,0.499929825640967,2.56297891623646,364,0.0927861330614326,2,3,4.03,0.347871958,6704,29.1,2
"L2",793.231,2777148.101,1198399.737,0.38,0.51,0.516815110563083,2.59917868656766,1126,0.287025235788937,2,3,4.03,0.347871958,6704,29.1,2
"L2",793.118,2777149.204,1198403.709,0.77,0.65,0.584391987985964,2.78548596017538,1143,0.291358654091257,2,3,4.03,0.347871958,6704,29.1,2
"L2",793.551,2777156.023,1198393.293,0.02,0.3,0.290160916221184,0.515015046310579,957,0.2439459597247,2,3,4.03,0.347871958,6704,29.1,2
"L2",793.156,2777154.81,1198396.691,0.3,0.71,0.460733101503313,2.81555020200051,387,0.0986489931175121,2,3,4.03,0.347871958,6704,29.1,2
"L2",793.028,2777154.859,1198399.161,0.5,0.72,0.553482736492316,2.88079639578515,801,0.204180474126944,2,3,4.03,0.347871958,6704,29.1,2
"L2",796.061,2777279.658,1198345.041,0.05,0.16,0.533532482680216,2.78401263987402,683,0.174101452969666,2,3,4.03,0.347871958,6704,29.1,2
"L2",795.86,2777281.145,1198348.68,0.36,0.38,0.521702231572275,2.43630102105565,849,0.216416008157023,2,3,4.03,0.347871958,6704,29.1,2
"L2",795.618,2777282.005,1198352.954,1.24,0.61,0.547926074117338,2.41752146308413,1167,0.297476421106296,2,3,4.03,0.347871958,6704,29.1,2
"L2",796.325,2777292.361,1198338.701,0.05,0.2,0.471752524768235,2.53589300269736,308,0.0785113433596737,2,3,4.03,0.347871958,6704,29.1,2
"L2",796.019,2777292.592,1198342.706,0.49,0.55,0.558465856137842,2.74809241033004,1178,0.300280397654856,2,3,4.03,0.347871958,6704,29.1,2
"L2",795.932,2777294.528,1198346.603,0.55,0.56,0.556608456337294,2.55599110457865,1487,0.37904664797349,2,3,4.03,0.347871958,6704,29.1,2
"PR",1398.551,2773062.092,1185658.309,0.17,0.12,0.599641012589805,2.95833632841405,855,0.217945449910783,1,3,3.76,0.218021248,2049,8.89,2
"PR",1398.577,2773060.541,1185658.536,0.55,0.21,0.713921679489704,3.59796494748836,1001,0.25516186591894,1,3,3.76,0.218021248,2049,8.89,2
"PR",1398.494,2773058.967,1185658.432,0.24,0.4,0.651002701376552,2.90325754181111,939,0.239357634463421,1,3,3.76,0.218021248,2049,8.89,2
"PR",1398.935,2773064.408,1185647.677,0.1,0.24,0.590715635065979,3.14671342299088,1077,0.274534794799898,1,3,3.76,0.218021248,2049,8.89,2
"PR",1398.75,2773063.811,1185647.147,0.3,0.33,0.508797227651214,3.15280062600589,142,0.0361967881723171,1,3,3.76,0.218021248,2049,8.89,2
"PR",1398.754,2773063.333,1185646.883,0.85,0.45,0.67694798072186,3.68496345956851,623,0.158807035432067,1,3,3.76,0.218021248,2049,8.89,2
"PR",1399.342,2773068.977,1185639.551,0.27,0.22,0.618755984269088,3.25970609190426,522,0.133061432577109,1,3,3.76,0.218021248,2049,8.89,2
"PR",1399.181,2773068.303,1185638.873,0.52,0.41,0.650399742445881,3.48264383469257,1114,0.283966352281417,1,3,3.76,0.218021248,2049,8.89,2
"PR",1399.476,2773066.053,1185638.238,0.35,0.21,0.704939079415292,3.57714147442479,1092,0.278358399184298,1,3,3.76,0.218021248,2049,8.89,2
"PR",1399.847,2773072.626,1185633.592,0.11,0.23,0.511389113438231,2.33197482525407,926,0.236043843996941,1,3,3.76,0.218021248,2049,8.89,2
"PR",1399.671,2773071.878,1185633.424,0.1,0.28,0.58920333169851,3.24362140799051,380,0.0968646444047923,1,3,3.76,0.218021248,2049,8.89,2
"PR",1399.656,2773071.054,1185632.662,0.55,0.37,0.611744490647708,3.05631277215846,484,0.12337496813663,1,3,3.76,0.218021248,2049,8.89,2
"P1",1381.343,2773014.557,1186021.291,0.02,0.23,0.480558653760074,2.44584307331181,328,0.0836094825388733,1,3,3.8,0.214625311,2049,8.89,2
"P1",1380.992,2773012.586,1186021.08,0.81,0.48,0.570586590713135,2.89023248932819,474,0.12082589854703,1,3,3.8,0.214625311,2049,8.89,2
"P1",1381.154,2773011.689,1186020.789,0.63,0.44,0.555913239546292,2.73439253802819,530,0.135100688248789,1,3,3.8,0.214625311,2049,8.89,2
"P1",1381.372,2773017.035,1186011.474,0.9,0.43,0.600397248782074,2.92559601073481,775,0.197552893193984,1,3,3.8,0.214625311,2049,8.89,2
"P1",1381.3,2773016.202,1186011.035,0.65,0.43,0.622246107448181,3.17645055906491,341,0.086923273005353,1,3,3.8,0.214625311,2049,8.89,2
"P1",1381.443,2773015.04,1186010.438,0.45,0.45,0.519079322261175,2.6082287896828,423,0.107825643640071,1,3,3.8,0.214625311,2049,8.89,2
"P1",1382.19,2773022.819,1185998.212,0.25,0.18,0.597185007870383,2.74972558655683,1544,0.393576344634209,1,3,3.8,0.214625311,2049,8.89,2
"P1",1381.944,2773021.465,1185998.007,0.2,0.35,0.55542441531278,3.00192650816162,497,0.12668875860311,1,3,3.8,0.214625311,2049,8.89,2
"P1",1381.984,2773019.962,1185997.167,0.35,0.23,0,0,0,0,1,3,3.8,0.214625311,2049,8.89,2
"P1",1382.814,2773034.839,1185982.543,0.21,0.15,0.474481335026459,2.38920282975356,815,0.207749171552383,1,3,3.8,0.214625311,2049,8.89,2
"P1",1382.665,2773034.254,1185980.078,0.48,0.3,0.58154199253378,3.03023797779965,701,0.178689778230946,1,3,3.8,0.214625311,2049,8.89,2
"P1",1382.56,2773032.65,1185978.414,0.65,0.4,0,0,0,0,1,3,3.8,0.214625311,2049,8.89,2
"VE2",578.606,2706475.59,1124763.591,0.01,0.4,0.690944284640446,3.19557577901851,1094,0.278868213102218,1,0,8.82,2.079254562,0,0,1
"VE2",578.276,2706478.467,1124767.604,0.33,0.77,0.649256571037324,3.51355098425417,241,0.0614325771093551,1,0,8.82,2.079254562,0,0,1
"VE2",578.359,2706482.494,1124771.38,0.05,0.76,0.609060140376045,3.40839042939722,474,0.12082589854703,1,0,8.82,2.079254562,0,0,1
"VE2",578.492,2706470.815,1124768.572,0.01,0.43,0.608036433908807,3.34208937240394,832,0.212082589854703,1,0,8.82,2.079254562,0,0,1
"VE2",578.429,2706473.433,1124770.855,0.83,0.5,0.628233286574411,3.73046740051027,288,0.0734132041804741,1,0,8.82,2.079254562,0,0,1
"VE2",578.529,2706476.427,1124775.465,0.47,0.52,0.452811528654673,3.18463653650052,122,0.0310986489931175,1,0,8.82,2.079254562,0,0,1
"VE2",579.174,2706444.68,1124781.323,1.47,0.31,0.777658192069345,3.98719163124797,659,0.167983685954627,1,0,8.82,2.079254562,0,0,1
"VE2",579.095,2706451.281,1124792.213,1.27,0.51,0.703076544078998,3.73033699761244,395,0.100688248789192,1,0,8.82,2.079254562,0,0,1
"VE2",579.071,2706454.428,1124791.781,1.16,0.48,0.751847276092658,4.04037016034855,257,0.0655110884527148,1,0,8.82,2.079254562,0,0,1
"VE2",579.285,2706427.354,1124800.031,0.19,0.46,0.591431574419909,3.54282624911799,334,0.0851389242926332,1,0,8.82,2.079254562,0,0,1
"VE2",579.413,2706430.894,1124806.018,0.63,0.39,0.726998182747162,3.52488676653892,606,0.154473617129748,1,0,8.82,2.079254562,0,0,1
"VE2",579.359,2706432.6,1124809.746,0.58,0.41,0.67879817516307,3.61086238987999,351,0.0894723425949528,1,0,8.82,2.079254562,0,0,1
"VE4",735.802,2704473.048,1128193.964,0.01,0.19,0.535758677015535,3.03624905657854,391,0.099668620953352,1,0,8.87,2.193729406,0,0,1
"VE4",735.589,2704471.079,1128192.933,0.02,0.33,0.649900903318779,3.23692940907572,867,0.221004333418302,1,0,8.87,2.193729406,0,0,1
"VE4",735.058,2704467.943,1128194.034,1.6,0.93,0.535217188867884,3.16161965583205,565,0.144022431812388,1,0,8.87,2.193729406,0,0,1
"VE4",738.079,2704494.389,1128287.084,0.13,0.17,0.622439121895299,2.93098683822456,1624,0.413968901351007,1,0,8.87,2.193729406,0,0,1
"VE4",737.745,2704497.004,1128288.073,0.74,0.51,0.667604812934064,3.78699378676537,342,0.087178179964313,1,0,8.87,2.193729406,0,0,1
"VE4",737.794,2704499.758,1128288.536,0.36,0.4,0.64908138403722,3.06439117996078,777,0.198062707111904,1,0,8.87,2.193729406,0,0,1
"VE4",738.627,2704486.856,1128325.553,0.16,0.26,0.594778148872699,3.68314051764596,617,0.157277593678307,1,0,8.87,2.193729406,0,0,1
"VE4",738.764,2704488.913,1128325.873,0.82,0.19,0.740831436278254,3.83149593528304,816,0.208004078511343,1,0,8.87,2.193729406,0,0,1
"VE4",738.572,2704494.241,1128326.153,1.36,0.31,0.807412759252242,3.69286936509399,1180,0.300790211572776,1,0,8.87,2.193729406,0,0,1
"VE4",739.509,2704481.542,1128359.567,0.13,0.28,0.696503273729444,3.15827468437083,1038,0.264593423400459,1,0,8.87,2.193729406,0,0,1
"VE4",739.397,2704485.172,1128360.619,0.24,0.44,0.693905474034911,3.79451829974855,231,0.0588835075197553,1,0,8.87,2.193729406,0,0,1
"VE4",739.294,2704488.348,1128360.917,0.36,0.51,0.683956638170141,3.8747944725756,345,0.087942900841193,1,0,8.87,2.193729406,0,0,1
"VR1",603.324,2746361.002,1186817.05,0.02,0.42,0.346543191062452,0.725193291262159,643,0.163905174611267,2,3,5.07,0.620899021,22336,96.94,2
"VR1",603.018,2746367.015,1186823.194,0.75,0.47,0.365208704733679,2.80576162422873,58,0.0147846036196788,2,3,5.07,0.620899021,22336,96.94,2
"VR1",602.887,2746372.339,1186832.675,0.8,0.92,0.336552953193962,2.49605474146551,41,0.0104511853173592,2,3,5.07,0.620899021,22336,96.94,2
"VR1",603.506,2746263.522,1186877.449,0.08,0.27,0.446489444026765,2.37260214608083,353,0.0899821565128728,2,3,5.07,0.620899021,22336,96.94,2
"VR1",603.187,2746264.819,1186882.138,0.63,0.6,0.401703156701416,2.62873813658077,119,0.0303339281162376,2,3,5.07,0.620899021,22336,96.94,2
"VR1",602.931,2746265.921,1186886.967,0.83,0.92,0.335715201841418,2.41163581627387,49,0.012490440989039,2,3,5.07,0.620899021,22336,96.94,2
"VR1",603.886,2746178.854,1186872.976,0.3,0.32,0.339769850868145,2.17428606150801,339,0.0864134590874331,2,3,5.07,0.620899021,22336,96.94,2
"VR1",603.601,2746178.552,1186875.078,0.66,0.51,0.395269822868739,2.75864067676696,76,0.0193729288809584,2,3,5.07,0.620899021,22336,96.94,2
"VR1",603.449,2746178.843,1186877.668,1.3,0.73,0.467668888905005,3.41391500989216,37,0.00943155748151924,2,3,5.07,0.620899021,22336,96.94,2
"VR1",604.384,2746128.403,1186858.052,0.36,0.16,0.463056277391339,3.05296932912409,347,0.0884527147591129,2,3,5.07,0.620899021,22336,96.94,2
"VR1",604.166,2746126.101,1186863.242,1.03,0.41,0.444497054749696,3.0812406828737,97,0.024725975019118,2,3,5.07,0.620899021,22336,96.94,2
"VR1",603.939,2746123.583,1186870.587,1.52,0.65,0.393622028878701,2.85124777692958,97,0.024725975019118,2,3,5.07,0.620899021,22336,96.94,2
"VR3",671.704,2737557.603,1183177.39,0.29,0.32,0.550358566458273,2.9362073711814,312,0.0795309711955136,1,3,5,0.676068382,19449,84.41,2
"VR3",671.435,2737558.256,1183181.451,0.68,0.7,0.336106628825152,2.82344899227323,13,0.00331379046647974,1,3,5,0.676068382,19449,84.41,2
"VR3",671.318,2737557.385,1183185.883,0.74,0.81,0.474160287134767,3.15969586480225,89,0.0226867193474382,1,3,5,0.676068382,19449,84.41,2
"VR3",671.989,2737514.831,1183175.05,0.05,0.23,0.496293069815456,2.53793877496211,677,0.172572011215906,1,3,5,0.676068382,19449,84.41,2
"VR3",671.824,2737514.786,1183177.351,0.45,0.35,0.406354710259512,2.25042059869804,638,0.162630639816467,1,3,5,0.676068382,19449,84.41,2
"VR3",671.592,2737514.604,1183181.216,0.7,0.64,0.35113222028161,2.50172481218799,36,0.00917665052255927,1,3,5,0.676068382,19449,84.41,2
"VR3",672.206,2737486.904,1183174.215,0.43,0.23,0.369385875811501,2.09187358957288,415,0.105786387968392,1,3,5,0.676068382,19449,84.41,2
"VR3",672.053,2737486.324,1183176.553,1.04,0.43,0.461804781341033,2.60382486671716,458,0.116747387203671,1,3,5,0.676068382,19449,84.41,2
"VR3",671.978,2737485.114,1183178.519,1.63,0.51,0.385186589885486,2.81558258310346,75,0.0191180219219985,1,3,5,0.676068382,19449,84.41,2
"VR3",672.424,2737473.074,1183169.819,0.35,0.31,0.474645246749964,2.56032896761528,528,0.134590874330869,1,3,5,0.676068382,19449,84.41,2
"VR3",672.047,2737471.948,1183173.671,0.98,0.63,0.427977252927534,2.70275747053556,196,0.049961763956156,1,3,5,0.676068382,19449,84.41,2
"VR3",671.898,2737470.146,1183176.519,1,0.83,0.362364709728021,2.9084657063207,30,0.00764720876879939,1,3,5,0.676068382,19449,84.41,2
"VR6",775.621,2724032.757,1179666.371,0.05,0.11,0.443409104298783,2.17859639682625,1180,0.300790211572776,3,3,4.93,0.905098377,5624,24.41,2
"VR6",775.324,2724031.554,1179667.999,0.3,0.92,0.39570961514505,1.97670124531783,840,0.214121845526383,3,3,4.93,0.905098377,5624,24.41,2
"VR6",775.288,2724030.937,1179671.366,1.05,0.35,0.64569895399837,2.94449860568628,1759,0.448381340810604,3,3,4.93,0.905098377,5624,24.41,2
"VR6",775.546,2724021.807,1179661.098,0.02,0.26,0.576532089446082,2.22961028143643,3397,0.865918939587051,3,3,4.93,0.905098377,5624,24.41,2
"VR6",775.311,2724020.474,1179662.02,0.26,0.45,0.35074842690927,2.1952132601237,326,0.0830996686209533,3,3,4.93,0.905098377,5624,24.41,2
"VR6",775.278,2724019.255,1179662.966,0.97,0.61,0.489470331145973,2.70516681299195,510,0.13000254906959,3,3,4.93,0.905098377,5624,24.41,2
"VR6",776.286,2724005.212,1179642.673,0.47,0.26,0.482266540372728,2.46116279650422,2059,0.524853428498598,3,3,4.93,0.905098377,5624,24.41,2
"VR6",776.208,2724008.182,1179641.528,0.63,0.37,0.430766018711564,2.17609321998707,869,0.221514147336222,3,3,4.93,0.905098377,5624,24.41,2
"VR6",776.211,2724013.766,1179641.575,0.97,0.41,0.551542639742756,2.61135540703507,1127,0.287280142747897,3,3,4.93,0.905098377,5624,24.41,2
"VR6",778.022,2723959.961,1179561.366,0.01,0.14,0.46806927452545,1.81095510045958,3396,0.865664032628091,3,3,4.93,0.905098377,5624,24.41,2
"VR6",777.867,2723967.743,1179559.955,0.31,0.32,0.412306510915688,1.85741086722277,2399,0.611521794544991,3,3,4.93,0.905098377,5624,24.41,2
"VR6",777.748,2723976.307,1179558.155,0.32,0.4,0.506005117684636,2.3334336227933,1476,0.37624267142493,3,3,4.93,0.905098377,5624,24.41,2
"GL1",707.537,2735248.432,1180524.176,0.22,0.37,0.481813322113616,2.18255993509189,406,0.103492225337752,2,3,4.43,0.398984998,2712,11.77,2
"GL1",707.505,2735246.433,1180523.339,1.15,0.42,0.354063612442105,2.37170337526314,147,0.037471322967117,2,3,4.43,0.398984998,2712,11.77,2
"GL1",707.595,2735243.729,1180522.417,1.02,0.38,0.362473018744792,2.12031425961262,266,0.0678052510833546,2,3,4.43,0.398984998,2712,11.77,2
"GL1",707.722,2735262.993,1180489.925,0.73,0.41,0.420222816544611,1.67043911427565,247,0.062962018863115,2,3,4.43,0.398984998,2712,11.77,2
"GL1",707.699,2735260.913,1180489.709,0.9,0.38,0.426169703689602,2.2869775717748,188,0.0479225082844762,2,3,4.43,0.398984998,2712,11.77,2
"GL1",707.719,2735258.67,1180488.861,1.31,0.43,0.37859416961071,2.21668065528369,235,0.0599031353555952,2,3,4.43,0.398984998,2712,11.77,2
"GL1",708.968,2735319.698,1180423.025,0.35,0.16,0.351243631927222,1.68594252199215,708,0.180474126943666,2,3,4.43,0.398984998,2712,11.77,2
"GL1",708.714,2735317.244,1180421.737,2.2,0.38,0.437816275885222,2.78273064919631,144,0.0367066020902371,2,3,4.43,0.398984998,2712,11.77,2
"GL1",708.713,2735316.334,1180419.489,1.72,0.37,0.496458457939454,2.59681172165129,512,0.13051236298751,2,3,4.43,0.398984998,2712,11.77,2
"GL1",709.027,2735341.645,1180406.044,0.64,0.43,0.429140935929435,1.90810529596907,465,0.118531735916391,2,3,4.43,0.398984998,2712,11.77,2
"GL1",708.948,2735336.819,1180407.799,1.18,0.4,0.409644055962445,2.29561592859626,280,0.0713739485087943,2,3,4.43,0.398984998,2712,11.77,2
"GL1",709.107,2735334.931,1180405.092,1.08,0.31,0.435466073356119,2.02075611024926,385,0.0981391791995922,2,3,4.43,0.398984998,2712,11.77,2
"GL2",737.32,2735745.309,1179055.153,0.32,0.22,0.358844462882191,1.83406158266843,192,0.0489421361203161,2,3,4.35,0.4049904,2712,11.77,2
"GL2",737.068,2735746.741,1179056.386,0.74,0.34,0.374044155832529,1.8491174056693,184,0.0469028804486362,2,3,4.35,0.4049904,2712,11.77,2
"GL2",736.973,2735749.743,1179057.946,1.25,0.52,0.402610012250581,2.71408775021902,111,0.0282946724445577,2,3,4.35,0.4049904,2712,11.77,2
"GL2",737.329,2735754.012,1179045.269,0.01,0.11,0.297225954962778,1.5859643944618,206,0.0525108335457558,2,3,4.35,0.4049904,2712,11.77,2
"GL2",737.227,2735755.207,1179047.492,0.22,0.23,0.424821539618519,2.39025890516773,217,0.0553148100943156,2,3,4.35,0.4049904,2712,11.77,2
"GL2",736.766,2735757.467,1179049.76,0.97,0.66,0.31274318332335,2.23616428075407,69,0.0175885801682386,2,3,4.35,0.4049904,2712,11.77,2
"GL2",738.126,2735773.042,1179011.872,0.44,0.16,0.448446359460783,2.18404803429225,979,0.24955391282182,2,3,4.35,0.4049904,2712,11.77,2
"GL2",738.008,2735774.299,1179012.999,0.91,0.23,0.472906440549453,2.13209791501354,764,0.194748916645424,2,3,4.35,0.4049904,2712,11.77,2
"GL2",737.771,2735776.987,1179012.916,1.33,0.48,0.352658097799978,2.35346065617696,145,0.036961509049197,2,3,4.35,0.4049904,2712,11.77,2
"GL2",740.071,2735805.85,1178897.721,0.51,0.1,0.368838943385624,1.57748144619652,566,0.144277338771348,2,3,4.35,0.4049904,2712,11.77,2
"GL2",739.9,2735802.55,1178897.816,0.93,0.24,0.448598515462586,2.1522020531888,695,0.177160336477186,2,3,4.35,0.4049904,2712,11.77,2
"GL2",739.953,2735800.157,1178896.735,0.63,0.2,0.308918749637908,1.57359734898985,318,0.0810604129492735,2,3,4.35,0.4049904,2712,11.77,2
"GL5",1144.508,2728888.154,1170387.293,0.27,0.14,0.475637720334527,3.29691238730684,130,0.0331379046647974,1,3,4.1,0.280770488,0,0,2
"GL5",1144.441,2728890.032,1170387.063,0.72,0.23,0.537087800939347,3.28590514505205,126,0.0321182768289574,1,3,4.1,0.280770488,0,0,2
"GL5",1144.341,2728892.753,1170387.007,0.63,0.32,0.537324652255292,3.54833424625605,109,0.0277848585266378,1,3,4.1,0.280770488,0,0,2
"GL5",1144.454,2728883.182,1170373.25,0.16,0.34,0.549204129928246,3.36633791302211,162,0.0412949273515167,1,3,4.1,0.280770488,0,0,2
"GL5",1144.412,2728884.638,1170372.897,0.48,0.69,0.597213967844614,3.70630221198085,112,0.0285495794035177,1,3,4.1,0.280770488,0,0,2
"GL5",1148.079,2728885.663,1170371.933,0.63,0.43,0.444802100819024,3.1718741264152,50,0.012745347947999,1,3,4.1,0.280770488,0,0,2
"GL5",1149.014,2728759.408,1170328.68,0.52,0.28,0.553433530254897,3.21190260794537,190,0.0484323222023961,1,3,4.1,0.280770488,0,0,2
"GL5",1148.801,2728760.321,1170326.768,1.58,0.35,0.588492592387287,3.26381280887287,471,0.12006117767015,1,3,4.1,0.280770488,0,0,2
"GL5",1148.827,2728761.36,1170326.232,1.3,0.52,0.504398966870277,2.54867142974396,581,0.148100943155748,1,3,4.1,0.280770488,0,0,2
"GL5",1149.435,2728750.883,1170303.562,0.16,0.16,0.412167497207181,3.30783373739646,55,0.0140198827427989,1,3,4.1,0.280770488,0,0,2
"GL5",1149.28,2728752.901,1170303.499,0.69,0.5,0.438095639590795,3.4739020672348,28,0.00713739485087943,1,3,4.1,0.280770488,0,0,2
"GL5",1149.151,2728753.806,1170304.289,0.69,0.5,0.560431463576071,3.16594599653087,243,0.061942391027275,1,3,4.1,0.280770488,0,0,2
"SE2",573.766,2593850.705,1190565.933,0.38,0.17,0.465247365231357,2.49131863814006,333,0.0848840173336732,1,1,12.55,0.701935904,4554,19.77,2
"SE2",573.301,2593847.625,1190567.317,0.99,0.71,0.402276751636776,2.62135778521447,163,0.0415498343104767,1,1,12.55,0.701935904,4554,19.77,2
"SE2",573.465,2593843.894,1190567.701,1.02,0.72,0.455661340312104,2.69961677746584,143,0.0364516951312771,1,1,12.55,0.701935904,4554,19.77,2
"SE2",573.857,2593841.635,1190520.588,0.27,0.2,0.625302457415258,2.1004650372074,1121,0.285750700994137,1,1,12.55,0.701935904,4554,19.77,2
"SE2",573.424,2593839.389,1190521.154,0.72,0.72,0.397858415341016,2.357781083057,197,0.050216670915116,1,1,12.55,0.701935904,4554,19.77,2
"SE2",572.928,2593836.966,1190521.493,1.27,0.77,0.388496360772445,2.58569753575489,109,0.0277848585266378,1,1,12.55,0.701935904,4554,19.77,2
"SE2",575,2593853.866,1190468.077,0.34,0.14,0.595011906651216,1.90347594769208,1477,0.37649757838389,1,1,12.55,0.701935904,4554,19.77,2
"SE2",574.946,2593849.455,1190459.648,0.96,0.21,0.626670793723145,2.67409865863274,857,0.218455263828703,1,1,12.55,0.701935904,4554,19.77,2
"SE2",574.847,2593845.851,1190449.515,1.6,0.39,0.587276381138752,3.47872923995749,180,0.0458832526127963,1,1,12.55,0.701935904,4554,19.77,2
"SE2",575.156,2593866.86,1190445.103,0.08,0.13,0.493206140975658,1.67827891061567,1324,0.337496813663013,1,1,12.55,0.701935904,4554,19.77,2
"SE2",575.023,2593862.495,1190441.769,0.67,0.27,0.552291385154891,2.15927040015351,1120,0.285495794035177,1,1,12.55,0.701935904,4554,19.77,2
"SE2",574.879,2593858.665,1190438.631,0.83,0.42,0.590303160542634,2.60765450839877,567,0.144532245730308,1,1,12.55,0.701935904,4554,19.77,2
"SE3",551.896,2593419.512,1192941.163,0.23,0.19,0.522959916101974,2.22339651726701,548,0.139689013510069,2,1,13.85,0.691964937,4554,19.77,2
"SE3",551.833,2593430.906,1192942.477,0.75,0.28,0.372378110114507,1.78596100430716,658,0.167728778995667,2,1,13.85,0.691964937,4554,19.77,2
"SE3",551.619,2593438.103,1192948.793,1.15,0.48,0.661584421067821,3.13913840288203,462,0.117767015039511,2,1,13.85,0.691964937,4554,19.77,2
"SE3",551.961,2593455.692,1192916.222,0.47,0.25,0.576189637943708,2.51178800804094,853,0.217435635992863,2,1,13.85,0.691964937,4554,19.77,2
"SE3",551.686,2593457.114,1192918.748,0.93,0.54,0.41027223646442,2.25909113267598,206,0.0525108335457558,2,1,13.85,0.691964937,4554,19.77,2
"SE3",551.64,2593459.257,1192920.619,1.25,0.61,0.352902351718395,2.37048248993066,105,0.0267652306907979,2,1,13.85,0.691964937,4554,19.77,2
"SE3",552.344,2593495.754,1192868.554,0.44,0.15,0.58943623645961,2.19165631480011,1362,0.347183278103492,2,1,13.85,0.691964937,4554,19.77,2
"SE3",552.144,2593498.188,1192870.334,1.24,0.41,0.687907809577723,3.23922625602124,465,0.118531735916391,2,1,13.85,0.691964937,4554,19.77,2
"SE3",551.983,2593501.814,1192870.92,1.9,0.58,0.399462977295515,2.64824294749372,152,0.0387458577619169,2,1,13.85,0.691964937,4554,19.77,2
"SE3",552.867,2593513.082,1192817.35,0.52,0.14,0.605209668465009,2.31477670266683,679,0.173081825133826,2,1,13.85,0.691964937,4554,19.77,2
"SE3",552.814,2593517.525,1192818.308,0.42,0.22,0.660323870619242,2.45413669726547,1287,0.328065256181494,2,1,13.85,0.691964937,4554,19.77,2
"SE3",552.787,2593523.038,1192818.953,0.72,0.25,0.442650593499029,2.32354326984466,523,0.133316339536069,2,1,13.85,0.691964937,4554,19.77,2
"TH3",553.981,2723935.481,1248641.94,0.55,0.35,0.815273110943231,3.6228920609434,544,0.138669385674229,0,2,11.41,1.736625395,27783,120.59,2
"TH3",553.814,2723935.274,1248640.253,0.72,0.61,0.768380619075975,3.86955569868316,460,0.117257201121591,0,2,11.41,1.736625395,27783,120.59,2
"TH3",553.598,2723934.736,1248638.37,1.11,0.77,0.783799053649117,3.6696262852383,294,0.074942645934234,0,2,11.41,1.736625395,27783,120.59,2
"TH3",554.139,2723957.039,1248641.044,0.02,0.24,0.603450083524443,2.36581546148875,639,0.162885546775427,0,2,11.41,1.736625395,27783,120.59,2
"TH3",553.969,2723957.107,1248639.621,0.24,0.37,0.698568895690983,3.76565009298834,293,0.074687738975274,0,2,11.41,1.736625395,27783,120.59,2
"TH3",553.613,2723955.193,1248636.637,1.26,0.82,0.717014854165669,3.39728645145083,381,0.0971195513637522,0,2,11.41,1.736625395,27783,120.59,2
"TH3",554.478,2724015.401,1248641.172,0.6,0.13,0.573041534701186,2.06021777143125,924,0.235534030079021,0,2,11.41,1.736625395,27783,120.59,2
"TH3",554.403,2724016.992,1248638.749,0.77,0.18,0.716887559515787,3.17800806283412,632,0.161101198062707,0,2,11.41,1.736625395,27783,120.59,2
