"reach","z","x","y","velocity","wd_m","k_index","shannon","abundance","rel_abundance","ecomorph_class","biogeo_int","mean_diff_nitrogen","mean_diff_phosphor","nr_inhabitants","dom_ww_disch","geology_int"
"MR",472.16,2736795.293,1133744.09,0.44,0.26,0.696287571376422,2.76100295880734,1804,0.459852153963803,3,0,6.03,0.501152782,266,1.15,2
"MR",471.95,2736797.722,1133745.435,0.47,0.36,0.660383063100802,2.58074304223555,1686,0.429773132806526,3,0,6.03,0.501152782,266,1.15,2
"MR",472.376,2736788.393,1133751.648,0.01,0.09,0.592370740056102,3.04390560194374,1086,0.276828957430538,3,0,6.03,0.501152782,266,1.15,2
"MR",471.95,2736790.236,1133752.518,0.41,0.55,0.511740715286843,2.61366612605309,502,0.12796329339791,3,0,6.03,0.501152782,266,1.15,2
"MR",472.108,2736791.653,1133753.578,0.2,0.42,0.641910163081161,3.20014801298016,688,0.175375987764466,3,0,6.03,0.501152782,266,1.15,2
"MR",472.63,2736779.218,1133768.546,0.14,0.12,0.590420154752674,2.72841243590107,1163,0.296456793270456,3,0,6.03,0.501152782,266,1.15,2
"MR",472.346,2736779.933,1133771.329,0.35,0.53,0.679631758901411,2.88769015661656,1342,0.342085138924293,3,0,6.03,0.501152782,266,1.15,2
"MR",472.356,2736780.461,1133773.393,0.47,0.48,0.569427098874012,2.3240575613459,1900,0.484323222023961,3,0,6.03,0.501152782,266,1.15,2
"MR",472.999,2736773.965,1133778.269,0.14,0.19,0.552439492170258,2.87840653246949,562,0.143257710935509,3,0,6.03,0.501152782,266,1.15,2
"MR",472.854,2736774.94,1133778.542,0.2,0.33,0.565662359630713,2.24916390359998,1205,0.307162885546775,3,0,6.03,0.501152782,266,1.15,2
"MR",472.748,2736775.968,1133779.517,0.64,0.43,0.628158211060982,2.58451231492964,1354,0.345144022431812,3,0,6.03,0.501152782,266,1.15,2
"M5",276.067,2729452.93,1122044.578,0.01,0.12,0.54763332493868,2.79582563008457,614,0.156512872801427,4,0,6.41,0.448139892,2729,11.84,2
"M5",275.739,2729453.503,1122039.653,0.34,0.41,0.478463312865771,2.44156255501334,641,0.163395360693347,4,0,6.41,0.448139892,2729,11.84,2
"M5",275.616,2729455.95,1122037.351,0.64,0.62,0.552508710298448,2.327339536918,844,0.215141473362223,4,0,6.41,0.448139892,2729,11.84,2
"M5",276.432,2729467.877,1122058.298,0.05,0.11,0.587093792644375,3.05611246398916,283,0.0721386693856742,4,0,6.41,0.448139892,2729,11.84,2
"M5",276.163,2729468.705,1122057.207,0.6,0.34,0.628575328296506,2.99092738654772,952,0.242671424929901,4,0,6.41,0.448139892,2729,11.84,2
"M5",276.147,2729472.058,1122054.897,1.29,0.53,0.552437426874917,2.08994562518507,1355,0.345398929390772,4,0,6.41,0.448139892,2729,11.84,2
"M5",276.933,2729479.749,1122070.971,0.05,0.09,0.601809069820381,3.07301874061224,606,0.154473617129748,4,0,6.41,0.448139892,2729,11.84,2
"M5",276.527,2729481.799,1122069.723,0.91,0.53,0.592840787117973,2.1847314228016,1133,0.288809584501657,4,0,6.41,0.448139892,2729,11.84,2
"M5",276.48,2729484.994,1122068.342,0.76,0.67,0.427392295839597,2.178467918253,347,0.0884527147591129,4,0,6.41,0.448139892,2729,11.84,2
"M5",277.155,2729487.626,1122082.041,0.05,0.08,0.573668067235687,2.88048878472793,1006,0.256436400713739,4,0,6.41,0.448139892,2729,11.84,2
"M5",276.836,2729491.481,1122079.902,0.51,0.45,0.536995725373291,2.03018251663409,1101,0.280652561814938,4,0,6.41,0.448139892,2729,11.84,2
"M5",276.81,2729492.519,1122078.492,0.45,0.49,0.564897336551064,2.54156457269703,706,0.179964313025746,4,0,6.41,0.448139892,2729,11.84,2
"M7",237.47,2724226.173,1120092.836,0.05,0.21,0.624860902806842,2.57213603633827,1083,0.276064236553658,3,0,6.7,0.448602312,2729,11.84,2
"M7",237.248,2724223.029,1120099.14,0.14,0.43,0.484387334077062,1.99269228370211,855,0.217945449910783,3,0,6.7,0.448602312,2729,11.84,2
"M7",237.213,2724220.552,1120103.389,0.27,0.44,0.402727417417249,1.33985218288372,879,0.224063216925822,3,0,6.7,0.448602312,2729,11.84,2
"M7",237.553,2724246.208,1120103.432,0.01,0.15,0.623720788950682,2.92921923280618,1119,0.285240887076217,3,0,6.7,0.448602312,2729,11.84,2
"M7",237.281,2724242.675,1120111.849,0.24,0.44,0.456939936869389,2.38538725423452,343,0.087433086923273,3,0,6.7,0.448602312,2729,11.84,2
"M7",237.27,2724239.893,1120117.367,0.2,0.53,0.394241001880538,1.92072783026499,385,0.0981391791995922,3,0,6.7,0.448602312,2729,11.84,2
"M7",237.601,2724271.197,1120116.325,0.01,0.17,0.607160777935582,2.97559387822743,717,0.182768289574305,3,0,6.7,0.448602312,2729,11.84,2
"M7",237.438,2724266.559,1120123.636,0.2,0.33,0.383793681332521,1.86070130313967,150,0.0382360438439969,3,0,6.7,0.448602312,2729,11.84,2
"M7",237.292,2724262.863,1120129.571,0.22,0.47,0.434149419994869,2.32578636589116,388,0.0989039000764721,3,0,6.7,0.448602312,2729,11.84,2
"M7",237.623,2724301.635,1120128.501,0.05,0.15,0.532298468199359,2.57566912695026,476,0.12133571246495,3,0,6.7,0.448602312,2729,11.84,2
"M7",237.405,2724299.362,1120133.875,0.27,0.28,0.425098668555566,1.95174593349544,357,0.0910017843487127,3,0,6.7,0.448602312,2729,11.84,2
"M7",237.423,2724296.812,1120139.032,0.41,0.37,0.436471890531478,1.93895535083947,280,0.0713739485087943,3,0,6.7,0.448602312,2729,11.84,2
"T1",229.836,2723228.944,1118911.752,0.1,0.35,0.589583498553429,2.08828171771898,343,0.087433086923273,3,0,7.05,0.749884713,18716,81.23,0
"T1",229.705,2723231.037,1118907.381,0.64,0.45,0.422715829150612,1.70013432394191,436,0.111139434106551,3,0,7.05,0.749884713,18716,81.23,0
"T1",229.691,2723233.635,1118905.656,0.7,0.47,0.369245204493669,1.43803466939315,250,0.0637267397399949,3,0,7.05,0.749884713,18716,81.23,0
"T1",230.184,2723247.566,1118928.739,0.1,0.19,0.567249266526556,2.33905030799708,445,0.113433596737191,3,0,7.05,0.749884713,18716,81.23,0
"T1",229.797,2723247.176,1118920.783,0.55,0.49,0.418278539419963,1.85107122100267,205,0.0522559265867958,3,0,7.05,0.749884713,18716,81.23,0
"T1",229.717,2723253.1,1118913.194,0.6,0.63,0.400568698136771,1.65296289821417,265,0.0675503441243946,3,0,7.05,0.749884713,18716,81.23,0
"T1",230.07,2723269.258,1118960.385,0.14,0.34,0.495456170899087,2.17697968000249,192,0.0489421361203161,3,0,7.05,0.749884713,18716,81.23,0
"T1",229.88,2723272.918,1118956.483,0.62,0.49,0.586581300552058,2.74419531105649,406,0.103492225337752,3,0,7.05,0.749884713,18716,81.23,0
"T1",229.672,2723280.564,1118953.247,0.72,0.83,0.286385819158103,1.20052703921991,138,0.0351771603364772,3,0,7.05,0.749884713,18716,81.23,0
"T1",230.269,2723285.605,1118997.002,0.05,0.27,0.433599571870224,1.47313140307748,376,0.0958450165689523,3,0,7.05,0.749884713,18716,81.23,0
"T1",229.798,2723291.038,1118991.26,0.2,0.69,0.416466990217659,1.6805171402307,248,0.0632169258220749,3,0,7.05,0.749884713,18716,81.23,0
"T1",229.914,2723297.98,1118987.247,0.49,0.61,0.381486856714414,2.24395470625279,64,0.0163140453734387,3,0,7.05,0.749884713,18716,81.23,0
"T2",232.547,2723366.066,1120219.8,0.01,0.09,0.515342787048542,1.67215767750842,734,0.187101707876625,2,0,7.18,0.895806443,15987,69.39,2
"T2",232.001,2723359.849,1120214.301,0.69,0.7,0.529406243928556,2.62117025274069,230,0.0586286005607953,2,0,7.18,0.895806443,15987,69.39,2
"T2",231.913,2723353.398,1120210.441,0.72,0.77,0.399754162700947,2.3693413359238,60,0.0152944175375988,2,0,7.18,0.895806443,15987,69.39,2
"T2",232.563,2723333.9,1120272.116,0.01,0.12,0.440715958952708,2.02817668411134,542,0.138159571756309,2,0,7.18,0.895806443,15987,69.39,2
"T2",232.172,2723329.101,1120269.815,0.19,0.53,0.411433523983395,2.2977327499846,139,0.0354320672954372,2,0,7.18,0.895806443,15987,69.39,2
"T2",231.813,2723325.553,1120267.847,0.45,0.9,0.387760403113493,2.06474401387528,94,0.0239612541422381,2,0,7.18,0.895806443,15987,69.39,2
"T2",233.026,2723215.171,1120659.45,0.17,0.13,0.688435580887454,2.70017121377552,730,0.186082080040785,2,0,7.18,0.895806443,15987,69.39,2
"T2",232.674,2723201.949,1120658.037,1.39,0.42,0.504348684550744,2.90632571560814,125,0.0318633698699975,2,0,7.18,0.895806443,15987,69.39,2
"T2",232.708,2723184.903,1120657.462,1.35,0.36,0.401838564689854,2.92012798124955,41,0.0104511853173592,2,0,7.18,0.895806443,15987,69.39,2
"T2",233.156,2723219.139,1120698.461,0.01,0.16,0.620772453081578,3.06607477163323,427,0.108845271475911,2,0,7.18,0.895806443,15987,69.39,2
"T2",232.612,2723211.554,1120698.386,0.72,0.61,0.515681145675593,2.48256425740583,273,0.0695895997960744,2,0,7.18,0.895806443,15987,69.39,2
"T2",232.54,2723203.218,1120698.051,0.94,0.71,0.436062106631715,3.18303973218244,30,0.00764720876879939,2,0,7.18,0.895806443,15987,69.39,2
"S1",591.49,2742136.499,1252273.04,0.01,0.13,0.50187647506586,3.01839587973661,262,0.0667856232475147,2,2,11.17,1.352706565,28662,124.4,2
"S1",584.553,2742133.302,1252279.694,0.01,0.73,0.431296442272227,2.60713987085005,222,0.0565893448891155,2,2,11.17,1.352706565,28662,124.4,2
"S1",584.196,2742128.621,1252281.078,0.19,1.06,0.488133259295211,3.14827445567162,110,0.0280397654855978,2,2,11.17,1.352706565,28662,124.4,2
"S1",585.119,2742123.285,1252229.855,0.01,0.16,0.766382790055347,3.31629381108056,845,0.215396380321183,2,2,11.17,1.352706565,28662,124.4,2
"S1",584.823,2742118.852,1252231.224,0.38,0.53,0.521816937112586,3.05540459635799,171,0.0435890899821565,2,2,11.17,1.352706565,28662,124.4,2
"S1",584.732,2742116.269,1252232.206,0.69,0.61,0.561859310731473,3.3583495342771,299,0.0762171807290339,2,2,11.17,1.352706565,28662,124.4,2
"S1",585.679,2742118.569,1252040.11,0.16,0.19,0.7032608726755,3.02896294675275,1092,0.278358399184298,2,2,11.17,1.352706565,28662,124.4,2
"S1",585.558,2742115.15,1252038.762,0.69,0.37,0.725498681395616,3.31448805868512,955,0.243436145806781,2,2,11.17,1.352706565,28662,124.4,2
"S1",585.361,2742112.858,1252038.414,1.2,0.55,0.66088738281781,3.46110818902083,645,0.164414988529187,2,2,11.17,1.352706565,28662,124.4,2
"S1",586.433,2742159.694,1251990.037,0.01,0.11,0.641202419792355,2.80491232759958,841,0.214376752485343,2,2,11.17,1.352706565,28662,124.4,2
"S1",586.054,2742154.977,1251984.184,0.27,0.53,0.620890049294415,3.68570771559261,308,0.0785113433596737,2,2,11.17,1.352706565,28662,124.4,2
"S1",585.978,2742150.3,1251979.764,0.33,0.66,0.687245492447447,3.3780750134579,595,0.151669640581188,2,2,11.17,1.352706565,28662,124.4,2
"S2",562.255,2743458.686,1254432.772,0.02,0.24,0.593150080402033,2.35285614671049,2159,0.550344124394596,2,1,11.29,1.293177637,66538,288.79,2
"S2",561.662,2743462.07,1254437.039,0.16,0.76,0.700037910413436,2.43901300982412,2684,0.684170277848585,2,1,11.29,1.293177637,66538,288.79,2
"S2",561.565,2743464.677,1254440.664,0.19,0.91,0.572214096050322,2.93631816963364,759,0.193474381850625,2,1,11.29,1.293177637,66538,288.79,2
"S2",562.285,2743416.296,1254451.147,0.01,0.16,0.478828724577317,2.5609519650505,868,0.221259240377262,2,1,11.29,1.293177637,66538,288.79,2
"S2",562.064,2743416.808,1254454.03,0.19,0.46,0.549266347296468,2.56189683279541,594,0.151414733622228,2,1,11.29,1.293177637,66538,288.79,2
"S2",561.767,2743417.595,1254456.465,0.36,0.68,0.678279311540849,2.48172378586909,1706,0.434871271985725,2,1,11.29,1.293177637,66538,288.79,2
"S2",563.024,2743372.595,1254429.244,0.22,0.18,0.794469863418883,3.29044135011499,1079,0.275044608717818,2,1,11.29,1.293177637,66538,288.79,2
"S2",562.951,2743369.91,1254430.803,0.66,0.34,0.753803282839838,2.60384286739542,3780,0.963548304868723,2,1,11.29,1.293177637,66538,288.79,2
"S2",562.55,2743363.472,1254433.851,1.13,0.55,0.576319871137487,2.91645421554135,1388,0.353810859036452,2,1,11.29,1.293177637,66538,288.79,2
"S2",563.965,2743378.786,1254310.744,0.01,0.33,0.715043094914046,2.32639366473584,3423,0.87254652052001,2,1,11.29,1.293177637,66538,288.79,2
"S2",563.615,2743375.546,1254306.876,0.33,0.77,0.631967718523353,2.67976157059921,1226,0.312515931684935,2,1,11.29,1.293177637,66538,288.79,2
"S2",563.494,2743372.187,1254305.638,0.33,0.82,0.583419738798021,2.6033260825342,870,0.221769054295182,2,1,11.29,1.293177637,66538,288.79,2
"SR",597.306,2743332.409,1251642.107,0.01,0.16,0.582492310573186,3.21767553206674,370,0.0943155748151925,2,2,11.06,1.284759949,24240,105.21,2
"SR",596.752,2743330.389,1251643.655,0.13,0.7,0.621624563841344,3.45787313079209,235,0.0599031353555952,2,2,11.06,1.284759949,24240,105.21,2
"SR",596.608,2743329.05,1251644.468,0.05,0.89,0.660075221446393,3.26884940493854,230,0.0586286005607953,2,2,11.06,1.284759949,24240,105.21,2
"SR",597.167,2743344.568,1251656.954,0.05,0.25,0.539429146724684,3.02364823155742,394,0.100433341830232,2,2,11.06,1.284759949,24240,105.21,2
"SR",596.905,2743343.282,1251657.532,0.44,0.57,0.549695381133506,3.14782534112007,230,0.0586286005607953,2,2,11.06,1.284759949,24240,105.21,2
"SR",596.816,2743342.309,1251657.984,0.33,0.65,0.558373698465364,3.06475274123668,252,0.0642365536579149,2,2,11.06,1.284759949,24240,105.21,2
"SR",597.607,2743350.691,1251666.337,0.24,0.19,0.661162576495516,3.03699997394427,948,0.241651797094061,2,2,11.06,1.284759949,24240,105.21,2
"SR",597.482,2743349.449,1251666.368,0.83,0.3,0.788693424743499,3.41765364893028,1425,0.363242416517971,2,2,11.06,1.284759949,24240,105.21,2
"SR",597.242,2743347.875,1251666.66,0.47,0.5,0.832847980878336,2.94924480150095,3018,0.769309202141218,2,2,11.06,1.284759949,24240,105.21,2
"SR",598.151,2743380.451,1251668.174,0.01,0.21,0.699852722315006,3.19032712891807,871,0.222023961254142,2,2,11.06,1.284759949,24240,105.21,2
"SR",598.062,2743380.779,1251671.052,0.11,0.24,0.84495881710826,3.0410128413595,2433,0.62018863114963,2,2,11.06,1.284759949,24240,105.21,2
"SR",597.709,2743380.264,1251674.981,0.33,0.7,0.73806283602559,3.2953178699431,1121,0.285750700994137,2,2,11.06,1.284759949,24240,105.21,2
"S5",458.026,2734155.885,1262173.609,0.05,0.13,0.654462177292384,2.82166105350681,957,0.2439459597247,2,1,12.61,1.139419062,238516,1035.23,2
"S5",457.688,2734160.239,1262178.668,0.22,0.51,0.447376277151458,2.53403123584882,478,0.12184552638287,2,1,12.61,1.139419062,238516,1035.23,2
"S5",457.476,2734164.721,1262182.585,0.44,0.74,0.538055847009996,2.93750949280313,386,0.0983940861585521,2,1,12.61,1.139419062,238516,1035.23,2
"S5",458.015,2734187.861,1262146.996,0.11,0.16,0.552889146137385,2.94248116788682,393,0.100178434871272,2,1,12.61,1.139419062,238516,1035.23,2
"S5",457.796,2734194.159,1262153.598,0.27,0.41,0.541150695152778,2.86358853142001,340,0.0866683660463931,2,1,12.61,1.139419062,238516,1035.23,2
"S5",457.602,2734197.665,1262157.816,0.74,0.62,0.675561398195983,3.38815609227221,490,0.12490440989039,2,1,12.61,1.139419062,238516,1035.23,2
"S5",458.091,2734202.938,1262131.882,0.14,0.18,0.553128839184681,2.96448710021824,516,0.131531990823349,2,1,12.61,1.139419062,238516,1035.23,2
"S5",457.909,2734208.986,1262138.635,0.44,0.4,0.591021716780368,3.21443944662883,509,0.12974764211063,2,1,12.61,1.139419062,238516,1035.23,2
"S5",457.771,2734215.143,1262143.763,0.94,0.59,0.678513887453935,3.23522110149958,1229,0.313280652561815,2,1,12.61,1.139419062,238516,1035.23,2
"S5",458.251,2734224.145,1262103.3,0.16,0.18,0.518149578859296,2.7729080996552,850,0.216670915115983,2,1,12.61,1.139419062,238516,1035.23,2
"S5",457.997,2734231.618,1262112.583,0.44,0.35,0.673046332786533,3.01265075260884,747,0.190415498343105,2,1,12.61,1.139419062,238516,1035.23,2
"S5",457.916,2734235.725,1262118.952,0.63,0.5,0.632371079899322,3.12924795543621,698,0.177925057354066,2,1,12.61,1.139419062,238516,1035.23,2
"SA1",561.522,2576387.499,1181254.94,0.1,0.11,0.527636221341771,2.62267541458366,1072,0.273260260005098,0,1,8.91,0.586489757,89517,388.53,2
"SA1",561.262,2576389.998,1181249.535,0.37,0.36,0.551075052137827,2.44241100996138,1013,0.258220749426459,0,1,8.91,0.586489757,89517,388.53,2
"SA1",561.266,2576391.39,1181244.605,0.64,0.46,0.673765915685689,2.86439726758111,797,0.203160846291104,0,1,8.91,0.586489757,89517,388.53,2
"SA1",561.558,2576354.563,1181240.641,0.01,0.11,0.447177046943455,2.25864690435547,1245,0.317359163905175,0,1,8.91,0.586489757,89517,388.53,2
"SA1",561.177,2576357.847,1181234.957,0.31,0.51,0.517461448080016,2.57672278032402,629,0.160336477185827,0,1,8.91,0.586489757,89517,388.53,2
"SA1",561.133,2576359.485,1181231.413,0.6,0.58,0.594065837875862,2.20980097659362,903,0.230180983940862,0,1,8.91,0.586489757,89517,388.53,2
"SA1",561.67,2576331.741,1181230.602,0.06,0.09,0.516617717000577,2.37663321431287,796,0.202905939332144,0,1,8.91,0.586489757,89517,388.53,2
"SA1",561.395,2576333.64,1181224.082,1.09,0.38,0.761032374687505,2.97360562904803,1811,0.461636502676523,0,1,8.91,0.586489757,89517,388.53,2
"SA1",561.38,2576335.269,1181220.784,1.02,0.34,0.468337923613372,2.49493905602804,266,0.0678052510833546,0,1,8.91,0.586489757,89517,388.53,2
"SA1",561.822,2576316.104,1181229.288,0.01,0.09,0.704956395740002,2.38648271258838,3235,0.824624012235534,0,1,8.91,0.586489757,89517,388.53,2
"SA1",561.613,2576317.881,1181223.891,0.52,0.34,0.746838281276402,2.83315819549866,2046,0.521539638032118,0,1,8.91,0.586489757,89517,388.53,2
"SA1",561.481,2576319.414,1181218.649,0.72,0.4,0.63718766039862,2.71057105864269,1136,0.289574305378537,0,1,8.91,0.586489757,89517,388.53,2
"SAR",567.905,2575586.286,1179876.21,0.03,0.14,0.426127345588194,2.55345024339598,531,0.135355595207749,0,1,8.54,0.590784144,69344,300.97,2
"SAR",567.742,2575582.185,1179876.22,0.26,0.28,0.497609640493255,2.57650782505027,794,0.202396125414224,0,1,8.54,0.590784144,69344,300.97,2
"SAR",567.787,2575578.339,1179876.145,0.45,0.33,0.627313886647586,2.84484333901522,1123,0.286260514912057,0,1,8.54,0.590784144,69344,300.97,2
"SAR",567.867,2575585.106,1179862.167,0.09,0.18,0.51054551670339,2.52846070446192,881,0.224573030843742,0,1,8.54,0.590784144,69344,300.97,2
"SAR",567.77,2575580.608,1179862.545,0.3,0.29,0.617978781364742,2.54045273679792,1083,0.276064236553658,0,1,8.54,0.590784144,69344,300.97,2
"SAR",567.575,2575576.93,1179862.779,0.47,0.51,0.599181404264301,2.98886816610075,543,0.138414478715269,0,1,8.54,0.590784144,69344,300.97,2
"SAR",568.357,2575584.319,1179828.756,0.18,0.13,0.664664016468657,2.63013522484747,1300,0.331379046647973,0,1,8.54,0.590784144,69344,300.97,2
"SAR",568.214,2575579.283,1179827.781,0.65,0.3,0.725484090055404,3.17790689315428,1735,0.442263573795565,0,1,8.54,0.590784144,69344,300.97,2
"SAR",568.042,2575575.53,1179827.201,0.75,0.53,0.634263504329858,3.33750898422023,521,0.132806525618149,0,1,8.54,0.590784144,69344,300.97,2
"SAR",568.778,2575595.907,1179795.386,0.02,0.11,0.30793213035008,1.63332980155501,283,0.0721386693856742,0,1,8.54,0.590784144,69344,300.97,2
"SAR",568.631,2575589.22,1179793.153,0.42,0.24,0.527015494732648,2.5983763159262,558,0.142238083099669,0,1,8.54,0.590784144,69344,300.97,2
"SAR",568.459,2575583.262,1179791.392,0.5,0.49,0.706754895543023,2.89187282978575,1273,0.324496558756054,0,1,8.54,0.590784144,69344,300.97,2
"SA2",531.094,2579336.846,1183787.912,0.11,0.11,0.556823055688104,2.10020035792129,2413,0.615090491970431,3,1,11.41,0.559973233,176695,766.91,2
"SA2",530.934,2579340.226,1183791.609,0.42,0.28,0.632159899904505,2.56571786351504,1183,0.301554932449656,3,1,11.41,0.559973233,176695,766.91,2
"SA2",530.716,2579342.199,1183794.07,0.47,0.56,0.623143391186276,2.72173082037067,1318,0.335967371909253,3,1,11.41,0.559973233,176695,766.91,2
"SA2",531.113,2579351.752,1183778.359,0.03,0.12,0.565821167452684,1.95354024322949,2045,0.521284731073158,3,1,11.41,0.559973233,176695,766.91,2
"SA2",530.726,2579354.745,1183783.366,0.57,0.63,0.726022000582435,2.95060632691095,1270,0.323731837879174,3,1,11.41,0.559973233,176695,766.91,2
"SA2",530.7,2579360.786,1183787.509,0.75,0.62,0.506178195783584,2.7081596951021,774,0.197297986235024,3,1,11.41,0.559973233,176695,766.91,2
"SA2",531.213,2579367.687,1183770.416,0.01,0.11,0.557939506751411,2.30979909421595,2229,0.568187611521795,3,1,11.41,0.559973233,176695,766.91,2
"SA2",530.898,2579371.137,1183772.907,0.82,0.38,0.710421205164491,2.74390430756919,2791,0.711445322457303,3,1,11.41,0.559973233,176695,766.91,2
"SA2",530.848,2579372.832,1183775.044,1.22,0.56,0.654011687007369,2.9883199548615,1192,0.303849095080296,3,1,11.41,0.559973233,176695,766.91,2
"SA2",531.504,2579383.987,1183751.999,0.13,0.11,0.587629853869767,1.86810033427453,2589,0.659954116747387,3,1,11.41,0.559973233,176695,766.91,2
"SA2",531.232,2579388.171,1183754.904,0.49,0.4,0.53752691870034,2.35003944071051,1311,0.334183023196533,3,1,11.41,0.559973233,176695,766.91,2
"SA2",531.061,2579391.292,1183758.105,0.55,0.59,0.733210328394405,2.60861771771604,1605,0.409125669130767,3,1,11.41,0.559973233,176695,766.91,2
"SA6",479.429,2584537.727,1195810.863,0.01,0.11,0.407051491233346,1.692460848488,787,0.200611776701504,3,1,13.24,0.5736776,262798,1140.62,2
"SA6",479.121,2584530.12,1195815.811,0.26,0.29,0.387723419619005,1.89307132088889,948,0.241651797094061,3,1,13.24,0.5736776,262798,1140.62,2
"SA6",478.59,2584524.207,1195819.134,0.55,0.85,0.346805314956072,2.61307482404755,75,0.0191180219219985,3,1,13.24,0.5736776,262798,1140.62,2
"SA6",479.445,2584513.192,1195775.863,0.01,0.1,0.547880728533845,1.78221781384337,2428,0.618914096354831,3,1,13.24,0.5736776,262798,1140.62,2
"SA6",478.927,2584504.443,1195781.462,0.47,0.61,0.303698908215357,2.31111437387979,234,0.0596482283966352,3,1,13.24,0.5736776,262798,1140.62,2
"SA6",478.638,2584500.077,1195783.038,0.58,0.88,0.41284555321533,2.35545130842992,409,0.104256946214632,3,1,13.24,0.5736776,262798,1140.62,2
"SA6",479.633,2584473.553,1195684.182,0.07,0.09,0.508731890939844,2.12737309429154,1035,0.263828702523579,3,1,13.24,0.5736776,262798,1140.62,2
"SA6",479.269,2584461.481,1195687.369,0.85,0.44,0.33003675303921,2.37901011416655,304,0.0774917155238338,3,1,13.24,0.5736776,262798,1140.62,2
"SA6",478.998,2584454.101,1195687.627,1.17,0.76,0.49856371045508,2.52765414269015,591,0.150650012745348,3,1,13.24,0.5736776,262798,1140.62,2
"SA6",480.143,2584458.622,1195527.602,0.28,0.25,0.881947591722721,2.58184621936859,3923,1,3,1,13.24,0.5736776,262798,1140.62,2
"SA6",479.937,2584449.091,1195526.948,0.9,0.44,0.435303365972637,2.86071272905523,201,0.0512362987509559,3,1,13.24,0.5736776,262798,1140.62,2
"SA6",479.816,2584440.652,1195522.977,0.9,0.59,0.372712787894652,2.35688648836746,334,0.0851389242926332,3,1,13.24,0.5736776,262798,1140.62,2
"L1",610.593,2768906.248,1204831.73,0.5,0.3,0.467264325472313,2.49020854574684,265,0.0675503441243946,3,3,4.43,0.294043817,6704,29.1,2
"L1",610.445,2768905.497,1204830.735,0.8,0.55,0.451275425520591,3.12594553728294,55,0.0140198827427989,3,3,4.43,0.294043817,6704,29.1,2
"L1",610.584,2768905.85,1204829.234,0.63,0.44,0.58565195520564,3.81737812247136,73,0.0186082080040785,3,3,4.43,0.294043817,6704,29.1,2
"L1",610.932,2768943.691,1204811.905,0.44,0.32,0.395723190863375,2.63266582795442,78,0.0198827427988784,3,3,4.43,0.294043817,6704,29.1,2
"L1",610.741,2768943.608,1204810.593,0.48,0.53,0.34071293665369,2.28597565054924,78,0.0198827427988784,3,3,4.43,0.294043817,6704,29.1,2
"L1",610.69,2768943.348,1204810.366,0.78,0.63,0.494356073205985,3.1699323181839,86,0.0219219984705582,3,3,4.43,0.294043817,6704,29.1,2
"L1",611.831,2769001.048,1204795.94,0.69,0.3,0.389465916594579,2.45134190650441,183,0.0466479734896763,3,3,4.43,0.294043817,6704,29.1,2
"L1",611.912,2769000.714,1204794.901,0.44,0.28,0.397271878763063,2.41752494155812,205,0.0522559265867958,3,3,4.43,0.294043817,6704,29.1,2
"L1",611.574,2768999.514,1204793.262,0.73,0.57,0.352578532969062,2.51777054603554,46,0.0117257201121591,3,3,4.43,0.294043817,6704,29.1,2
