;Baetidae;#BEZUG!;14;36;29;29;192;48;9;258;502;47;84;237;56;86;428;16;184;709;26;493;144;74;258;181;572;553;702;362;187;243;273;97;216;260;235;194;204;691;724;232;215;163;368;530;1056;144;651;558;241;309;194;258;140;200;127;211;113;301;185;40;555;131;33;313;86;61;413;55;10;207;153;11;52;4;8;20;22;13;48;74;10;7;9;8;9;52;108;;21;55;88;75;194;7;69;190;;;6;2;4;7;63;31;32;20;47;24;2;6;17;9;3;10;4;8;;2;22;;17;148;78;6;20;101;48;129;120;1;34;69;10;23;15;166;54;37;331;145;89;9;45;111;100;35;21;135;61;261;254;285;160;2;84;43;106;4;10;25;10;39;33;37;84;34;39;41;12;16;6;88;73;40;290;197;378;69;418;153;61;68;44;120;53;15;115;78;18;346;203;170;78;184;150;72;96;81;232;308;166;127;181;516;36;61;3;71;17;19;152;8;16;87;34;16;6;247;191;14;178;160;48;89;120;1;227;234;230;68;148;178;103;118;476;58;213;299;144;226;125;126;38;40;92;26;482;477;61;393;373;218;11;35;25;21;18;12;60;122;62;;3;85;4;;2;29;2;3;10;7;2;58;6;1;94;2;18;83;88;2;24;47;5;47;21;2;354;136;429;412;167;140;455;471;420;327;325;547;2;4;3;13;5;1;16;38;11;2;14;15;11;8;14;14;4;2;31;8;3;17;32;11;29;16;7;4;6;7;13;10;5;22;31;6;21;8;;14;9;4;4;4;2;24;3;6;;1;1;;9;2;112;55;35;1;110;12;;;;3;8;5;7;103;264;;4;1
;Caenidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ephemerellidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;1;;;;;1;;;1;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;1;1;;1;;;;;;;;;1;;2;;;;;;;;;;2;;;;1;;;1;;3;5;3;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;4;;;1;;1;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2
;Ephemeridae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;2;5;2;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Heptageniidae;#BEZUG!;90;374;328;432;971;647;163;738;1152;198;185;554;315;330;186;119;374;389;216;402;136;372;624;284;67;69;46;46;46;45;66;24;51;46;42;22;187;383;354;241;115;163;369;227;239;195;254;377;13;16;4;16;23;12;10;27;7;5;4;;21;6;1;11;5;2;29;8;1;28;16;;99;19;13;19;28;28;38;34;16;16;21;15;22;50;202;5;18;19;12;17;190;28;30;80;5;3;43;1;3;46;89;37;31;34;63;88;3;19;14;10;33;11;76;21;;2;27;;67;80;70;9;7;59;11;55;38;8;9;24;9;12;11;252;33;50;213;188;113;80;26;40;15;56;30;45;25;28;90;191;157;4;13;18;170;74;86;111;115;99;125;107;220;153;164;162;106;67;62;97;54;55;227;232;215;212;196;72;36;14;15;9;17;5;13;25;2;57;33;17;12;44;77;5;54;81;44;117;102;46;31;68;1;3;;7;2;1;14;2;;58;29;2;35;23;25;2;22;30;12;13;30;3;36;65;14;30;12;14;26;44;54;8;32;28;31;53;6;8;12;2;2;4;12;24;7;4;19;8;;4;4;1;5;;1;19;10;;;7;7;3;17;3;8;26;11;2;7;43;25;29;13;1;1;3;5;1;2;1;20;10;10;9;18;101;128;74;13;113;99;156;126;5;9;92;4;19;16;16;26;20;11;70;26;2;30;8;11;11;21;50;23;18;35;31;10;6;31;37;132;88;87;29;54;133;141;118;70;130;108;94;118;97;4;43;44;51;98;90;58;239;138;54;16;22;7;27;31;12;75;57;30;44;100;89;4;17;26;40;54;60;88;112;110;2;12;21
;Leptophlebiidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;3;;1;1;;2;;;3;;;1;1;3;;1;3;;2;;;3;;1;;;;;;1;;;1;4;;;;2;1;1;6;1;;;5;;;;;1;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;1;4;1;1;2;;2;2;;3;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;5;3;;;;;2;2;;;;;;;;;;1;2;;;1;;1;2;;;;;;;;;;2;;;;;;;;;;
;Oligoneuriidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;2;;;2;2;1;;2;;;;17;3;;6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Polymitarcyidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Potamanthidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Siphlonuridae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;1;;;;;;;;;;;;;;;;;4;3;;;;;;;;1;;;;;;;4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;20;;;3;;;;;;;;;2;;;;;;;;;;;
Odonata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Aeshnidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Calopterygidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Coenagrionidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Cordulegastridae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Corduliidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Gomphidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Lestidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Libellulidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Platycnemididae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plecoptera;;;7;1;5;;6;5;20;9;15;15;8;16;;;;;;1;;;;;7;3;;;;5;;;4;;;;;;19;10;;12;;3;5;1;;;;;2;;;;;;;;;;1;;;;;;;1;1;;;2;2;;;;;;;;;;;;;;;;;1;;;;;;;;;5;;4;10;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;4;;6;;2;;7;9;;;;;;;;9;7;;22;;;;;;;;;;;;2;
;Capniidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Chloroperlidae;#BEZUG!;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;1;1;1;2;;;;1;;7;11;6;4;5;12;11;;6;7;5;4;1;1;4;1;;6;3;1;;1;1;;1;2;;1;1;;2;9;;;;;3;;1;;;;1;;1;;1;1;24;3;1;1;;1;;1;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;1;;;1;;;;;;1;;;2;4;2;;15;21;9;14;10;21;3;1;6;8;2;2;13;17;12;11;2;8;6;13;74;1;;;;;11;5;6;12;13;6;2;22;18;3;1;13;;1;24;6;5;4
;Leuctridae;#BEZUG!;53;179;108;54;434;231;73;262;266;95;54;137;36;79;43;43;37;61;70;100;10;97;63;26;36;11;7;24;4;2;17;1;8;9;5;3;183;184;154;82;30;61;102;43;146;44;59;136;15;15;3;18;9;3;10;42;;13;9;;46;4;;17;5;4;25;9;;14;18;1;70;4;4;20;12;7;37;61;2;13;8;1;171;363;386;35;96;180;159;259;562;150;319;368;15;63;126;5;22;21;78;22;62;307;52;90;58;127;266;72;131;57;452;157;;196;158;;363;280;263;281;53;154;208;316;318;294;121;186;5;13;21;101;14;31;110;165;53;90;35;43;50;26;25;17;6;14;40;122;16;24;28;23;12;;7;16;4;15;14;2;21;21;8;16;34;48;35;54;23;28;63;112;57;100;69;13;;8;3;1;1;2;2;;1;14;2;2;1;;2;4;3;2;1;7;3;2;;2;1;;;5;;2;10;;2;4;1;5;;;2;;2;2;1;;2;;;;67;6;27;12;6;9;78;14;62;48;17;22;11;12;17;6;14;11;243;66;30;61;125;39;30;19;14;15;4;4;9;48;9;1;1;46;2;1;4;11;6;;32;3;2;52;;3;89;;2;12;2;1;3;3;17;29;8;;115;28;396;273;12;48;86;79;250;37;97;141;;;1;2;;;8;8;3;1;7;4;;;6;6;;;5;1;;2;6;1;10;3;3;3;8;3;9;12;4;11;11;1;2;1;;1;1;1;2;;;8;4;2;22;6;12;4;10;3;11;9;1;29;11;50;3;28;22;148;14;51;29;30;78;34;8;20
;Nemouridae;#BEZUG!;3;;1;2;4;4;14;12;26;8;8;3;;;2;;;1;2;1;;2;1;;1;;;;;;;;;;;;7;3;;7;1;2;6;;10;;;4;1;1;;;;;;1;;;;;1;;;;;;1;;;;;;2;;2;;;;1;;;;;;;2;2;;;2;2;3;6;3;1;2;;1;1;;2;;11;3;3;26;2;3;;10;18;6;13;1;70;12;;2;15;;12;63;39;18;8;30;14;18;45;7;13;14;1;3;1;28;2;;2;7;2;63;1;2;1;4;7;;2;1;5;6;1;7;7;3;5;1;;;1;1;;2;18;5;5;2;;1;1;5;2;1;14;30;14;10;9;13;;2;7;;1;1;;11;;4;9;9;;4;6;;6;;;29;9;2;8;20;;;;;;;3;;3;16;;;;;;;;;;;;;;;1;;1;1;;;;;2;1;;1;;;;;1;;6;3;;3;;;2;4;2;;1;;;5;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;4;9;1;;2;2;4;13;4;4;6;;;1;4;2;;9;12;8;;7;8;1;;2;10;;;21;3;;13;11;;10;10;7;5;4;4;8;4;4;8;9;4;2;4;1;2;1;2;2;;1;3;4;2;4;5;4;9;6;1;27;32;13;;50;19;4;12;6;38;30;17;26;27;109;15;4;17
;Perlidae;#BEZUG!;1;2;;1;2;18;1;7;2;7;1;1;2;1;3;3;3;3;2;9;;;;2;3;;;;2;;1;1;;1;;;2;1;1;;1;1;2;1;1;;1;2;1;;;1;;;;1;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;1;;;;;;;;;;;2;;;;1;;;;;;;;;;;2;;1;;;;1;3;3;6;4;;6;1;;;2;;;1;;3;;1;2;;1;2;;;1;;1;5;7;;;2;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;3;;;1;1;;;;1;;;;3;1;1;2;1;;;2;;3;5;1;;;4;;1;2;5;2;;;;;;;1;1;;;1;1;1;;;;;1;;2;5;1;;1;;;;;;;;;2;8;;1;
;Perlodidae;#BEZUG!;5;8;9;5;14;3;7;9;19;12;2;11;14;4;2;9;29;16;12;27;7;11;9;11;2;1;1;2;;2;14;1;7;8;3;6;12;15;9;;7;5;6;2;7;4;4;19;1;4;1;1;3;2;1;9;;4;1;;16;4;;4;1;;13;6;;7;8;;;;;;;;;;;;;;5;5;3;;2;2;3;3;3;3;5;;;;1;1;1;;1;1;;;;;;;;;1;;2;1;;;2;;8;1;4;;;1;;2;;;1;2;;2;2;14;1;2;;2;1;5;;1;1;3;;1;;2;2;3;;;;;1;1;;1;;;;;;1;;;1;;;2;;1;9;7;3;3;7;1;;;;;;1;;;;;1;;;2;1;1;2;;;;;;;;;;;4;;3;6;;;9;3;;;;;;;;;;;;;;1;;;;;;1;;;;;;;1;;;;;1;;;;2;;;1;;1;2;;;2;;;;9;2;;;2;;;;1;;4;;;3;;;;;;;;;;;;1;;1;;;1;;;4;;;1;1;3;1;9;5;2;7;30;2;2;13;11;4;1;16;26;1;2;15;5;;16;17;6;19;3;2;5;3;2;2;4;1;11;12;;2;4;;4;;;3;;;2;;;;;;;;;;1;1;;7;1;;;;1;;1;;2;4;;;
;Taeniopterygidae;#BEZUG!;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;;;;;3;;;;;;3;6;;;;;;;3;;;;2;2;6;;;5;;;;;;;4;3;1;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;4;1;;;2;;1;;;;;1;22;9;;;1;1;;;;1;2;;;10;;5;5;;;;;3;;15;22;22;;1;;;;;;;;;4;;;;4;;1;2;;;1;;9;3;;;5;;;;;;;;;1;;;;;;;;;;;;;;;;38;17;33;21;23;34;55;2;31;36;27;52;2;12;21;;4;19;71;62;21;71;42;36;2;15;8;1;5;4;23;38;7;;3;19;;;;;;;;;;11;2;;3;;1;3;2;;;4;1;6;1;;;;1;;;;;;3;;;;;;;;;;1;1;5;;;1;;;;;;;4;3;;1;;;;;2;;1;;1;1;1;;2;2;;1;;;;1;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Heteroptera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Aphelocheiridae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Corixidae;#BEZUG!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
