"reach","velocity","x","y","z","dist_w","cat_velocity","clog_3_class","clog_6_class","sub_type","alg_cover","moos_cover","cpom_cover","shannon","abundance","k_index","rel_abundance","wd_m","clog_3_class_int","clog_6_class_int","sub_type_int","froude","shear_stress","stream_power"
"S5",0.63,2734235.725,1262118.952,457.916,22,5,"none","none","250 mm > x > 25 mm",1,0,1,3.12924795543621,698,0.632371079899322,0.177925057354066,0.5,0,0,2,0.28445989382101,16.1783476454294,10.1923590166205
"SA1",0.1,2576387.499,1181254.94,561.522,1.2,3,"none","none","250 mm > x > 25 mm",3,0,1,2.62267541458366,1072,0.527636221341771,0.273260260005098,0.11,0,0,2,0.0962651637096513,1.85280785696298,0.185280785696298
"SA1",0.37,2576389.998,1181249.535,561.262,7,5,"none","none","250 mm > x > 25 mm",4,0,1,2.44241100996138,1013,0.551075052137827,0.258220749426459,0.36,0,0,2,0.196886514184348,7.75039819944598,2.86764733379501
"SA1",0.64,2576391.39,1181244.605,561.266,12.2,5,"none","none","250 mm > x > 25 mm",4,0,1,2.86439726758111,797,0.673765915685689,0.203160846291104,0.46,0,0,2,0.301277399785781,18.1478501746357,11.6146241117668
"SA1",0.01,2576354.563,1181240.641,561.558,0.9,1,"none","none","250 mm > x > 25 mm",4,0,1,2.25864690435547,1245,0.447177046943455,0.317359163905175,0.11,0,0,2,0.00962651637096513,0.0185280785696298,0.000185280785696298
"SA1",0.31,2576357.847,1181234.957,561.177,7.6,5,"none","none","250 mm > x > 25 mm",3,0,1,2.57672278032402,629,0.517461448080016,0.160336477185827,0.51,0,0,2,0.13859325735255,3.84039840312856,1.19052350496985
"SA1",0.6,2576359.485,1181231.413,561.133,11.2,5,"none","none","250 mm > x > 25 mm",3,0,1,2.20980097659362,903,0.594065837875862,0.230180983940862,0.58,0,0,2,0.251537505623337,12.65020536823,7.59012322093801
"SA1",0.06,2576331.741,1181230.602,561.67,1.1,3,"none","none","250 mm > x > 25 mm",3,0,1,2.37663321431287,796,0.516617717000577,0.202905939332144,0.09,0,0,2,0.0638550856814101,0.815235457063712,0.0489141274238227
"SA1",1.09,2576333.64,1181224.082,561.395,7.65,4,"none","none","250 mm > x > 25 mm",3,0,1,2.97360562904803,1811,0.761032374687505,0.461636502676523,0.38,0,0,2,0.56454711963874,63.7224504300919,69.4574709688001
"SA1",1.02,2576335.269,1181220.784,561.38,10.9,4,"none","none","250 mm > x > 25 mm",3,0,1,2.49493905602804,266,0.468337923613372,0.0678052510833546,0.34,0,0,2,0.558503899274291,62.365512465374,63.6128227146814
"SA1",0.01,2576316.104,1181229.288,561.822,2,1,"none","none","250 mm > x > 25 mm",3,0,1,2.38648271258838,3235,0.704956395740002,0.824624012235534,0.09,0,0,2,0.010642514280235,0.0226454293628809,0.000226454293628809
"SA1",0.52,2576317.881,1181223.891,561.613,7,5,"none","none","250 mm > x > 25 mm",3,0,1,2.83315819549866,2046,0.746838281276402,0.521539638032118,0.34,0,0,2,0.284727478061403,16.208799087502,8.42857552550106
"SA1",0.72,2576319.414,1181218.649,561.481,13,5,"none","none","250 mm > x > 25 mm",3,0,1,2.71057105864269,1136,0.63718766039862,0.289574305378537,0.4,0,0,2,0.36346951968923,26.4136288088643,19.0178127423823
"SAR",0.03,2575586.286,1179876.21,567.905,0.65,1,"none","none","250 mm > x > 25 mm",2,0,1,2.55345024339598,531,0.426127345588194,0.135355595207749,0.14,0,0,2,0.0255989842524569,0.131019984170954,0.00393059952512861
"SAR",0.26,2575582.185,1179876.22,567.742,4.6,5,"none","none","250 mm > x > 25 mm",3,0,1,2.57650782505027,794,0.497609640493255,0.202396125414224,0.28,0,0,2,0.156877199755466,4.92052829442026,1.27933735654927
"SAR",0.45,2575578.339,1179876.145,567.787,8.5,5,"none","none","25 mm > x > 2.5 mm",3,0,1,2.84484333901522,1123,0.627313886647586,0.286260514912057,0.33,0,0,1,0.250104231816078,12.5064530345001,5.62790386552506
"SAR",0.09,2575585.106,1179862.167,567.867,0.45,3,"none","none","250 mm > x > 25 mm",3,0,1,2.52846070446192,881,0.51054551670339,0.224573030843742,0.18,0,0,2,0.0677285461478596,0.917139889196676,0.0825425900277008
"SAR",0.3,2575580.608,1179862.545,567.77,5.1,5,"none","none","250 mm > x > 25 mm",2,0,1,2.54045273679792,1083,0.617978781364742,0.276064236553658,0.29,0,0,2,0.177863875949011,6.325102684115,1.8975308052345
"SAR",0.47,2575576.93,1179862.779,567.575,8.9,5,"none","none","250 mm > x > 25 mm",3,0,1,2.98886816610075,543,0.599181404264301,0.138414478715269,0.51,0,0,2,0.210125261147415,8.82772119928303,4.14902896366303
"SAR",0.18,2575584.319,1179828.756,568.357,1.25,3,"none","none","250 mm > x > 25 mm",2,0,1,2.63013522484747,1300,0.664664016468657,0.331379046647973,0.13,0,0,2,0.159391928508556,5.07954400170467,0.91431792030684
"SAR",0.65,2575579.283,1179827.781,568.214,6.9,5,"none","none","> 250 mm",5,3,1,3.17790689315428,1735,0.725484090055404,0.442263573795565,0.3,0,0,3,0.378894434090612,28.7030817174515,18.6570031163435
"SAR",0.75,2575575.53,1179827.201,568.042,10.3,4,"none","none","250 mm > x > 25 mm",4,0,1,3.33750898422023,521,0.634263504329858,0.132806525618149,0.53,0,0,2,0.328918896757138,21.6306577640725,16.2229933230544
"SAR",0.02,2575595.907,1179795.386,568.778,1,1,"none","none","250 mm > x > 25 mm",1,0,1,1.63332980155501,283,0.30793213035008,0.0721386693856742,0.11,0,0,2,0.0192530327419303,0.0741123142785193,0.00148224628557039
"SAR",0.42,2575589.22,1179793.153,568.631,8.1,5,"none","none","250 mm > x > 25 mm",1,0,1,2.5983763159262,558,0.527015494732648,0.142238083099669,0.24,0,0,2,0.273721660452021,14.9799515235457,6.29157963988919
"SAR",0.5,2575583.262,1179791.392,568.459,14.3,5,"none","none","250 mm > x > 25 mm",3,0,1,2.89187282978575,1273,0.706754895543023,0.324496558756054,0.49,0,0,2,0.228053877433607,10.3984114421392,5.19920572106959
"SA2",0.11,2579336.846,1183787.912,531.094,1.8,3,"none","none","250 mm > x > 25 mm",3,0,1,2.10020035792129,2413,0.556823055688104,0.615090491970431,0.11,0,0,2,0.105891680080616,2.24189750692521,0.246608725761773
"SA2",0.42,2579340.226,1183791.609,530.934,7.75,5,"none","none","250 mm > x > 25 mm",3,0,1,2.56571786351504,1183,0.632159899904505,0.301554932449656,0.28,0,0,2,0.253417014989599,12.8399584487535,5.39278254847645
"SA2",0.47,2579342.199,1183794.07,530.716,10.3,5,"none","none","250 mm > x > 25 mm",3,0,1,2.72173082037067,1318,0.623143391186276,0.335967371909253,0.56,0,0,2,0.200525376644246,8.03953180648991,3.77857994905026
"SA2",0.03,2579351.752,1183778.359,531.113,0.9,1,"none","none","250 mm > x > 25 mm",3,0,1,1.95354024322949,2045,0.565821167452684,0.521284731073158,0.12,0,0,2,0.0276500631804666,0.152856648199446,0.00458569944598338
"SA2",0.57,2579354.745,1183783.366,530.726,6.9,5,"none","none","250 mm > x > 25 mm",3,0,1,2.95060632691095,1270,0.726022000582435,0.323731837879174,0.63,0,0,2,0.229282061181066,10.5107142857143,5.99110714285714
"SA2",0.75,2579360.786,1183787.509,530.7,13.7,4,"none","none","250 mm > x > 25 mm",2,0,1,2.7081596951021,774,0.506178195783584,0.197297986235024,0.62,0,0,2,0.304110149668017,18.4907235725136,13.8680426793852
"SA2",0.01,2579367.687,1183770.416,531.213,1.3,1,"none","none","250 mm > x > 25 mm",3,0,1,2.30979909421595,2229,0.557939506751411,0.568187611521795,0.11,0,0,2,0.00962651637096513,0.0185280785696298,0.000185280785696298
"SA2",0.82,2579371.137,1183772.907,530.898,5.35,4,"none","none","250 mm > x > 25 mm",3,0,1,2.74390430756919,2791,0.710421205164491,0.711445322457303,0.38,0,0,2,0.424705172572263,36.0634421927395,29.5720225980463
"SA2",1.22,2579372.832,1183775.044,530.848,8.25,4,"none","none","250 mm > x > 25 mm",2,0,1,2.9883199548615,1192,0.654011687007369,0.303849095080296,0.56,0,0,2,0.520512679799957,54.1694845666798,66.0867711713494
"SA2",0.13,2579383.987,1183751.999,531.504,1,3,"none","none","250 mm > x > 25 mm",2,0,1,1.86810033427453,2589,0.587629853869767,0.659954116747387,0.11,0,0,2,0.125144712822547,3.13124527826744,0.407061886174767
"SA2",0.49,2579388.171,1183754.904,531.232,6.5,5,"none","none","250 mm > x > 25 mm",3,0,1,2.35003944071051,1311,0.53752691870034,0.334183023196533,0.4,0,0,2,0.247361200899615,12.2336270775623,5.99447726800554
"SA2",0.55,2579391.292,1183758.105,531.061,10.75,5,"none","none","250 mm > x > 25 mm",3,0,1,2.60861771771604,1605,0.733210328394405,0.409125669130767,0.59,0,0,2,0.228613661799874,10.4495222780412,5.74723725292267
"SA6",0.01,2584537.727,1195810.863,479.429,0.9,1,"none","none","250 mm > x > 25 mm",2,0,1,1.692460848488,787,0.407051491233346,0.200611776701504,0.11,0,0,2,0.00962651637096513,0.0185280785696298,0.000185280785696298
"SA6",0.26,2584530.12,1195815.811,479.121,10.5,5,"none","none","250 mm > x > 25 mm",2,0,1,1.89307132088889,948,0.387723419619005,0.241651797094061,0.29,0,0,2,0.154148692489143,4.75085490495749,1.23522227528895
"SA6",0.55,2584524.207,1195819.134,478.59,17.55,5,"none","none","250 mm > x > 25 mm",1,0,1,2.61307482404755,75,0.346805314956072,0.0191180219219985,0.85,0,0,2,0.19046655335012,7.25319781652273,3.9892587990875
"SA6",0.01,2584513.192,1195775.863,479.445,1.05,1,"none","none","250 mm > x > 25 mm",2,0,1,1.78221781384337,2428,0.547880728533845,0.618914096354831,0.1,0,0,2,0.010096375546923,0.0203808864265928,0.000203808864265928
"SA6",0.47,2584504.443,1195781.462,478.927,11.7,5,"none","none","250 mm > x > 25 mm",2,0,1,2.31111437387979,234,0.303698908215357,0.0596482283966352,0.61,0,0,2,0.192131439554644,7.3805537895645,3.46886028109532
"SA6",0.58,2584500.077,1195783.038,478.638,16,5,"none","none","250 mm > x > 25 mm",2,0,1,2.35545130842992,409,0.41284555321533,0.104256946214632,0.88,0,0,2,0.19740227514827,7.79105703852934,4.51881308234701
"SA6",0.07,2584473.553,1195684.182,479.633,1.2,3,"none","none","250 mm > x > 25 mm",2,0,1,2.12737309429154,1035,0.508731890939844,0.263828702523579,0.09,0,0,2,0.0744975999616451,1.10962603878116,0.0776738227146815
"SA6",0.85,2584461.481,1195687.369,479.269,13.8,4,"none","none","250 mm > x > 25 mm",2,0,1,2.37901011416655,304,0.33003675303921,0.0774917155238338,0.44,0,0,2,0.409126945766018,33.4663419163938,28.4463906289348
"SA6",1.17,2584454.101,1195687.627,478.998,20.3,4,"none","none","250 mm > x > 25 mm",3,0,1,2.52765414269015,591,0.49856371045508,0.150650012745348,0.76,0,0,2,0.428493819281823,36.709730828109,42.9503850688876
"SA6",0.28,2584458.622,1195527.602,480.143,1.8,5,"none","none","250 mm > x > 25 mm",3,0,1,2.58184621936859,3923,0.881947591722721,1,0.25,0,0,2,0.178794239907948,6.3914459833795,1.78960487534626
"SA6",0.9,2584449.091,1195526.948,479.937,11.6,4,"none","none","250 mm > x > 25 mm",1,0,1,2.86071272905523,201,0.435303365972637,0.0512362987509559,0.44,0,0,2,0.433193236693431,37.5193591035004,33.7674231931503
"SA6",0.9,2584440.652,1195522.977,479.816,20.4,4,"none","none","250 mm > x > 25 mm",1,0,1,2.35688648836746,334,0.372712787894652,0.0851389242926332,0.59,0,0,2,0.374095082945249,27.980538992441,25.1824850931969
"L1",0.5,2768906.248,1204831.73,610.593,3,5,"strong","medium-strong","250 mm > x > 25 mm",1,0,1,2.49020854574684,265,0.467264325472313,0.0675503441243946,0.3,2,5,2,0.291457256992779,16.9840720221607,8.49203601108033
"L1",0.8,2768905.497,1204830.735,610.445,4.6,4,"strong","medium-strong","250 mm > x > 25 mm",1,0,1,3.12594553728294,55,0.451275425520591,0.0140198827427989,0.55,2,5,2,0.344408719871882,23.7159405691262,18.9727524553009
"L1",0.63,2768905.85,1204829.234,610.584,6.4,5,"strong","medium-strong","250 mm > x > 25 mm",1,0,1,3.81737812247136,73,0.58565195520564,0.0186082080040785,0.44,2,5,2,0.303235265685402,18.3844859607152,11.5822261552506
"L1",0.44,2768943.691,1204811.905,610.932,1.5,5,"strong","medium-strong","> 250 mm",1,0,1,2.63266582795442,78,0.395723190863375,0.0198827427988784,0.32,2,5,3,0.248338002542152,12.3304362880886,5.425391966759
"L1",0.48,2768943.608,1204810.593,610.741,2.8,5,"strong","medium-strong","> 250 mm",1,0,1,2.28597565054924,78,0.34071293665369,0.0198827427988784,0.53,2,5,3,0.210508093924568,8.85991742016411,4.25276036167877
"L1",0.78,2768943.348,1204810.366,610.69,3.2,4,"strong","medium-strong","> 250 mm",1,0,1,3.1699323181839,86,0.494356073205985,0.0219219984705582,0.63,2,5,3,0.313754399510932,19.682113177681,15.3520482785912
"L1",0.69,2769001.048,1204795.94,611.831,1.2,5,"strong","medium-strong","> 250 mm",1,0,1,2.45134190650441,183,0.389465916594579,0.0466479734896763,0.3,2,5,3,0.402211014650035,32.3444667590028,22.3176820637119
"L1",0.44,2769000.714,1204794.901,611.912,2.1,5,"strong","medium-strong","> 250 mm",1,0,1,2.41752494155812,205,0.397271878763063,0.0522559265867958,0.28,2,5,3,0.265484491893865,14.091927186387,6.20044796201029
"L1",0.73,2768999.514,1204793.262,611.574,4.2,5,"strong","medium-strong","> 250 mm",1,0,1,2.51777054603554,46,0.352578532969062,0.0117257201121591,0.57,2,5,3,0.308710164090888,19.0543410118093,13.9096689386208
"L1",0.55,2769032.368,1204797.63,612.127,1.6,5,"strong","medium-strong","25 mm > x > 2.5 mm",1,0,1,2.66372752701666,57,0.373452424897713,0.0145296966607188,0.43,2,5,1,0.267789755059228,14.3377166140566,7.88574413773111
"L1",0.7,2769032.741,1204795.186,612.027,4,5,"strong","medium-strong","> 250 mm",1,0,1,2.39027289351184,49,0.352944322535919,0.012490440989039,0.48,2,5,3,0.322584070438776,20.8054882271468,14.5638417590028
"L1",0.74,2769032.84,1204792.808,612.063,6.2,5,"strong","medium-strong","> 250 mm",1,0,1,2.43381895487871,43,0.346268602968479,0.0109609992352791,0.48,2,5,3,0.341017445892421,23.2511945983379,17.2058840027701
"LR",0.01,2779182.3,1198269.231,831.842,0.7,1,"none","none","250 mm > x > 25 mm",1,0,1,1.01778753089824,492,0.311109295919013,0.12541422380831,0.2,0,0,2,0.00713921561463532,0.0101904432132964,0.000101904432132964
"LR",0.44,2779181.994,1198271.096,831.552,2.6,5,"none","none","250 mm > x > 25 mm",1,0,1,0.698906472934483,1155,0.347886517172836,0.294417537598776,0.56,0,0,2,0.187725884518017,7.04596359319351,3.10022398100514
"LR",0.55,2779182.708,1198273.396,831.399,4.9,5,"none","none","250 mm > x > 25 mm",1,0,1,1.05657234845458,1649,0.439649075309,0.420341575325006,0.58,0,0,2,0.230576046821392,10.6296864552488,5.84632755038686
"LR",0.01,2779193.191,1198267.261,831.82,1.2,1,"slight-medium","slight","250 mm > x > 25 mm",2,0,1,2.61595392432792,642,0.525235380719581,0.163650267652307,0.16,1,3,2,0.00798188571017626,0.0127380540166205,0.000127380540166205
"LR",0.35,2779193.201,1198269.117,831.444,3.1,5,"none","none","250 mm > x > 25 mm",1,0,1,2.25134655397311,134,0.431206814304522,0.0341575325006373,0.58,0,0,2,0.146730211613613,4.30458377113382,1.50660431989684
"LR",0.4,2779193.912,1198271.505,831.121,5.3,5,"none","none","250 mm > x > 25 mm",1,0,1,2.66569643680063,196,0.488291650188561,0.049961763956156,1.03,0,0,2,0.125836570963166,3.16596294005325,1.2663851760213
"LR",0.42,2779242.354,1198237.924,833.223,0.55,5,"none","none","250 mm > x > 25 mm",3,0,1,3.25073759263433,388,0.589238774294625,0.0989039000764721,0.27,0,0,2,0.258067256351021,13.315512465374,5.59251523545706
"LR",0.54,2779244.929,1198240.804,833.06,4.25,5,"none","none","> 250 mm",1,0,1,3.32935998256111,159,0.570423835327513,0.0405302064746368,0.44,0,0,3,0.259915942016058,13.5069692772601,7.29376340972047
"LR",0.96,2779245.431,1198242.753,832.812,6.1,4,"none","none","> 250 mm",3,0,1,2.96596544819692,232,0.46795046932027,0.0591384144787153,0.58,0,0,3,0.402460008997339,32.3845257426688,31.0891447129621
"LR",0.21,2779255.123,1198228.793,833.699,2.1,3,"none","none","250 mm > x > 25 mm",1,0,1,1.47115253574344,1651,0.475709374566973,0.420851389242926,0.22,0,0,2,0.142946475107368,4.08544132460337,0.857942678166708
"LR",0.7,2779257.195,1198229.449,833.609,3.4,5,"none","none","> 250 mm",3,0,1,2.71827115647003,213,0.467890021729854,0.0542951822584757,0.33,0,0,3,0.389051027269454,30.2625283303954,21.1837698312767
"LR",1.2,2779257.728,1198232.786,833.432,7.1,4,"none","none","250 mm > x > 25 mm",3,0,1,2.55142918049742,253,0.505302016776328,0.0644914606168748,0.6,0,0,2,0.494619366829498,48.9141274238227,58.6969529085872
"L2",0.05,2777147.747,1198394.052,793.509,1.3,3,"none","none","250 mm > x > 25 mm",1,0,1,2.56297891623646,364,0.499929825640967,0.0927861330614326,0.24,0,0,2,0.032585911958574,0.212300900277008,0.0106150450138504
"L2",0.38,2777148.101,1198399.737,793.231,7.1,5,"none","none","250 mm > x > 25 mm",3,0,1,2.59917868656766,1126,0.516815110563083,0.287025235788937,0.51,0,0,2,0.169888509012803,5.77058823529412,2.19282352941176
"L2",0.77,2777149.204,1198403.709,793.118,11.2,4,"none","none","250 mm > x > 25 mm",3,0,1,2.78548596017538,1143,0.584391987985964,0.291358654091257,0.65,0,0,2,0.304929571279597,18.5905039420413,14.3146880353718
"L2",0.02,2777156.023,1198393.293,793.551,1.6,1,"slight-medium","slight","250 mm > x > 25 mm",1,0,1,0.515015046310579,957,0.290160916221184,0.2439459597247,0.3,1,3,2,0.0116582902797112,0.0271745152354571,0.000543490304709141
"L2",0.3,2777154.81,1198396.691,793.156,5.1,5,"none","none","250 mm > x > 25 mm",3,0,1,2.81555020200051,387,0.460733101503313,0.0986489931175121,0.71,0,0,2,0.113673066703642,2.58349264562444,0.775047793687332
"L2",0.5,2777154.859,1198399.161,793.028,7.7,5,"none","none","250 mm > x > 25 mm",3,0,1,2.88079639578515,801,0.553482736492316,0.204180474126944,0.72,0,0,2,0.188134850410721,7.07669667590028,3.53834833795014
"L2",0.05,2777279.658,1198345.041,796.061,2.85,3,"none","none","> 250 mm",4,0,1,2.78401263987402,683,0.533532482680216,0.174101452969666,0.16,0,0,3,0.0399094285508813,0.318451350415512,0.0159225675207756
"L2",0.36,2777281.145,1198348.68,795.86,6.1,5,"none","none","250 mm > x > 25 mm",3,0,1,2.43630102105565,849,0.521702231572275,0.216416008157023,0.38,0,0,2,0.186455929421969,6.95095494970112,2.5023437818924
"L2",1.24,2777282.005,1198352.954,795.618,8.1,4,"none","none","> 250 mm",3,0,1,2.41752146308413,1167,0.547926074117338,0.297476421106296,0.61,0,0,3,0.50689996818672,51.3731983107034,63.7027659052722
"L2",0.05,2777292.361,1198338.701,796.325,1.95,3,"slight-medium","slight","250 mm > x > 25 mm",1,0,1,2.53589300269736,308,0.471752524768235,0.0785113433596737,0.2,1,3,2,0.0356960780731766,0.25476108033241,0.0127380540166205
"L2",0.49,2777292.592,1198342.706,796.019,5.65,5,"none","none","> 250 mm",3,0,1,2.74809241033004,1178,0.558465856137842,0.300280397654856,0.55,0,0,3,0.210950340921528,8.89718332913623,4.35961983127676
"L2",0.55,2777294.528,1198346.603,795.932,9.9,5,"none","none","> 250 mm",3,0,1,2.55599110457865,1487,0.556608456337294,0.37904664797349,0.56,0,0,3,0.234657355647522,11.0093181143649,6.05512496290067
"PR",0.17,2773062.092,1185658.309,1398.551,0.45,3,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,2.95833632841405,855,0.599641012589805,0.217945449910783,0.12,1,4,2,0.156683691355977,4.90839681440443,0.834427458448754
"PR",0.55,2773060.541,1185658.536,1398.577,2.2,5,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,3.59796494748836,1001,0.713921679489704,0.25516186591894,0.21,1,4,2,0.383193857151486,29.3581816383063,16.1469999010685
"PR",0.24,2773058.967,1185658.432,1398.494,3.7,3,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,2.90325754181111,939,0.651002701376552,0.239357634463421,0.4,1,4,2,0.121156506563077,2.93484764542936,0.704363434903047
"PR",0.1,2773064.408,1185647.677,1398.935,1.6,3,"none","none","25 mm > x > 2.5 mm",1,0,1,3.14671342299088,1077,0.590715635065979,0.274534794799898,0.24,0,0,1,0.0651718239171479,0.849203601108033,0.0849203601108033
"PR",0.3,2773063.811,1185647.147,1398.75,2.4,5,"slight-medium","slight-medium","> 250 mm",1,0,1,3.15280062600589,142,0.508797227651214,0.0361967881723171,0.33,1,4,3,0.166736154544052,5.55842357088894,1.66752707126668
"PR",0.85,2773063.333,1185646.883,1398.754,3.1,4,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,3.68496345956851,623,0.67694798072186,0.158807035432067,0.45,1,4,2,0.404555551496002,32.7226454293629,27.8142486149584
"PR",0.27,2773068.977,1185639.551,1399.342,0.8,5,"none","none","25 mm > x > 2.5 mm",1,0,1,3.25970609190426,522,0.618755984269088,0.133061432577109,0.22,0,0,1,0.183788325138044,6.75348463863007,1.82344085243012
"PR",0.52,2773068.303,1185638.873,1399.181,1.8,5,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,3.48264383469257,1114,0.650399742445881,0.283966352281417,0.41,1,4,2,0.259284712611212,13.4414431457334,6.98955043578137
"PR",0.35,2773066.053,1185638.238,1399.476,4.1,5,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,3.57714147442479,1092,0.704939079415292,0.278358399184298,0.21,1,4,2,0.243850636369127,11.8888504155125,4.16109764542936
"PR",0.11,2773072.626,1185633.592,1399.847,0.7,3,"none","none","25 mm > x > 2.5 mm",1,0,1,2.33197482525407,926,0.511389113438231,0.236043843996941,0.23,0,0,1,0.0732308817648294,1.07221185113814,0.117943303625196
"PR",0.1,2773071.878,1185633.424,1399.671,1.45,3,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,3.24362140799051,380,0.58920333169851,0.0968646444047923,0.28,1,4,2,0.060337384521333,0.727888800949743,0.0727888800949743
"PR",0.55,2773071.054,1185632.662,1399.656,2.55,5,"slight-medium","slight-medium","250 mm > x > 25 mm",1,0,1,3.05631277215846,484,0.611744490647708,0.12337496813663,0.37,1,4,2,0.288687064058818,16.6627517406603,9.16451345736318
"P1",0.02,2773014.557,1186021.291,1381.343,0.7,1,"slight-medium","slight-medium","25 mm > x > 2.5 mm",2,0,1,2.44584307331181,328,0.480558653760074,0.0836094825388733,0.23,1,4,1,0.0133147057754235,0.0354450198723353,0.000708900397446706
"P1",0.81,2773012.586,1186021.08,1380.992,2.4,4,"slight-medium","slight-medium","250 mm > x > 25 mm",4,0,1,2.89023248932819,474,0.570586590713135,0.12082589854703,0.48,1,4,2,0.373275852936299,27.858124134349,22.5650805488227
"P1",0.63,2773011.689,1186020.789,1381.154,3.6,5,"slight-medium","slight-medium","250 mm > x > 25 mm",4,0,1,2.73439253802819,530,0.555913239546292,0.135100688248789,0.44,1,4,2,0.303235265685402,18.3844859607152,11.5822261552506
"P1",0.9,2773017.035,1186011.474,1381.372,0.6,4,"slight-medium","slight-medium","> 250 mm",4,0,1,2.92559601073481,775,0.600397248782074,0.197552893193984,0.43,1,4,3,0.438201417369646,38.3919023384655,34.5527121046189
"P1",0.65,2773016.202,1186011.035,1381.3,1.75,5,"slight-medium","slight-medium","> 250 mm",4,0,1,3.17645055906491,341,0.622246107448181,0.086923273005353,0.43,1,4,3,0.316478801433633,20.0254058493848,13.0165138021001
"P1",0.45,2773015.04,1186010.438,1381.443,2.3,5,"slight-medium","slight-medium","250 mm > x > 25 mm",4,0,1,2.6082287896828,423,0.519079322261175,0.107825643640071,0.45,1,4,2,0.21417646843906,9.17139889196676,4.12712950138504
"P1",0.25,2773022.819,1185998.212,1382.19,0.5,5,"slight-medium","slight-medium","250 mm > x > 25 mm",3,0,1,2.74972558655683,1544,0.597185007870383,0.393576344634209,0.18,1,4,2,0.188134850410721,7.07669667590028,1.76917416897507
"P1",0.2,2773021.465,1185998.007,1381.944,1.95,3,"slight-medium","slight-medium","> 250 mm",4,2,1,3.00192650816162,497,0.55542441531278,0.12668875860311,0.35,1,4,3,0.107934794699395,2.32924416303918,0.465848832607835
"P1",0.35,2773019.962,1185997.167,1381.984,3.7,5,"slight-medium","slight-medium","> 250 mm",4,2,1,0,0,0,0,0.23,1,4,3,0.233007351069912,10.8550373359027,3.79926306756594
"P1",0.21,2773034.839,1185982.543,1382.814,0.85,3,"none","none","25 mm > x > 2.5 mm",2,0,1,2.38920282975356,815,0.474481335026459,0.207749171552383,0.15,0,0,1,0.173116778390324,5.99198060941828,1.25831592797784
"P1",0.48,2773034.254,1185980.078,1382.665,3.2,5,"slight-medium","slight-medium","> 250 mm",4,2,1,3.03023797779965,701,0.58154199253378,0.178689778230946,0.3,1,4,3,0.279798966713068,15.6525207756233,7.51320997229917
"P1",0.65,2773032.65,1185978.414,1382.56,5.9,5,"slight-medium","slight-medium","> 250 mm",4,2,1,0,0,0,0,0.4,1,4,3,0.328132205274999,21.5273112880886,13.9927523372576
"VE2",0.01,2706475.59,1124763.591,578.606,0.65,1,"none","none","> 250 mm",3,0,3,3.19557577901851,1094,0.690944284640446,0.278868213102218,0.4,0,0,3,0.00504818777346152,0.0050952216066482,5.0952216066482e-05
"VE2",0.33,2706478.467,1124767.604,578.276,5.8,5,"none","none","> 250 mm",2,0,1,3.51355098425417,241,0.649256571037324,0.0614325771093551,0.77,0,0,3,0.120069879173196,2.88243965176098,0.951205085081124
"VE2",0.05,2706482.494,1124771.38,578.359,10.65,3,"none","none","250 mm > x > 25 mm",2,0,1,3.40839042939722,474,0.609060140376045,0.12082589854703,0.76,0,0,2,0.0183117016787104,0.0670423895611605,0.00335211947805803
"VE2",0.01,2706470.815,1124768.572,578.492,1.3,1,"none","none","> 250 mm",2,0,2,3.34208937240394,832,0.608036433908807,0.212082589854703,0.43,0,0,3,0.00486890463744051,0.00473974102944019,4.73974102944019e-05
"VE2",0.83,2706473.433,1124770.855,578.429,4.75,4,"none","none","> 250 mm",2,0,1,3.73046740051027,288,0.628233286574411,0.0734132041804741,0.5,0,0,3,0.374764622018157,28.0807853185596,23.3070518144044
"VE2",0.47,2706476.427,1124775.465,578.529,10.3,5,"none","none","> 250 mm",2,0,1,3.18463653650052,122,0.452811528654673,0.0310986489931175,0.52,0,0,3,0.20809501777506,8.65795733006605,4.06923994513105
"VE2",1.47,2706444.68,1124781.323,579.174,1.25,4,"none","none","> 250 mm",2,0,1,3.98719163124797,659,0.777658192069345,0.167983685954627,0.31,0,0,3,0.842950328307011,142.067927352337,208.839853207935
"VE2",1.27,2706451.281,1124792.213,579.095,13.8,4,"none","none","250 mm > x > 25 mm",2,0,1,3.73033699761244,395,0.703076544078998,0.100688248789192,0.51,0,0,2,0.567785280121737,64.4555523871598,81.858551531693
"VE2",1.16,2706454.428,1124791.781,579.071,15.2,4,"none","none","250 mm > x > 25 mm",2,0,1,4.04037016034855,257,0.751847276092658,0.0655110884527148,0.48,0,0,2,0.534567888155687,57.1344182825485,66.2759252077562
"VE2",0.19,2706427.354,1124800.031,579.285,2.4,3,"none","none","250 mm > x > 25 mm",2,0,1,3.54282624911799,334,0.591431574419909,0.0851389242926332,0.46,0,0,2,0.0894417280614038,1.59945652173913,0.303896739130435
