"nse","r2","bias","rmse","mae","index","model","predictor","origin"
-0.252368072569095,0.0317059204929911,-0.0363405356805647,0.12925327238459,0.105033313013356,"k_index","rf","v","raster_extract"
-0.45193243377084,0.0157901285524306,-0.203122990630391,0.591397975249163,0.450401713104953,"shannon","rf","v","raster_extract"
-0.133840114043132,0.00801127469978554,59.1809847958533,689.019124446933,465.916664202464,"abundance","rf","v","raster_extract"
-0.11942658273644,0.00585166815026637,0.0146213617293847,0.175404353019096,0.118483916852229,"rel_abundance","rf","v","raster_extract"
-0.123803518389513,0.0120582385000174,-0.0273532007557134,0.129175982526089,0.107936998001467,"k_index","rf","v + wd","raster_extract"
-0.342029798887628,0.029816993231551,-0.155651458274708,0.569272226170226,0.430994194700382,"shannon","rf","v + wd","raster_extract"
-0.0895109321869032,0.0132146004002254,17.9968895131085,763.161882010795,552.390070037453,"abundance","rf","v + wd","raster_extract"
-0.0909657860370523,0.0145414201986284,0.002658975852061,0.195429833379906,0.141642300165164,"rel_abundance","rf","v + wd","raster_extract"
0.276686973766004,0.373936989677575,-0.0333242562287936,0.100814109215461,0.082424151570306,"k_index","rf","var","raster_extract"
0.0175004283826484,0.217775251459742,-0.211764162801261,0.511908624722309,0.39464880827329,"shannon","rf","var","raster_extract"
0.104704740085965,0.133035725267672,120.942782629621,688.504997219103,452.734205768381,"abundance","rf","var","raster_extract"
0.119139807012606,0.151440040238273,0.0307696239934474,0.174084112684248,0.113472450761551,"rel_abundance","rf","var","raster_extract"
