"nse","r2","bias","rmse","mae","index","model","predictor","origin"
-0.316660076989097,0.0335916867484787,0.0213319789228892,0.13868119845794,0.112524977333908,"k_index","brt","v","measured"
-0.0275430127670744,NA,-0.0863487693057454,0.527412520640733,0.402817268160919,"shannon","brt","v","measured"
-0.28573015690419,NA,379.041463216146,804.050997901206,678.431292215983,"abundance","brt","v","measured"
-0.683066465344223,NA,0.149390112477564,0.23449900561544,0.210627850735778,"rel_abundance","brt","v","measured"
-0.123497694408595,0.00886547108547307,0.013556744553949,0.128105225473331,0.106518920362363,"k_index","brt","v + wd","measured"
-1.07327855737006,0.00796368999581291,0.0209760196620229,0.749168068702441,0.622078946636781,"shannon","brt","v + wd","measured"
-0.204691475339953,0.00226022494319573,-148.928300062815,778.299226171138,506.738802115122,"abundance","brt","v + wd","measured"
-0.352704591939548,1.83597531287598e-05,0.0481623319063571,0.21022862710288,0.160988432670661,"rel_abundance","brt","v + wd","measured"
0.349639482388676,0.456357834998528,-0.00285334016950163,0.097467053338733,0.0815060494933241,"k_index","brt","samp","measured"
-0.656563233451489,0.0049125599443946,0.155241104764212,0.669660124864064,0.528212878039471,"shannon","brt","samp","measured"
-0.0580906748206578,0.162216660689971,-327.974055250486,729.407330260949,427.844191829364,"abundance","brt","samp","measured"
0.173463047943605,0.234518061602472,0.0197244964062739,0.164331760956764,0.110467493238849,"rel_abundance","brt","samp","measured"
0.144833790800736,0.309605741403785,-0.0095939759934312,0.105600352477822,0.0852035379139639,"k_index","brt","all","measured"
-0.450252231839803,0.0251176245289198,0.125778949664248,0.560418910379545,0.450262462237103,"shannon","brt","all","measured"
0.209196230480979,0.242654826039936,-83.5918181737264,623.029764814955,437.018973827362,"abundance","brt","all","measured"
0.0711463065315807,0.17311255725077,-0.056674686027514,0.172119381943287,0.110691979841462,"rel_abundance","brt","all","measured"
0.162130163790265,0.422845792548978,-0.00840442560855209,0.104526974427682,0.0861246437781611,"k_index","brt","var","measured"
-0.534739160576802,0.074754998197659,0.26209854288023,0.576511928361439,0.468854417391381,"shannon","brt","var","measured"
0.185340709336205,0.266346353323198,-178.769238988558,632.357155519069,413.138986309369,"abundance","brt","var","measured"
-0.0366829643606574,0.193392777441937,0.078847456621765,0.181835679037943,0.157510602227166,"rel_abundance","brt","var","measured"
-1.06558474458282,0.0701038195433063,-0.0278434023208307,0.147011524851913,0.113759840913464,"k_index","brt","v","raster_extract"
-1.05656708983156,0.0253495159056737,-0.133161642192889,0.641997447529237,0.487658033596039,"shannon","brt","v","raster_extract"
-0.549676411793992,0.00686751669487424,18.2730880908755,812.046157762269,580.032128494777,"abundance","brt","v","raster_extract"
-0.182904270121174,0.0121097409997815,-0.0381046622676188,0.183040049260339,0.139309936054176,"rel_abundance","brt","v","raster_extract"
-0.33129868905535,0.00228366847943895,-0.0243767114617327,0.123778764216843,0.103165994243652,"k_index","brt","v + wd","raster_extract"
-0.816142223476949,3.01988136312305e-06,-0.0921579809836108,0.724908045113038,0.596595429354579,"shannon","brt","v + wd","raster_extract"
-0.172268668859348,0.00707746015439005,250.802662538678,779.710269115238,494.03623105167,"abundance","brt","v + wd","raster_extract"
-0.184607261828602,0.00216138266663573,-0.0239695279135525,0.190158192020437,0.145202967445196,"rel_abundance","brt","v + wd","raster_extract"
0.127461755462539,0.361088693637816,0.00989964137779086,0.110726203591281,0.0912939858639729,"k_index","brt","var","raster_extract"
-0.595172111505211,0.032421298490446,-0.192826941726347,0.652273952390138,0.547340025599005,"shannon","brt","var","raster_extract"
-0.1413500829863,0.00471722987376677,167.49696619591,777.380050804841,500.202773313844,"abundance","brt","var","raster_extract"
-0.231739421094615,0.017855968973678,-0.086762685322299,0.205856728487547,0.173654290817334,"rel_abundance","brt","var","raster_extract"
0.353150878153292,0.353939280370306,-8.21561690188962e-05,0.103232487814926,0.0741387577185741,"k_index","brt","velocity","training"
-0.0773206885865669,NA,-0.181615942610093,0.677920259009466,0.526315219013743,"shannon","brt","velocity","training"
-0.277299773925958,NA,361.450883506001,775.748510797361,647.114318847656,"abundance","brt","velocity","training"
-0.685900617184678,NA,0.144906151228017,0.227181106018136,0.199781311545035,"rel_abundance","brt","velocity","training"
0.610865919114202,0.835130569427896,-0.0164125301688841,0.0800690233942609,0.0613821733579045,"k_index","brt","wd","training"
