"nse","r2","bias","rmse","mae","index","model","predictor","origin"
-1.06558474458282,0.0701038195433063,-0.0278434023208307,0.147011524851913,0.113759840913464,"k_index","brt","v","raster_extract"
-1.05656708983156,0.0253495159056737,-0.133161642192889,0.641997447529237,0.487658033596039,"shannon","brt","v","raster_extract"
-0.549676411793992,0.00686751669487424,18.2730880908755,812.046157762269,580.032128494777,"abundance","brt","v","raster_extract"
-0.182904270121174,0.0121097409997815,-0.0381046622676188,0.183040049260339,0.139309936054176,"rel_abundance","brt","v","raster_extract"
-0.33129868905535,0.00228366847943895,-0.0243767114617327,0.123778764216843,0.103165994243652,"k_index","brt","v + wd","raster_extract"
-0.816142223476949,3.01988136312305e-06,-0.0921579809836108,0.724908045113038,0.596595429354579,"shannon","brt","v + wd","raster_extract"
-0.172268668859348,0.00707746015439005,250.802662538678,779.710269115238,494.03623105167,"abundance","brt","v + wd","raster_extract"
-0.184607261828602,0.00216138266663573,-0.0239695279135525,0.190158192020437,0.145202967445196,"rel_abundance","brt","v + wd","raster_extract"
0.127461755462539,0.361088693637816,0.00989964137779086,0.110726203591281,0.0912939858639729,"k_index","brt","var","raster_extract"
-0.595172111505211,0.032421298490446,-0.192826941726347,0.652273952390138,0.547340025599005,"shannon","brt","var","raster_extract"
-0.1413500829863,0.00471722987376677,167.49696619591,777.380050804841,500.202773313844,"abundance","brt","var","raster_extract"
-0.231739421094615,0.017855968973678,-0.086762685322299,0.205856728487547,0.173654290817334,"rel_abundance","brt","var","raster_extract"
