"lm_p_value","lm_slope","rmse","mae","nse","mean_obs","mean_raster","sd_obs","sd_raster","min_obs","min_raster","max_obs","max_raster","section","variable"
0.0159539404261557,0.658587246323255,0.171202668693816,0.135895640044716,-0.596920391892209,0.169619941703904,0.302570921136066,0.141502195167934,0.137995676584878,0.0116582902797112,0.0149179482832551,0.50689996818672,0.549284815788269,"L2","froude"
0.00519508966280987,0.861635575893072,16.3407368467206,12.4000072671353,-0.418771525099353,9.42205200408551,21.7940916052709,14.3287955098596,16.516948476664,0.0271745152354571,0.0444949045777321,51.3731983107034,60.3236045837402,"L2","shear_stress"
0.000340087352258986,0.958342895430224,14.9276710582332,11.232057911341,0.246953706433168,8.12338177788492,19.3538262472187,17.9669971666439,20.0355334933055,0.00054349030470914,0.000934392970521,63.7027659052722,73.8964157104492,"L2","stream_power"
0.665880850703586,0.203579509389161,0.548233076513762,0.49583333859841,-11.7404459363749,0.200833333333333,0.686833339432876,0.160423209232972,0.234430385405973,0.01,0.374000012874603,0.51,1.20700001716614,"M1","velocity"
0.00875471931772617,0.717374291959446,0.0998799234198699,0.0734999984875322,0.419695467283495,0.245833333333333,0.231166667304933,0.136944470055522,0.137118285391995,0.08,0.0260000005364418,0.49,0.400999993085861,"M1","wd"
0.670263928734306,-0.331878599093196,0.475473963949366,0.41466614436935,-30.3215628259865,0.124867269577279,0.539533413946629,0.0887358899832595,0.214354001747834,0.010096375546923,0.256966918706894,0.264150977741507,0.843506455421448,"M1","froude"
0.994445983317359,-0.0217604780550214,77.6431218315344,62.0613387743921,-259.34191230084,4.56049582160599,66.6218345959981,5.02603170774097,48.4600782427699,0.0203808864265928,13.202205657959,13.9507167590028,142.255447387695,"M1","shear_stress"
0.993467295288153,0.0569066405633879,64.6411872462447,47.0782242660884,-979.531949542981,1.58043686100208,48.6586611270904,2.15611901775512,46.2209805075565,0.00020380886426592,5.95419502258301,5.51743870484482,162.900421142578,"M1","stream_power"
0.00425482530397118,1.01043348046159,0.297957483242115,0.217111107409001,0.32027604519935,0.418888888888889,0.605333332386282,0.383322463614006,0.459098566674312,0.01,0.0850000008940697,1.2,1.22699999809265,"S1","velocity"
0.330300189182945,0.249754976976605,0.381195342242766,0.319444442258941,-1.46494261879664,0.572222222222222,0.274555552336905,0.257525619006041,0.174929346041589,0.11,0.0759999975562096,1.06,0.556999981403351,"S1","wd"
0.00212931522827392,1.85160946645595,0.333242863825211,0.26198777266578,-3.19791661586249,0.183098509124556,0.435099302894539,0.172512359570988,0.365976628297376,0.00373683624122972,0.0979215800762177,0.516613079807823,0.898738324642181,"S1","froude"
0.00466487353514935,3.33599468689461,73.0024156611758,50.1142635137964,-17.8508719096342,11.9919619830944,61.6540582312478,17.8339593024434,70.8864183901135,0.00279190225021819,1.91711831092834,53.3608662805339,161.494827270508,"S1","shear_stress"
0.00871609722777644,3.00659532018193,79.3187267883891,53.3496203954114,-15.1578459404626,10.8014638076327,63.949346040686,20.9295679901503,78.0776575720868,2.79190225021819e-05,0.164689645171165,64.0330395366406,198.154144287109,"S1","stream_power"
0.811968785267447,0.0113189013205506,0.391143196387606,0.263833333170041,-0.638199029733509,0.300833333333333,0.0565000004911174,0.319188127294955,0.0469128792310345,0.01,0.00700000021606684,1.13,0.155000001192093,"S2","velocity"
0.483426543649134,0.705516900498618,1.28466865421912,1.12116667809586,-24.2522304661654,0.516666666666667,1.53183335003753,0.267014924109065,0.839917852167099,0.16,0.101000003516674,0.91,2.67700004577637,"S2","wd"
0.603829065753986,-0.0299515631451208,0.185255378951897,0.12538095144978,-0.73709715272551,0.135619273045988,0.0227297519159038,0.146809125919604,0.0263232762437427,0.00555787181813506,0.00162438221741468,0.486477316819033,0.0733377635478973,"S2","froude"
0.476941742677144,-0.00617906871264803,15.7416108935017,7.58089434491923,-0.300203065439427,7.62746336341476,0.230289568222361,14.4190902722923,0.391568768216501,0.00617602618987661,0.00052755599608644,47.3170070511206,1.07534396648407,"S2","shear_stress"
0.520424445097298,-0.000608441074087739,16.2287188364216,6.29747627299126,-0.177818503945682,6.30987189241147,0.0259369768738414,15.6185002942862,0.0461055610105401,6.17602618987661e-05,3.69289205082168e-06,53.4682179677663,0.112605154514313,"S2","stream_power"
0.0365063144558499,0.393657823288162,0.504350586290547,0.393166670203209,-0.0233824034888244,0.900833333333333,1.21199999749661,0.520724291615811,0.337930332179208,0.05,0.462999999523163,1.83,1.64100003242493,"TH4","velocity"
0.000194654132505377,0.835792804353199,0.175440636279956,0.138916662981113,0.524254430080562,0.438333333333333,0.561583333959182,0.26566668567735,0.253782822482893,0.13,0.158000007271767,0.92,0.994000017642975,"TH4","wd"
0.0244023531254692,0.394089140580157,0.181372422052116,0.140900887779668,0.167133564989447,0.434460271254265,0.532675720751286,0.207576341351797,0.127421847973874,0.0442755356968213,0.371892929077148,0.698341041109971,0.78029078245163,"TH4","froude"
0.0112934360981967,0.600142210987381,27.8233529028181,23.9949501696673,0.280886161939282,45.6361056518511,59.7063800493876,34.2692753989541,29.3897222078452,0.391940123588323,27.6520881652832,97.5050722200237,121.732078552246,"TH4","shear_stress"
0.0923402638007225,0.509599450603794,58.2843825917412,45.0393432327893,-0.198909195836928,54.4633306993673,78.7811778386434,55.5972531315147,55.8580442134048,0.0195970061794162,12.8029174804688,178.434282162643,194.406127929688,"TH4","stream_power"
0.0064534089811254,0.66182281911227,0.434657525277471,0.349999997615814,-0.134073318675414,0.695,1.02333333094915,0.426305481593145,0.3838196371158,0.05,0.263999998569489,1.63,1.61500000953674,"VR3","velocity"
5.93148624726171e-05,0.993609395089049,0.127752697636994,0.109416667620341,0.625736403772877,0.499166666666667,0.579750006397565,0.218109994491242,0.240175748418655,0.23,0.229000002145767,0.83,1.02900004386902,"VR3","wd"
0.02822902127547,0.6028788306653,0.197740659868335,0.156877898973285,-0.366569697575068,0.308992760954502,0.445949227859576,0.176674701537195,0.169163487385274,0.0332867644385588,0.143088489770889,0.728732288660182,0.624181389808655,"VR3","froude"
0.087480465862309,0.497990920304135,33.6307650822595,25.5252113583554,-0.475401912692216,24.8099826073438,45.0061668157578,28.9185062847858,28.027172969531,0.221531374202096,4.09356260299683,106.176425778067,77.8957443237305,"VR3","shear_stress"
0.0828110905499996,0.458798091016492,50.5986461711667,37.0674857661479,-0.193889310618435,27.3662761573655,54.1397313376268,48.3672221464422,42.6405072152615,0.0110765687101048,1.08070051670074,173.06757401825,124.240333557129,"VR3","stream_power"
5.82091559098802e-09,0.600851257653738,0.474328207540046,0.379044943611776,-0.0902304135969567,0.562022471910112,0.753741572098283,0.456849835522076,0.482149057405153,0.01,0.00499999988824129,1.83,1.67299997806549,"all","velocity"
7.38690071864087e-05,0.956575224566302,0.508064532901001,0.282033710231105,-3.98996055350984,0.422247191011236,0.564775285112222,0.228730452761387,0.536927943890189,0.08,0.00999999977648258,1.06,2.67700004577637,"all","wd"
1.32761275043608e-07,0.837632292435627,0.333552328667098,0.241388850853956,-1.39079986191677,0.278962999004161,0.433769747367642,0.216943195658955,0.34650378111889,0.00373683624122972,0.00162438221741468,0.902803182147575,2.16270112991333,"all","froude"
1.6344265599245e-09,2.07709627590515,102.946821238247,46.4965166148558,-9.77101420977667,24.8632812907744,61.3549160075863,31.5455649044906,111.850423311673,0.00279190225021819,0.00052755599608644,162.958957849817,935.158203125,"all","shear_stress"
4.21080876551185e-12,2.5043148795928,157.877137200261,58.0399829333286,-10.6906554494877,26.6207831160317,72.2224592390347,46.4358585303809,178.182635635841,2.79190225021819e-05,3.69289205082168e-06,280.289407501684,1564.51965332031,"all","stream_power"
