"lm_p_value","lm_slope","rmse","mae","nse","mean_obs","mean_raster","sd_obs","sd_raster","min_obs","min_raster","max_obs","max_raster","section","variable"
0.592475471236664,0.138251949362521,0.455152469942887,0.362444438934326,-0.374147554130069,1.03444444444444,1.21066665649414,0.411828578146026,0.274620178150158,0.22,0.783999979496002,1.72,1.67299997806549,"GL1","velocity"
0.263683359686965,1.74184776194718,0.175516066114187,0.142777780211634,-26.1225765934801,0.385555555555556,0.26788888581925,0.035746017649212,0.149178117637058,0.31,0.0610000006854534,0.43,0.465999990701675,"GL1","wd"
0.039350120383612,1.64807124943115,0.518299157343771,0.387462251415884,-5.57647105247049,0.532897685760981,0.893382979763879,0.214368173479782,0.511406091784146,0.115474825623527,0.516430199146271,0.902803182147575,2.16270112991333,"GL1","froude"
0.00341573257074894,5.34228297753711,268.65836501868,147.33728111079,-39.7186176376253,64.9449099101131,206.056500752767,44.6560305056792,279.482602040089,2.66604027850565,53.3230895996094,162.958957849817,935.158203125,"GL1","shear_stress"
0.000558975435564919,5.42423668572218,440.858320476908,225.002205081957,-31.9952419955125,82.5689783610598,294.734947628445,81.4047307253477,482.982963992865,0.586528861271243,48.7906303405762,280.289407501684,1564.51965332031,"GL1","stream_power"
0.193989348428142,-0.483740539047684,0.665923281716823,0.606727274937386,-2.28568789483877,0.637272727272727,0.591999998570166,0.3853074333332,0.439828146885574,0.01,0.00499999988824129,1.33,1.51999998092651,"GL2","velocity"
0.355789047561475,0.450501384354999,0.251453601552721,0.206181827126579,-1.49111049810954,0.27,0.351454549384388,0.167092788593643,0.24390464208917,0.1,0.00999999977648258,0.66,0.730000019073486,"GL2","wd"
0.931180884673835,0.0628180286526132,0.44151503542485,0.359445385260505,-4.3933146026953,0.391002450815388,0.411605322225528,0.199394861955913,0.423318933520547,0.00962651637096513,0.0159637704491615,0.612909733833675,1.31113922595978,"GL2","froude"
0.803399841554688,0.351736838483675,114.52866569537,71.1252049206597,-17.5149563477254,37.7933631327671,66.4443038366735,27.9157433827894,115.301574697576,0.0185280785696298,0.0509522147476673,75.1078125,343.708038330078,"GL2","shear_stress"
0.682929166503184,-0.668872637117045,160.977269298055,81.8015456706938,-26.0134529767038,32.2541953774738,71.648020629316,32.4841006959832,155.984487870028,0.00018528078569629,0.00025476107839494,99.893390625,522.436218261719,"GL2","stream_power"
0.00285494745718776,0.674738189980402,0.378616012333097,0.317583330416431,-0.222717872487459,0.396666666666667,0.706916667676221,0.357626858187371,0.309957024847763,0.02,0.0209999997168779,1.24,1.22500002384186,"L2","velocity"
0.00017534339158333,0.85922578686241,0.130248164009328,0.113083335310221,0.544464518096611,0.465833333333333,0.555416674663623,0.20156020230074,0.197332882438877,0.16,0.202000007033348,0.72,0.804000020027161,"L2","wd"
