"nse","bias","mae","rmse","r2","index","predictor","model"
-0.445424619851544,0.0234357149261292,0.120864987108586,0.1453043032502,0.001809525269208,"k_index","v + add","brt"
-0.664013098924688,0.105827480814259,0.548582999482189,0.671164227277181,0.00565905455558038,"shannon","v + add","brt"
-0.188951204948328,-64.4920792579651,525.919619719187,773.197953260617,0.0033024928970729,"abundance","v + add","brt"
-0.653398797673699,-0.0147181508765728,0.159914215899743,0.232423041853082,0.00115376001448084,"rel_abundance","v + add","brt"
-0.574609478531229,0.0332708252825395,0.125259741775941,0.151658649078076,0.00495553870569123,"k_index","v + wd + add","brt"
-0.655426051803738,0.0883476277305686,0.555860129217447,0.669430234492572,0.00904911087477807,"shannon","v + wd + add","brt"
-0.69415458355308,-15.8108590245247,651.273735185464,922.964926184606,0.000478776187369132,"abundance","v + wd + add","brt"
-0.781917307800837,0.00938413119957962,0.165361691337423,0.241287122984071,0.000708308835635376,"rel_abundance","v + wd + add","brt"
0.152963571674034,0.0278119897984342,0.0900848879384569,0.111232525194587,0.238108081203545,"k_index","samp + add","brt"
-0.447511928213534,0.181234073194334,0.508536210915194,0.625981510908262,0.00444657289528095,"shannon","samp + add","brt"
0.00889817168490004,76.1614460082104,491.318215615426,705.940045671459,0.150006107348804,"abundance","samp + add","brt"
-0.0418993504638774,0.00865946685983005,0.125539635447469,0.184502924987175,0.0992787979929422,"rel_abundance","samp + add","brt"
0.335985972853085,-0.0012743019915743,0.0814044004181497,0.0984848390300676,0.344716415589608,"k_index","all + add","brt"
-0.286442672479214,0.078575238885948,0.505550498845454,0.590127222688731,0.0143765918508172,"shannon","all + add","brt"
-0.0466344711051787,0.888644695281982,515.572585264842,725.447848712739,0.0363338933896968,"abundance","all + add","brt"
-0.775617555332823,0.0531211046970603,0.183269444270852,0.240860224616215,0.00299300679589119,"rel_abundance","all + add","brt"
