"Feature","Gain","index","model"
"y",0.440717795698673,"k_index","xgboost w/ coordinates"
"x",0.370449527595795,"k_index","xgboost w/ coordinates"
"velocity",0.188832676705531,"k_index","xgboost w/ coordinates"
"x",0.429899381754703,"shannon_index","xgboost w/ coordinates"
"y",0.379018513924308,"shannon_index","xgboost w/ coordinates"
"velocity",0.191082104320989,"shannon_index","xgboost w/ coordinates"
"x",0.424942440167371,"abundance","xgboost w/ coordinates"
"y",0.322148709411764,"abundance","xgboost w/ coordinates"
"velocity",0.252908850420865,"abundance","xgboost w/ coordinates"
"x",0.446930878020436,"rel_abundance","xgboost w/ coordinates"
"y",0.308306010827349,"rel_abundance","xgboost w/ coordinates"
"velocity",0.244763111152215,"rel_abundance","xgboost w/ coordinates"
