"z","velocity","wd_m","ecomorph_class","biogeo_int","mean_diff_nitrogen","mean_diff_phosphor","nr_inhabitants","dom_ww_disch","geology_int","index"
0.158567520524276,0.126840461483807,0.146424693194144,0.0422493335892479,0.0280325681651316,0.116839109018664,0.230540369522537,0.0653509173382135,0.081034165195598,0.00412086196838096,"k_index"
0.175102010249525,0.135034434890502,0.0973494208422931,0.0710258737347516,0.0264982935474886,0.0678415629204868,0.152897537537127,0.125168080015938,0.114082219002548,0.0350005672593402,"shannon"
0.150081155215009,0.138935679549061,0.162147791899267,0.0597430960616522,0.0432745042167676,0.0949033425761514,0.116357114911667,0.100137179109717,0.115176535059555,0.0192436014011529,"abundance"
0.148875636107336,0.127800841707262,0.172371538939215,0.0671548418238736,0.0434559385981631,0.0950961350858338,0.107643331786721,0.112557178506983,0.105838900891272,0.0192056565533405,"rel_abundance"
