"velocity","wd_m","x","y"
0.206156611844704,0.213603900632626,0.281731510426603,0.298507977096067
0.215442735356647,0.194808602888484,0.305470439884063,0.284278221870806
0.223671311519929,0.253182361573811,0.286576756636209,0.236569570270052
0.247005970453008,0.233017556957398,0.27016405916745,0.249812413422145
