"velocity","wd_m","index"
0.286325420652065,0.320604272855616,"k_index"
8.18126514029055,7.78835580390586,"shannon"
8077550.32861648,12844114.8961314,"abundance"
0.420988516779232,0.709321870134579,"rel_abundance"
