"Feature","Gain","index","model"
"z",0.50865412801284,"k_index","xgboost w/o coordinates"
"velocity",0.144818331830391,"k_index","xgboost w/o coordinates"
"dist_w",0.129106911614324,"k_index","xgboost w/o coordinates"
"wd_m",0.0955397447370395,"k_index","xgboost w/o coordinates"
"moos_cover",0.0555905625645582,"k_index","xgboost w/o coordinates"
"alg_cover",0.0481554471260344,"k_index","xgboost w/o coordinates"
"sub_type_int",0.00675760273969957,"k_index","xgboost w/o coordinates"
"cpom_cover",0.00466945631979276,"k_index","xgboost w/o coordinates"
"clog_3_class_int",0.0044760372899382,"k_index","xgboost w/o coordinates"
"clog_6_class_int",0.00131419814660602,"k_index","xgboost w/o coordinates"
"cat_velocity",0.000917579618776155,"k_index","xgboost w/o coordinates"
"z",0.435975579868881,"shannon_index","xgboost w/o coordinates"
"wd_m",0.174642509705504,"shannon_index","xgboost w/o coordinates"
"velocity",0.164364419593848,"shannon_index","xgboost w/o coordinates"
"dist_w",0.0919480268166525,"shannon_index","xgboost w/o coordinates"
"moos_cover",0.0729108618308137,"shannon_index","xgboost w/o coordinates"
"alg_cover",0.0379641836635916,"shannon_index","xgboost w/o coordinates"
"clog_6_class_int",0.00915204437095391,"shannon_index","xgboost w/o coordinates"
"clog_3_class_int",0.00433891855914216,"shannon_index","xgboost w/o coordinates"
"sub_type_int",0.00406073369635082,"shannon_index","xgboost w/o coordinates"
"cat_velocity",0.00262330981477158,"shannon_index","xgboost w/o coordinates"
"cpom_cover",0.00201941207949077,"shannon_index","xgboost w/o coordinates"
"z",0.296834123398556,"abundance","xgboost w/o coordinates"
"wd_m",0.199598010445447,"abundance","xgboost w/o coordinates"
"dist_w",0.138365104764445,"abundance","xgboost w/o coordinates"
"velocity",0.0994613624173354,"abundance","xgboost w/o coordinates"
"cpom_cover",0.078856995583771,"abundance","xgboost w/o coordinates"
"alg_cover",0.0736267656768326,"abundance","xgboost w/o coordinates"
"clog_3_class_int",0.0668636980524396,"abundance","xgboost w/o coordinates"
"clog_6_class_int",0.023786406700759,"abundance","xgboost w/o coordinates"
"moos_cover",0.0107756459365039,"abundance","xgboost w/o coordinates"
"sub_type_int",0.00965786162348854,"abundance","xgboost w/o coordinates"
"cat_velocity",0.00217402540042207,"abundance","xgboost w/o coordinates"
"z",0.310657477231734,"rel_abundance","xgboost w/o coordinates"
"wd_m",0.163897551193975,"rel_abundance","xgboost w/o coordinates"
"dist_w",0.14856525571265,"rel_abundance","xgboost w/o coordinates"
"cpom_cover",0.131199383621947,"rel_abundance","xgboost w/o coordinates"
"velocity",0.128208784176637,"rel_abundance","xgboost w/o coordinates"
"alg_cover",0.0283278679914093,"rel_abundance","xgboost w/o coordinates"
"clog_3_class_int",0.023750494108062,"rel_abundance","xgboost w/o coordinates"
"moos_cover",0.0218514059562178,"rel_abundance","xgboost w/o coordinates"
"clog_6_class_int",0.0171334850617885,"rel_abundance","xgboost w/o coordinates"
"cat_velocity",0.0169575596267579,"rel_abundance","xgboost w/o coordinates"
"sub_type_int",0.00945073531882243,"rel_abundance","xgboost w/o coordinates"
