"velocity","wd_m","index"
0.464682792159491,0.535317207840509,"k_index"
0.515274691966193,0.484725308033807,"shannon"
0.379720550811535,0.620279449188465,"abundance"
0.365490993387489,0.634509006612511,"rel_abundance"
