"conduct_during","yhat","predictors","model","index"
28.7,733.788309628853,"conduct_during","all predictors w/o coordinates","abundance"
55.1681818181818,733.788309628853,"conduct_during","all predictors w/o coordinates","abundance"
81.6363636363636,733.788309628853,"conduct_during","all predictors w/o coordinates","abundance"
108.104545454545,733.788309628853,"conduct_during","all predictors w/o coordinates","abundance"
134.572727272727,733.788309628853,"conduct_during","all predictors w/o coordinates","abundance"
161.040909090909,733.788309628853,"conduct_during","all predictors w/o coordinates","abundance"
187.509090909091,733.788309628853,"conduct_during","all predictors w/o coordinates","abundance"
213.977272727273,733.788309628853,"conduct_during","all predictors w/o coordinates","abundance"
240.445454545455,734.144305684157,"conduct_during","all predictors w/o coordinates","abundance"
266.913636363636,734.144305684157,"conduct_during","all predictors w/o coordinates","abundance"
293.381818181818,734.895305963941,"conduct_during","all predictors w/o coordinates","abundance"
319.85,734.895305963941,"conduct_during","all predictors w/o coordinates","abundance"
346.318181818182,735.967374415933,"conduct_during","all predictors w/o coordinates","abundance"
372.786363636364,735.967374415933,"conduct_during","all predictors w/o coordinates","abundance"
399.254545454545,735.96740461346,"conduct_during","all predictors w/o coordinates","abundance"
425.722727272727,735.96740461346,"conduct_during","all predictors w/o coordinates","abundance"
452.190909090909,735.96740461346,"conduct_during","all predictors w/o coordinates","abundance"
478.659090909091,735.96740461346,"conduct_during","all predictors w/o coordinates","abundance"
505.127272727273,735.96740461346,"conduct_during","all predictors w/o coordinates","abundance"
531.595454545454,735.96740461346,"conduct_during","all predictors w/o coordinates","abundance"
558.063636363636,735.96740461346,"conduct_during","all predictors w/o coordinates","abundance"
584.531818181818,735.96740461346,"conduct_during","all predictors w/o coordinates","abundance"
611,735.96740461346,"conduct_during","all predictors w/o coordinates","abundance"
