"sub_type_int","yhat","predictors","model","index"
0,2.53926547378716,"sub_type","sampling w/o coordinates","shannon_index"
1,2.54411976104947,"sub_type","sampling w/o coordinates","shannon_index"
2,2.54159973368601,"sub_type","sampling w/o coordinates","shannon_index"
3,2.50589754790161,"sub_type","sampling w/o coordinates","shannon_index"
