"clog_3_class_int","yhat","predictors","model","index"
0,0.204441217604934,"clog_3_class","sampling w/ coordinates","rel_abundance"
1,0.18097449233342,"clog_3_class","sampling w/ coordinates","rel_abundance"
2,0.170187004668315,"clog_3_class","sampling w/ coordinates","rel_abundance"
