"cpom_cover","yhat","predictors","model","index"
1,2.67488028652008,"cpom_cover","sampling w/o coordinates","shannon_index"
2,2.65162402826388,"cpom_cover","sampling w/o coordinates","shannon_index"
3,2.65112412454007,"cpom_cover","sampling w/o coordinates","shannon_index"
