"conduct_during","yhat","predictors","model","index"
28.7,2.71220757863078,"conduct_during","all predictors w/o coordinates","shannon_index"
55.1681818181818,2.71122249450779,"conduct_during","all predictors w/o coordinates","shannon_index"
81.6363636363636,2.65991864680058,"conduct_during","all predictors w/o coordinates","shannon_index"
108.104545454545,2.65991864680058,"conduct_during","all predictors w/o coordinates","shannon_index"
134.572727272727,2.65399553225466,"conduct_during","all predictors w/o coordinates","shannon_index"
161.040909090909,2.65386952956732,"conduct_during","all predictors w/o coordinates","shannon_index"
187.509090909091,2.65401123333861,"conduct_during","all predictors w/o coordinates","shannon_index"
213.977272727273,2.65382043675545,"conduct_during","all predictors w/o coordinates","shannon_index"
240.445454545455,2.65651907378359,"conduct_during","all predictors w/o coordinates","shannon_index"
266.913636363636,2.66173879403705,"conduct_during","all predictors w/o coordinates","shannon_index"
293.381818181818,2.66038896154509,"conduct_during","all predictors w/o coordinates","shannon_index"
319.85,2.66330090612004,"conduct_during","all predictors w/o coordinates","shannon_index"
346.318181818182,2.66535139556212,"conduct_during","all predictors w/o coordinates","shannon_index"
372.786363636364,2.66799408640773,"conduct_during","all predictors w/o coordinates","shannon_index"
399.254545454545,2.6784320454878,"conduct_during","all predictors w/o coordinates","shannon_index"
425.722727272727,2.6780350649635,"conduct_during","all predictors w/o coordinates","shannon_index"
452.190909090909,2.67821011568552,"conduct_during","all predictors w/o coordinates","shannon_index"
478.659090909091,2.67672711310391,"conduct_during","all predictors w/o coordinates","shannon_index"
505.127272727273,2.6768704660725,"conduct_during","all predictors w/o coordinates","shannon_index"
531.595454545454,2.67711449506018,"conduct_during","all predictors w/o coordinates","shannon_index"
558.063636363636,2.67760852767474,"conduct_during","all predictors w/o coordinates","shannon_index"
584.531818181818,2.67760852767474,"conduct_during","all predictors w/o coordinates","shannon_index"
611,2.67760852767474,"conduct_during","all predictors w/o coordinates","shannon_index"
