"moos_cover","yhat","predictors","model","index"
0,751.512586209315,"moos_cover","sampling w/ coordinates","abundance"
1,870.717877875982,"moos_cover","sampling w/ coordinates","abundance"
2,870.507720468575,"moos_cover","sampling w/ coordinates","abundance"
3,871.578319234007,"moos_cover","sampling w/ coordinates","abundance"
