"sub_type_int","yhat","predictors","model","index"
0,2.52323166563831,"sub_type","sampling w/ coordinates","shannon_index"
1,2.52484427923682,"sub_type","sampling w/ coordinates","shannon_index"
2,2.53048267525931,"sub_type","sampling w/ coordinates","shannon_index"
3,2.53487284307091,"sub_type","sampling w/ coordinates","shannon_index"
