"gaug_before","yhat","predictors","model","index"
226.76,0.530487625593456,"gaug_before","all predictors w/ coordinates","k_index"
293.908,0.530074650475338,"gaug_before","all predictors w/ coordinates","k_index"
361.056,0.53007598503846,"gaug_before","all predictors w/ coordinates","k_index"
428.204,0.530291036572634,"gaug_before","all predictors w/ coordinates","k_index"
495.352,0.532440299118583,"gaug_before","all predictors w/ coordinates","k_index"
562.5,0.53251439958295,"gaug_before","all predictors w/ coordinates","k_index"
629.648,0.528513008949638,"gaug_before","all predictors w/ coordinates","k_index"
696.796,0.526166920192605,"gaug_before","all predictors w/ coordinates","k_index"
763.944,0.526166920192605,"gaug_before","all predictors w/ coordinates","k_index"
831.092,0.526166920192605,"gaug_before","all predictors w/ coordinates","k_index"
898.24,0.526186015265216,"gaug_before","all predictors w/ coordinates","k_index"
965.388,0.532490387510089,"gaug_before","all predictors w/ coordinates","k_index"
1032.536,0.532490387510089,"gaug_before","all predictors w/ coordinates","k_index"
1099.684,0.532490387510089,"gaug_before","all predictors w/ coordinates","k_index"
1166.832,0.532490387510089,"gaug_before","all predictors w/ coordinates","k_index"
1233.98,0.532490387510089,"gaug_before","all predictors w/ coordinates","k_index"
