"alg_cover","yhat","predictors","model","index"
1,0.529117291953294,"alg_cover","all predictors w/o coordinates","k_index"
2,0.530883351650292,"alg_cover","all predictors w/o coordinates","k_index"
3,0.538406367565473,"alg_cover","all predictors w/o coordinates","k_index"
4,0.535817453875552,"alg_cover","all predictors w/o coordinates","k_index"
5,0.536864182884278,"alg_cover","all predictors w/o coordinates","k_index"
