"clog_3_class_int","yhat","predictors","model","index"
0,798.729666666667,"clog_3_class","sampling w/o coordinates","abundance"
1,712.546291666667,"clog_3_class","sampling w/o coordinates","abundance"
2,678.755824074074,"clog_3_class","sampling w/o coordinates","abundance"
