"sub_type_int","yhat","predictors","model","index"
0,2.56052375604456,"sub_type","sampling w/ coordinates","shannon_index"
1,2.556508331754,"sub_type","sampling w/ coordinates","shannon_index"
2,2.51511408646869,"sub_type","sampling w/ coordinates","shannon_index"
3,2.4894850217509,"sub_type","sampling w/ coordinates","shannon_index"
