"cpom_cover","yhat","predictors","model","index"
1,2.52074469088837,"cpom_cover","sampling w/o coordinates","shannon_index"
2,2.50425502367262,"cpom_cover","sampling w/o coordinates","shannon_index"
3,2.50660541793534,"cpom_cover","sampling w/o coordinates","shannon_index"
