"conduct_before","yhat","predictors","model","index"
28.8,731.835250738356,"conduct_before","all predictors w/o coordinates","abundance"
59.3368421052632,732.532805017169,"conduct_before","all predictors w/o coordinates","abundance"
89.8736842105263,733.329342962436,"conduct_before","all predictors w/o coordinates","abundance"
120.410526315789,733.329342962436,"conduct_before","all predictors w/o coordinates","abundance"
150.947368421053,733.384570619441,"conduct_before","all predictors w/o coordinates","abundance"
181.484210526316,734.589360940014,"conduct_before","all predictors w/o coordinates","abundance"
212.021052631579,734.524019152574,"conduct_before","all predictors w/o coordinates","abundance"
242.557894736842,735.532217580535,"conduct_before","all predictors w/o coordinates","abundance"
273.094736842105,721.642726276187,"conduct_before","all predictors w/o coordinates","abundance"
303.631578947368,714.466137157154,"conduct_before","all predictors w/o coordinates","abundance"
334.168421052632,714.60962619348,"conduct_before","all predictors w/o coordinates","abundance"
364.705263157895,714.173334773065,"conduct_before","all predictors w/o coordinates","abundance"
395.242105263158,720.256264655219,"conduct_before","all predictors w/o coordinates","abundance"
425.778947368421,768.185046827486,"conduct_before","all predictors w/o coordinates","abundance"
456.315789473684,770.094108838234,"conduct_before","all predictors w/o coordinates","abundance"
486.852631578947,778.34700155735,"conduct_before","all predictors w/o coordinates","abundance"
517.389473684211,778.333129093582,"conduct_before","all predictors w/o coordinates","abundance"
547.926315789474,793.805826348843,"conduct_before","all predictors w/o coordinates","abundance"
578.463157894737,793.805826348843,"conduct_before","all predictors w/o coordinates","abundance"
609,793.805826348843,"conduct_before","all predictors w/o coordinates","abundance"
