"alg_cover","yhat","predictors","model","index"
1,0.172673533611858,"alg_cover","sampling w/ coordinates","rel_abundance"
2,0.190188061286419,"alg_cover","sampling w/ coordinates","rel_abundance"
3,0.259136859570154,"alg_cover","sampling w/ coordinates","rel_abundance"
4,0.257480115389424,"alg_cover","sampling w/ coordinates","rel_abundance"
5,0.295568939517209,"alg_cover","sampling w/ coordinates","rel_abundance"
