"q_after","yhat","predictors","model","index"
2.3,0.532950826140043,"q_after","all predictors w/o coordinates","k_index"
6.14666666666667,0.533238938532069,"q_after","all predictors w/o coordinates","k_index"
9.99333333333333,0.532833968577852,"q_after","all predictors w/o coordinates","k_index"
13.84,0.53260912213943,"q_after","all predictors w/o coordinates","k_index"
17.6866666666667,0.530197079609665,"q_after","all predictors w/o coordinates","k_index"
21.5333333333333,0.52988678196725,"q_after","all predictors w/o coordinates","k_index"
25.38,0.529685062356302,"q_after","all predictors w/o coordinates","k_index"
29.2266666666667,0.529856739658645,"q_after","all predictors w/o coordinates","k_index"
33.0733333333333,0.529859154770907,"q_after","all predictors w/o coordinates","k_index"
36.92,0.529859154770907,"q_after","all predictors w/o coordinates","k_index"
40.7666666666667,0.529858065824912,"q_after","all predictors w/o coordinates","k_index"
44.6133333333333,0.531919193452621,"q_after","all predictors w/o coordinates","k_index"
48.46,0.531919193452621,"q_after","all predictors w/o coordinates","k_index"
52.3066666666667,0.531919193452621,"q_after","all predictors w/o coordinates","k_index"
56.1533333333333,0.531919193452621,"q_after","all predictors w/o coordinates","k_index"
60,0.531919193452621,"q_after","all predictors w/o coordinates","k_index"
