"sub_type_int","yhat","predictors","model","index"
0,2.66728951303504,"sub_type","sampling w/o coordinates","shannon_index"
1,2.66740323005892,"sub_type","sampling w/o coordinates","shannon_index"
2,2.67665895531494,"sub_type","sampling w/o coordinates","shannon_index"
3,2.64864542006293,"sub_type","sampling w/o coordinates","shannon_index"
