"cpom_cover","yhat","predictors","model","index"
1,2.67819757926939,"cpom_cover","sampling w/o coordinates","shannon_index"
2,2.55286860136666,"cpom_cover","sampling w/o coordinates","shannon_index"
3,2.53378855538271,"cpom_cover","sampling w/o coordinates","shannon_index"
