"cpom_cover","yhat","predictors","model","index"
1,0.530897810743058,"cpom_cover","sampling w/ coordinates","k_index"
2,0.540154239093816,"cpom_cover","sampling w/ coordinates","k_index"
3,0.540154239093816,"cpom_cover","sampling w/ coordinates","k_index"
