"temp_after","yhat","predictors","model","index"
5.3,0.543885670883428,"temp_after","all predictors w/o coordinates","k_index"
5.555,0.538923161660537,"temp_after","all predictors w/o coordinates","k_index"
5.81,0.538436278525966,"temp_after","all predictors w/o coordinates","k_index"
6.065,0.538537663811529,"temp_after","all predictors w/o coordinates","k_index"
6.32,0.538582811425671,"temp_after","all predictors w/o coordinates","k_index"
6.575,0.539017967644462,"temp_after","all predictors w/o coordinates","k_index"
6.83,0.539031049350778,"temp_after","all predictors w/o coordinates","k_index"
7.085,0.539057805299976,"temp_after","all predictors w/o coordinates","k_index"
7.34,0.539395645860129,"temp_after","all predictors w/o coordinates","k_index"
7.595,0.539347429107013,"temp_after","all predictors w/o coordinates","k_index"
7.85,0.539496954570603,"temp_after","all predictors w/o coordinates","k_index"
8.105,0.539571529515998,"temp_after","all predictors w/o coordinates","k_index"
8.36,0.539714771813847,"temp_after","all predictors w/o coordinates","k_index"
8.615,0.539840502014377,"temp_after","all predictors w/o coordinates","k_index"
8.87,0.539596451311728,"temp_after","all predictors w/o coordinates","k_index"
9.125,0.540827411245475,"temp_after","all predictors w/o coordinates","k_index"
9.38,0.540788638913145,"temp_after","all predictors w/o coordinates","k_index"
9.635,0.542082959910421,"temp_after","all predictors w/o coordinates","k_index"
9.89,0.54215379611846,"temp_after","all predictors w/o coordinates","k_index"
10.145,0.553525913529755,"temp_after","all predictors w/o coordinates","k_index"
10.4,0.553730480912956,"temp_after","all predictors w/o coordinates","k_index"
