"pH_after","yhat","predictors","model","index"
7.23,0.53283195221776,"pH_after","all predictors w/ coordinates","k_index"
7.33733333333333,0.53283195221776,"pH_after","all predictors w/ coordinates","k_index"
7.44466666666667,0.53283195221776,"pH_after","all predictors w/ coordinates","k_index"
7.552,0.532793026621973,"pH_after","all predictors w/ coordinates","k_index"
7.65933333333333,0.532793026621973,"pH_after","all predictors w/ coordinates","k_index"
7.76666666666667,0.532813308580168,"pH_after","all predictors w/ coordinates","k_index"
7.874,0.530930670444647,"pH_after","all predictors w/ coordinates","k_index"
7.98133333333333,0.530668314592238,"pH_after","all predictors w/ coordinates","k_index"
8.08866666666667,0.53076787065516,"pH_after","all predictors w/ coordinates","k_index"
8.196,0.531090555336435,"pH_after","all predictors w/ coordinates","k_index"
8.30333333333333,0.530671054648558,"pH_after","all predictors w/ coordinates","k_index"
8.41066666666667,0.530364200454134,"pH_after","all predictors w/ coordinates","k_index"
8.518,0.530872306417489,"pH_after","all predictors w/ coordinates","k_index"
8.62533333333333,0.530649492091771,"pH_after","all predictors w/ coordinates","k_index"
8.73266666666667,0.531679722551424,"pH_after","all predictors w/ coordinates","k_index"
8.84,0.525246144536526,"pH_after","all predictors w/ coordinates","k_index"
