"cpom_cover","yhat","predictors","model","index"
1,0.188861213170673,"cpom_cover","sampling w/ coordinates","rel_abundance"
2,0.361110866914883,"cpom_cover","sampling w/ coordinates","rel_abundance"
3,0.361110866914883,"cpom_cover","sampling w/ coordinates","rel_abundance"
