"pH_after","yhat","predictors","model","index"
7.23,0.192382625245746,"pH_after","all predictors w/o coordinates","rel_abundance"
7.31882352941177,0.192466030499257,"pH_after","all predictors w/o coordinates","rel_abundance"
7.40764705882353,0.192466030499257,"pH_after","all predictors w/o coordinates","rel_abundance"
7.49647058823529,0.192466030499257,"pH_after","all predictors w/o coordinates","rel_abundance"
7.58529411764706,0.192354003557051,"pH_after","all predictors w/o coordinates","rel_abundance"
7.67411764705882,0.192437638288397,"pH_after","all predictors w/o coordinates","rel_abundance"
7.76294117647059,0.192446494642784,"pH_after","all predictors w/o coordinates","rel_abundance"
7.85176470588235,0.192443839361962,"pH_after","all predictors w/o coordinates","rel_abundance"
7.94058823529412,0.192470206544617,"pH_after","all predictors w/o coordinates","rel_abundance"
8.02941176470588,0.192543022344697,"pH_after","all predictors w/o coordinates","rel_abundance"
8.11823529411765,0.192470114094666,"pH_after","all predictors w/o coordinates","rel_abundance"
8.20705882352941,0.192436584171597,"pH_after","all predictors w/o coordinates","rel_abundance"
8.29588235294118,0.190321760747002,"pH_after","all predictors w/o coordinates","rel_abundance"
8.38470588235294,0.190484946027887,"pH_after","all predictors w/o coordinates","rel_abundance"
8.47352941176471,0.187577942947365,"pH_after","all predictors w/o coordinates","rel_abundance"
8.56235294117647,0.187167257197949,"pH_after","all predictors w/o coordinates","rel_abundance"
8.65117647058824,0.187577157745093,"pH_after","all predictors w/o coordinates","rel_abundance"
8.74,0.188072819197279,"pH_after","all predictors w/o coordinates","rel_abundance"
