"cat_velocity","yhat","predictors","model","index"
1,739.792078916577,"cat_velocity","sampling w/o coordinates","abundance"
2,739.792078916577,"cat_velocity","sampling w/o coordinates","abundance"
3,730.715982342112,"cat_velocity","sampling w/o coordinates","abundance"
4,730.618456040604,"cat_velocity","sampling w/o coordinates","abundance"
5,738.172671025198,"cat_velocity","sampling w/o coordinates","abundance"
