"q_after","yhat","predictors","model","index"
2.3,0.531659810958009,"q_after","all predictors w/o coordinates","k_index"
6.14666666666667,0.530254724672548,"q_after","all predictors w/o coordinates","k_index"
9.99333333333333,0.529863113799868,"q_after","all predictors w/o coordinates","k_index"
13.84,0.529452219302305,"q_after","all predictors w/o coordinates","k_index"
17.6866666666667,0.527318114641179,"q_after","all predictors w/o coordinates","k_index"
21.5333333333333,0.526619033148133,"q_after","all predictors w/o coordinates","k_index"
25.38,0.526366399728505,"q_after","all predictors w/o coordinates","k_index"
29.2266666666667,0.526536333437483,"q_after","all predictors w/o coordinates","k_index"
33.0733333333333,0.52662910516624,"q_after","all predictors w/o coordinates","k_index"
36.92,0.526741992861976,"q_after","all predictors w/o coordinates","k_index"
40.7666666666667,0.526959155455627,"q_after","all predictors w/o coordinates","k_index"
44.6133333333333,0.528747661327266,"q_after","all predictors w/o coordinates","k_index"
48.46,0.528747661327266,"q_after","all predictors w/o coordinates","k_index"
52.3066666666667,0.528747661327266,"q_after","all predictors w/o coordinates","k_index"
56.1533333333333,0.528747661327266,"q_after","all predictors w/o coordinates","k_index"
60,0.528747661327266,"q_after","all predictors w/o coordinates","k_index"
