"cpom_cover","yhat","predictors","model","index"
1,2.50960638464966,"cpom_cover","all predictors w/ coordinates","shannon_index"
2,2.50035726769697,"cpom_cover","all predictors w/ coordinates","shannon_index"
3,2.50124853786746,"cpom_cover","all predictors w/ coordinates","shannon_index"
