"alg_cover","yhat","predictors","model","index"
1,0.527607614569803,"alg_cover","all predictors w/ coordinates","k_index"
2,0.529871394833258,"alg_cover","all predictors w/ coordinates","k_index"
3,0.538671104015915,"alg_cover","all predictors w/ coordinates","k_index"
4,0.533631868958042,"alg_cover","all predictors w/ coordinates","k_index"
5,0.535558500929766,"alg_cover","all predictors w/ coordinates","k_index"
