"alg_cover","yhat","predictors","model","index"
1,0.513577425197043,"alg_cover","sampling w/o coordinates","k_index"
2,0.524200806256246,"alg_cover","sampling w/o coordinates","k_index"
3,0.577173330821097,"alg_cover","sampling w/o coordinates","k_index"
4,0.570056489617046,"alg_cover","sampling w/o coordinates","k_index"
5,0.570913910900277,"alg_cover","sampling w/o coordinates","k_index"
