"clog_3_class_int","yhat","predictors","model","index"
0,818.502288968475,"clog_3_class","sampling w/o coordinates","abundance"
1,674.070352679592,"clog_3_class","sampling w/o coordinates","abundance"
2,524.513513259314,"clog_3_class","sampling w/o coordinates","abundance"
