"moos_cover","yhat","predictors","model","index"
0,2.53936072052629,"moos_cover","sampling w/o coordinates","shannon_index"
1,2.67387433874386,"moos_cover","sampling w/o coordinates","shannon_index"
2,2.4719768137592,"moos_cover","sampling w/o coordinates","shannon_index"
3,2.4719768137592,"moos_cover","sampling w/o coordinates","shannon_index"
