"sub_type_int","yhat","predictors","model","index"
0,0.189448518894505,"sub_type","sampling w/o coordinates","rel_abundance"
1,0.189456841456231,"sub_type","sampling w/o coordinates","rel_abundance"
2,0.188936811420506,"sub_type","sampling w/o coordinates","rel_abundance"
3,0.196478602774627,"sub_type","sampling w/o coordinates","rel_abundance"
