"sub_type_int","yhat","predictors","model","index"
0,2.60768180378471,"sub_type","sampling w/ coordinates","shannon_index"
1,2.60768180378471,"sub_type","sampling w/ coordinates","shannon_index"
2,2.51869381015637,"sub_type","sampling w/ coordinates","shannon_index"
3,2.52295450707862,"sub_type","sampling w/ coordinates","shannon_index"
